,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,slope_individual,power,lang
61, reverse-complement,5.712688446044922,0.11207029661501824,2958.875,127.51268319269263,0.0019306961078264279,2,Java
62, spectral-norm,7.556182861328125,0.08031069605560277,2364.125,7.253232038202004,0.003196185845218897,2,Java
63, binary-trees,479.82607650756836,2.4370263817082507,125187.0625,435.67927836167513,0.003832872718038003,2,Python
64, fannkuch-redux,4328.5324630737305,36.74114757929303,1066758.75,10794.74575603798,0.004057648894910617,2,Python
65, fasta,336.32862091064453,3.406261825887891,171185.25,1694.306771957192,0.001964705609336345,2,Python
66, k-nucleotide,562.687614440918,4.128755717100049,139631.375,786.0033297480361,0.004029807874060668,2,Python
67, mandelbrot,1941.4158096313477,17.406277807790115,452877.3125,2477.9953016185787,0.004286847135075568,2,Python
68, n-body,2064.757526397705,31.921843051877776,1049840.0,16564.901146701723,0.0019667354324446632,2,Python
69, regex-redux,79.27497482299805,0.9565228306797722,32884.0625,143.5433160887333,0.0024107415202424595,2,Python
70, reverse-complement,14.850261688232422,0.1525889888247071,6522.8125,27.012077738485797,0.002276665424344548,2,Python
71, spectral-norm,1449.6506080627441,7.702514392134406,342512.625,1768.3285496125995,0.004232400508047679,2,Python
72, binary-trees,15.732891082763672,0.05937063536299026,1580.9375,5.749660316053462,0.009951621163242488,10,C
73, fannkuch-redux,32.67327880859375,0.08187195092449645,3279.0,7.88986691902975,0.009964403418296356,10,C
74, fasta,6.293846130371094,0.05358396118838624,668.5625,1.5799030824705673,0.009413998138350706,10,C
75, k-nucleotide,45.853607177734375,0.2913514606063526,4601.875,29.24225324765518,0.00996411401390398,10,C
76, mandelbrot,15.036659240722656,0.024642938430832668,1507.6875,2.44230296032249,0.009973326197055196,10,C
77, n-body,18.462406158447266,0.021485615485857194,1852.5,1.7320508075688772,0.009966211151658444,10,C
78, regex-redux,10.105594635009766,0.027519355892068737,1013.875,2.5708704751503917,0.009967298370124292,10,C
79, reverse-complement,1.0073394775390625,0.024248405151239914,116.9375,4.2642225258539215,0.008614340802044361,10,C
80, spectral-norm,5.267555236816406,0.009901787287973363,526.5625,0.998044963916957,0.010003665731639466,10,C
81, binary-trees,13.610424041748047,0.16873349463735118,1386.375,19.464310288320004,0.009817274577043041,10,C++
82, fannkuch-redux,53.10614776611328,0.06285395410179763,5328.875,6.4213997695206615,0.009965733436440765,10,C++
83, fasta,7.586162567138672,0.008095322392637017,760.0,0.7071067811865476,0.009981792851498252,10,C++
84, k-nucleotide,22.821292877197266,0.1620184724927261,2307.4375,17.712879318450742,0.00989031896950503,10,C++
85, mandelbrot,12.047054290771484,0.023425362034249084,1210.5,4.513867521316947,0.009952130764784373,10,C++
86, n-body,18.62588882446289,0.015014989100832765,1868.0625,1.818954026356906,0.0099706989591959,10,C++
87, regex-redux,13.039932250976562,0.10346087433848289,1308.375,10.804368329523017,0.009966509793428155,10,C++
88, reverse-complement,1.6302299499511719,0.012974291250119403,163.6875,1.4017288432503627,0.009959404047048015,10,C++
89, spectral-norm,5.1640167236328125,0.017141013515297808,516.9375,2.656801413354035,0.009989634576003506,10,C++
90, binary-trees,29.205245971679688,0.7812177804919196,2964.8125,87.88502343260767,0.009850621572757024,10,Java
91, fannkuch-redux,139.60806274414062,2.467929443516258,14025.625,248.15893974426953,0.009953785499337151,10,Java
92, fasta,14.025821685791016,0.0501625419244901,1420.125,12.66824277474978,0.009876469807792283,10,Java
93, k-nucleotide,60.61389923095703,0.8078729821990311,6133.0,79.30085119341406,0.009883238094074194,10,Java
94, mandelbrot,49.27002716064453,0.616449149783116,4953.875,63.71506395665,0.009945755022208782,10,Java
95, n-body,42.309486389160156,0.09696128293278944,4247.4375,10.671039956349146,0.009961179273187694,10,Java
96, regex-redux,66.5129623413086,0.6444099943929422,6704.0,65.42935121182236,0.009921384597450567,10,Java
97, reverse-complement,7.813720703125,0.018096473520990287,790.9375,4.022883760438524,0.009879062129593046,10,Java
98, spectral-norm,8.208549499511719,0.03661599362145192,844.6875,10.366525153106995,0.009717853643521087,10,Java
99, binary-trees,515.1818923950195,1.9269470838555822,52171.25,173.35350443530123,0.009874823631694075,10,Python
100, fannkuch-redux,4501.590137481689,42.96003805597572,451895.0625,4314.788370661271,0.009961582922764707,10,Python
101, fasta,483.01688385009766,1.873151579208021,48492.5625,184.06519522644686,0.009960638476263193,10,Python
102, k-nucleotide,607.1421699523926,2.0437590946322195,60951.8125,206.62230601692065,0.00996101912395784,10,Python
103, mandelbrot,2024.387924194336,9.59771083376254,203218.875,964.5274020861201,0.009961613674882986,10,Python
104, n-body,2719.744110107422,23.523523844325613,273067.125,2361.388227161091,0.009959983685723508,10,Python
105, regex-redux,93.17434310913086,0.11851033587924606,9353.875,12.077225467796815,0.009961042146610989,10,Python
106, reverse-complement,17.860519409179688,0.05003697092046128,1793.375,4.688749833377763,0.009959166046799854,10,Python
107, spectral-norm,1507.697853088379,8.3979624565607,151359.4375,849.8192431886619,0.009961042918703889,10,Python
108, binary-trees,17.720890045166016,0.05163947319074139,1243.0625,3.4363634484728185,0.014255831903195548,15,C
109, fannkuch-redux,37.90216827392578,0.05303554223456026,2538.9375,4.069225202664507,0.01492835813166956,15,C
110, fasta,6.613800048828125,0.03228859999025688,667.6875,2.6626760505175993,0.009905532227019564,15,C
111, k-nucleotide,53.62587356567383,0.6925145105084878,3652.75,46.963416613359804,0.014680959158352975,15,C
112, mandelbrot,18.253459930419922,0.011237716797821843,1222.875,2.2043990110685496,0.01492667683158125,15,C
113, n-body,19.508007049560547,0.03243867268627775,1730.25,4.02336923485777,0.011274675364577689,15,C
114, regex-redux,11.618812561035156,0.02155987386459125,828.75,4.879805323985784,0.014019683331565799,15,C
115, reverse-complement,1.1977615356445312,0.03010682336959097,104.25,3.7165171868296265,0.011489319286758094,15,C
116, spectral-norm,6.268657684326172,0.01267531945804685,418.8125,1.4238482187368147,0.014967694814090248,15,C
117, binary-trees,15.2659912109375,0.15362695383335995,1059.9375,14.775269667589827,0.014402727718320655,15,C++
118, fannkuch-redux,65.35675048828125,0.026982121488353612,4372.6875,1.9595519258238603,0.014946586164293984,15,C++
119, fasta,9.486995697021484,0.035478449746794455,663.4375,2.3971011138456384,0.01429975799833667,15,C++
120, k-nucleotide,27.522628784179688,0.14863671640414813,1948.625,10.77540602483266,0.014124127928246681,15,C++
121, mandelbrot,14.533153533935547,0.01866162027926286,978.75,2.0766559657295187,0.014848688157277698,15,C++
122, n-body,20.426166534423828,0.04037365854232572,1719.875,3.0998991919093113,0.011876541338425077,15,C++
123, regex-redux,14.953495025634766,0.13488785664950081,1122.0,9.867877177995275,0.01332753567347127,15,C++
124, reverse-complement,1.862640380859375,0.01181172207132693,152.0,1.0,0.012254213031969573,15,C++
125, spectral-norm,6.423503875732422,0.010649491798041954,429.6875,2.1999644883497553,0.014949245383522727,15,C++
126, binary-trees,34.03786087036133,0.5487072575331076,2355.75,40.58709770358063,0.014448842564092679,15,Java
127, fannkuch-redux,160.78422164916992,1.2231131267358792,10766.5625,82.47876147075682,0.014933663520661299,15,Java
128, fasta,17.37017059326172,0.12656283701414697,1215.4375,21.868838417940722,0.014291290661397001,15,Java
129, k-nucleotide,70.22217178344727,0.7903867194951124,4860.3125,60.17445341463436,0.014448077522473558,15,Java
130, mandelbrot,60.0247802734375,0.7792671306689183,4050.625,58.04618312171783,0.01481864657267397,15,Java
131, n-body,45.34727096557617,0.23824794110328865,4051.75,13.713588151902478,0.011192020970093459,15,Java
132, regex-redux,76.78226089477539,0.7506777323112603,5352.8125,52.72122289695109,0.014344283662985654,15,Java
133, reverse-complement,8.831768035888672,0.035666522458471364,724.9375,5.425273610611726,0.01218279925633406,15,Java
134, spectral-norm,9.686668395996094,0.05839939417661456,671.375,6.518003912241845,0.014428104108726261,15,Java
135, binary-trees,601.8982734680176,1.5471056420516687,41540.625,145.53988929156156,0.014489388964851097,15,Python
136, fannkuch-redux,5012.994297027588,16.250236907793933,335177.9375,1095.3439225164625,0.0149562179850444,15,Python
137, fasta,550.716121673584,4.665743358032295,43334.875,55.018036815211794,0.012708381451973358,15,Python
138, k-nucleotide,718.4779319763184,3.1085036075243293,48133.6875,202.31773240067218,0.014926717010333322,15,Python
139, mandelbrot,2243.172607421875,11.162384826744063,149942.25,745.8673223167777,0.014960243743320344,15,Python
140, n-body,3226.742374420166,26.56877959891249,240730.8125,2559.5608075104897,0.013403944185251175,15,Python
141, regex-redux,105.0588607788086,0.20326426650951643,7877.125,13.099976145016448,0.013337208788588297,15,Python
142, reverse-complement,20.699337005615234,0.04748685912237356,1532.125,3.295356581616017,0.013510214248586267,15,Python
143, spectral-norm,1675.4193153381348,6.2546027497713155,112023.75,417.1834878084222,0.014955929571525098,15,Python
144, binary-trees,22.628509521484375,0.12300612327346158,1070.75,8.166241485530538,0.021133326660270256,25,C
145, fannkuch-redux,51.468894958496094,0.03117662902512682,2076.875,2.912795049432761,0.02478189344977242,25,C
146, fasta,6.672527313232422,0.03179987080469666,669.8125,2.5792137852454187,0.009961783802530442,25,C
147, k-nucleotide,72.35015106201172,0.789765085861034,3195.5,45.887089687623465,0.02264126148083609,25,C
148, mandelbrot,25.02066421508789,0.020501930310007778,1008.6875,1.0439558180306292,0.024805169306735625,25,C
149, n-body,20.063282012939453,0.050797690053802566,1732.8125,3.0045538354304786,0.011578449493490758,25,C
150, regex-redux,14.482353210449219,0.02804586910626291,732.5,2.4238399287081647,0.01977113066272931,25,C
151, reverse-complement,1.3701324462890625,0.03425183515370142,99.0625,7.933069629720894,0.013830989994085174,25,C
152, spectral-norm,8.491260528564453,0.01165300481325701,341.5625,2.290435275226087,0.024860049122970036,25,C
153, binary-trees,20.056312561035156,0.3649504259497726,890.625,14.793896545535256,0.022519368489583334,25,C++
154, fannkuch-redux,88.48064804077148,0.10468172207932333,3568.0,6.442049363362563,0.024798387903803665,25,C++
155, fasta,9.612457275390625,0.03561551729115527,663.8125,2.766286997041341,0.014480681330030129,25,C++
156, k-nucleotide,37.44065856933594,0.105960198763777,1791.5,10.253048327204938,0.020899055857848695,25,C++
157, mandelbrot,19.76971435546875,0.018327539824065386,808.4375,2.9361699116365862,0.024454227266138384,25,C++
158, n-body,20.519248962402344,0.05039802649851069,1720.875,1.3169567191065923,0.01192373005732685,25,C++
159, regex-redux,17.252132415771484,0.10025566810729211,1049.0625,12.381784756245764,0.016445285591441393,25,C++
160, reverse-complement,1.8919677734375,0.015068500367331343,151.75,1.1989578808281798,0.012467662427924218,25,C++
161, spectral-norm,8.446582794189453,0.03497927692667072,356.375,3.1598061649411346,0.023701389811825894,25,C++
162, binary-trees,47.201656341552734,0.8685132257469966,2128.4375,48.12739442095323,0.02217667013551149,25,Java
163, fannkuch-redux,222.34766006469727,3.971538977506331,8971.75,163.18566879478112,0.024783086918906263,25,Java
164, fasta,22.822860717773438,0.3248610063328831,1094.75,18.07449860992,0.020847554891777517,25,Java
165, k-nucleotide,92.18598556518555,1.2150408638598242,4112.0,45.86529188831136,0.022418770808654072,25,Java
166, mandelbrot,81.6956672668457,0.6757702589583974,3332.0,22.792542640082964,0.024518507583086945,25,Java
167, n-body,45.84918212890625,0.12664452421773642,4051.3125,12.911810242951994,0.011317118126263093,25,Java
168, regex-redux,99.85972213745117,0.9035678995182547,4640.125,51.05374006867665,0.021520912074017656,25,Java
169, reverse-complement,9.285518646240234,0.044180697784279,707.9375,4.307968633822674,0.013116297196066369,25,Java
170, spectral-norm,12.834205627441406,0.15406425946073168,559.875,10.734727523323542,0.022923341151938212,25,Java
171, binary-trees,787.5407524108887,2.9428183340358594,35213.0,162.54883881467748,0.02236505700766446,25,Python
172, fannkuch-redux,6718.746925354004,34.35673450342916,269955.5,1479.3640525577198,0.024888349840451497,25,Python
173, fasta,549.0204620361328,3.281015430272981,43286.5,54.08442474502248,0.012683410810209484,25,Python
174, k-nucleotide,1005.4191474914551,3.3537598474560975,40697.5,133.93748541763804,0.024704690644178514,25,Python
175, mandelbrot,2946.820156097412,20.115856572551465,120386.8125,891.0466611484215,0.02447793155165905,25,Python
176, n-body,3212.5026664733887,18.019935244276923,238812.8125,670.7205284943574,0.013451969485403505,25,Python
177, regex-redux,119.81332397460938,0.36983160787674385,7358.125,14.721901201950786,0.016283132452168097,25,Python
178, reverse-complement,23.515342712402344,0.05207627262247659,1440.0,4.077376607575022,0.01633009910583496,25,Python
179, spectral-norm,2211.9622344970703,8.013604996755097,90660.75,314.700353511082,0.024398234456444165,25,Python
