Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time(ms),Temperature,Memory,Perf
C, fasta, -1, 6.83, 6.59, 0.34, 0.00, 664, 56.2, , 1
C, fasta, -1, 6.92, 6.68, 0.34, 0.00, 664, 56.5, , 1
C, fasta, -1, 6.74, 6.50, 0.34, 0.00, 665, 56.5, , 1
C, fasta, -1, 6.83, 6.59, 0.34, 0.00, 664, 55.5, , 1
C, fasta, -1, 6.82, 6.59, 0.34, 0.00, 664, 55.5, , 1
C, fasta, -1, 6.77, 6.54, 0.34, 0.00, 664, 56.0, , 1
C, fasta, -1, 6.83, 6.58, 0.34, 0.00, 665, 56.0, , 1
C, fasta, -1, 6.79, 6.56, 0.34, 0.00, 664, 55.2, , 1
C, fasta, -1, 6.76, 6.53, 0.34, 0.00, 664, 55.2, , 1
C, fasta, -1, 6.74, 6.50, 0.34, 0.00, 664, 56.0, , 1
C, fasta, -1, 6.98, 6.74, 0.34, 0.00, 667, 56.0, , 1
C, fasta, -1, 6.72, 6.48, 0.34, 0.00, 663, 56.0, , 1
C, fasta, -1, 6.74, 6.51, 0.34, 0.00, 664, 56.0, , 1
C, fasta, -1, 6.82, 6.58, 0.34, 0.00, 664, 55.2, , 1
C, fasta, -1, 6.75, 6.52, 0.34, 0.00, 663, 55.2, , 1
C, fasta, -1, 6.73, 6.49, 0.34, 0.00, 664, 56.0, , 1
C, k-nucleotide, -1, 76.91, 75.80, 2.93, 0.00, 2738, 60.2, , 1
C, k-nucleotide, -1, 77.57, 76.39, 3.12, 0.00, 2801, 60.0, , 1
C, k-nucleotide, -1, 78.43, 77.20, 3.24, 0.00, 2855, 59.2, , 1
C, k-nucleotide, -1, 78.32, 77.10, 3.23, 0.00, 2847, 59.8, , 1
C, k-nucleotide, -1, 77.24, 76.12, 2.96, 0.00, 2763, 60.8, , 1
C, k-nucleotide, -1, 76.23, 75.16, 2.70, 0.00, 2689, 60.0, , 1
C, k-nucleotide, -1, 78.82, 77.55, 3.36, 0.00, 2882, 60.2, , 1
C, k-nucleotide, -1, 77.99, 76.81, 3.11, 0.00, 2824, 60.5, , 1
C, k-nucleotide, -1, 78.38, 77.20, 3.04, 0.00, 2835, 59.8, , 1
C, k-nucleotide, -1, 77.09, 76.00, 2.84, 0.00, 2717, 61.2, , 1
C, k-nucleotide, -1, 79.29, 77.99, 3.42, 0.00, 2921, 60.0, , 1
C, k-nucleotide, -1, 77.58, 76.46, 2.92, 0.00, 2743, 61.2, , 1
C, k-nucleotide, -1, 77.76, 76.60, 3.05, 0.00, 2800, 61.0, , 1
C, k-nucleotide, -1, 76.97, 75.84, 2.94, 0.00, 2735, 61.2, , 1
C, k-nucleotide, -1, 77.65, 76.49, 2.98, 0.00, 2797, 59.5, , 1
C, k-nucleotide, -1, 79.26, 77.97, 3.36, 0.00, 2918, 60.0, , 1
C, k-nucleotide, -1, 79.54, 78.26, 3.39, 0.00, 2945, 60.2, , 1
C, k-nucleotide, -1, 78.15, 76.94, 3.21, 0.00, 2823, 61.0, , 1
C, k-nucleotide, -1, 77.76, 76.62, 3.01, 0.00, 2784, 60.5, , 1
C, k-nucleotide, -1, 78.12, 76.97, 2.98, 0.00, 2775, 60.8, , 1
C, mandelbrot, -1, 27.05, 26.71, 0.49, 0.00, 944, 54.2, , 1
C, mandelbrot, -1, 27.18, 26.84, 0.49, 0.00, 943, 64.5, , 1
C, mandelbrot, -1, 28.02, 27.67, 0.51, 0.00, 974, 54.2, , 1
C, mandelbrot, -1, 27.58, 27.23, 0.51, 0.00, 956, 65.0, , 1
C, mandelbrot, -1, 27.08, 26.75, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.26, 26.91, 0.49, 0.00, 944, 64.8, , 1
C, mandelbrot, -1, 27.09, 26.75, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.24, 26.89, 0.49, 0.00, 944, 64.8, , 1
C, mandelbrot, -1, 27.17, 26.84, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.27, 26.94, 0.49, 0.00, 944, 64.2, , 1
C, mandelbrot, -1, 27.20, 26.86, 0.49, 0.00, 944, 54.2, , 1
C, mandelbrot, -1, 27.29, 26.96, 0.49, 0.00, 944, 64.8, , 1
C, mandelbrot, -1, 27.15, 26.82, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.30, 26.96, 0.49, 0.00, 944, 64.8, , 1
C, mandelbrot, -1, 27.22, 26.88, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.27, 26.93, 0.49, 0.00, 944, 64.5, , 1
C, mandelbrot, -1, 27.30, 26.96, 0.49, 0.00, 944, 54.8, , 1
C, mandelbrot, -1, 27.34, 27.01, 0.49, 0.00, 944, 64.8, , 1
C, mandelbrot, -1, 27.18, 26.84, 0.49, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 27.25, 26.92, 0.49, 0.00, 944, 64.5, , 1
C, n-body, -1, 20.60, 19.98, 0.88, 0.00, 1725, 58.8, , 1
C, n-body, -1, 20.73, 20.10, 0.89, 0.00, 1728, 58.5, , 1
C, n-body, -1, 20.60, 19.98, 0.88, 0.00, 1727, 59.0, , 1
C, n-body, -1, 20.63, 20.01, 0.88, 0.00, 1725, 58.8, , 1
C, n-body, -1, 20.58, 19.97, 0.88, 0.00, 1728, 58.5, , 1
C, n-body, -1, 20.57, 19.95, 0.88, 0.00, 1726, 58.2, , 1
C, n-body, -1, 20.62, 20.00, 0.89, 0.00, 1727, 58.0, , 1
C, n-body, -1, 20.58, 19.96, 0.88, 0.00, 1727, 58.2, , 1
C, n-body, -1, 20.56, 19.95, 0.88, 0.00, 1727, 58.2, , 1
C, n-body, -1, 20.61, 19.99, 0.88, 0.00, 1724, 58.2, , 1
C, n-body, -1, 20.54, 19.93, 0.88, 0.00, 1725, 58.2, , 1
C, n-body, -1, 20.62, 20.00, 0.89, 0.00, 1726, 57.8, , 1
C, n-body, -1, 20.58, 19.97, 0.88, 0.00, 1726, 57.8, , 1
C, n-body, -1, 20.57, 19.94, 0.88, 0.00, 1726, 57.5, , 1
C, n-body, -1, 20.60, 19.97, 0.89, 0.00, 1727, 58.0, , 1
C, n-body, -1, 20.63, 20.01, 0.88, 0.00, 1724, 58.2, , 1
C, n-body, -1, 20.58, 19.96, 0.89, 0.00, 1728, 58.0, , 1
C, n-body, -1, 20.55, 19.92, 0.88, 0.00, 1725, 57.2, , 1
C, n-body, -1, 20.44, 19.82, 0.88, 0.00, 1726, 57.5, , 1
C, n-body, -1, 20.52, 19.90, 0.88, 0.00, 1727, 57.5, , 1
C, regex-redux, -1, 16.10, 15.83, 0.59, 0.00, 687, 59.2, , 1
C, regex-redux, -1, 15.97, 15.70, 0.59, 0.00, 685, 59.2, , 1
C, regex-redux, -1, 16.05, 15.78, 0.59, 0.00, 688, 59.8, , 1
C, regex-redux, -1, 16.18, 15.89, 0.59, 0.00, 687, 59.8, , 1
C, regex-redux, -1, 16.15, 15.87, 0.59, 0.00, 686, 59.2, , 1
C, regex-redux, -1, 16.19, 15.92, 0.59, 0.00, 686, 59.2, , 1
C, regex-redux, -1, 16.28, 15.99, 0.59, 0.00, 688, 60.2, , 1
C, regex-redux, -1, 16.10, 15.82, 0.59, 0.00, 686, 54.0, , 1
C, regex-redux, -1, 16.10, 15.82, 0.59, 0.00, 687, 59.5, , 1
C, regex-redux, -1, 16.05, 15.78, 0.59, 0.00, 689, 59.5, , 1
C, regex-redux, -1, 16.19, 15.90, 0.59, 0.00, 685, 58.8, , 1
C, regex-redux, -1, 16.15, 15.87, 0.59, 0.00, 686, 58.8, , 1
C, regex-redux, -1, 16.10, 15.82, 0.59, 0.00, 687, 59.5, , 1
C, regex-redux, -1, 15.99, 15.72, 0.59, 0.00, 687, 59.5, , 1
C, regex-redux, -1, 16.02, 15.76, 0.59, 0.00, 686, 60.0, , 1
C, regex-redux, -1, 15.95, 15.67, 0.59, 0.00, 687, 53.8, , 1
C, regex-redux, -1, 16.02, 15.74, 0.59, 0.00, 686, 59.0, , 1
C, regex-redux, -1, 16.22, 15.93, 0.59, 0.00, 687, 59.0, , 1
C, regex-redux, -1, 15.90, 15.63, 0.60, 0.00, 698, 59.2, , 1
C, regex-redux, -1, 16.06, 15.78, 0.59, 0.00, 688, 59.2, , 1
C, reverse-complement, -1, 1.45, 1.38, 0.15, 0.00, 93, 59.2, , 1
C, reverse-complement, -1, 1.47, 1.40, 0.15, 0.00, 95, 59.2, , 1
C, reverse-complement, -1, 1.44, 1.37, 0.15, 0.00, 92, 59.2, , 1
C, reverse-complement, -1, 1.44, 1.37, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.42, 1.36, 0.15, 0.00, 90, 59.2, , 1
C, reverse-complement, -1, 1.44, 1.38, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.43, 1.37, 0.15, 0.00, 90, 59.2, , 1
C, reverse-complement, -1, 1.34, 1.29, 0.15, 0.00, 96, 59.2, , 1
C, reverse-complement, -1, 1.42, 1.36, 0.15, 0.00, 90, 59.2, , 1
C, reverse-complement, -1, 1.43, 1.37, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.45, 1.38, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.43, 1.36, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.42, 1.36, 0.15, 0.00, 92, 59.2, , 1
C, reverse-complement, -1, 1.45, 1.38, 0.15, 0.00, 92, 59.2, , 1
C, reverse-complement, -1, 1.45, 1.38, 0.15, 0.00, 93, 59.2, , 1
C, reverse-complement, -1, 1.41, 1.35, 0.15, 0.00, 92, 59.2, , 1
C, reverse-complement, -1, 1.43, 1.37, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.47, 1.39, 0.16, 0.00, 93, 59.2, , 1
C, reverse-complement, -1, 1.44, 1.37, 0.15, 0.00, 91, 59.2, , 1
C, reverse-complement, -1, 1.45, 1.39, 0.15, 0.00, 93, 59.2, , 1
C, spectral-norm, -1, 9.74, 9.65, 0.16, 0.00, 306, 65.5, , 1
C, spectral-norm, -1, 9.64, 9.54, 0.16, 0.00, 306, 53.8, , 1
C, spectral-norm, -1, 9.72, 9.62, 0.16, 0.00, 306, 53.8, , 1
C, spectral-norm, -1, 9.77, 9.66, 0.16, 0.00, 306, 53.8, , 1
C, spectral-norm, -1, 9.73, 9.65, 0.16, 0.00, 306, 65.5, , 1
C, spectral-norm, -1, 9.69, 9.58, 0.16, 0.00, 306, 54.2, , 1
C, spectral-norm, -1, 9.72, 9.62, 0.16, 0.00, 306, 54.2, , 1
C, spectral-norm, -1, 9.77, 9.66, 0.16, 0.00, 306, 54.2, , 1
C, spectral-norm, -1, 9.75, 9.66, 0.16, 0.00, 306, 65.8, , 1
C, spectral-norm, -1, 9.65, 9.54, 0.16, 0.00, 305, 54.2, , 1
C, spectral-norm, -1, 9.80, 9.71, 0.16, 0.00, 306, 54.2, , 1
C, spectral-norm, -1, 9.77, 9.66, 0.16, 0.00, 305, 54.2, , 1
C, spectral-norm, -1, 9.83, 9.71, 0.16, 0.00, 306, 65.8, , 1
C, spectral-norm, -1, 9.75, 9.64, 0.16, 0.00, 307, 54.0, , 1
C, spectral-norm, -1, 9.83, 9.72, 0.16, 0.00, 306, 54.0, , 1
C, spectral-norm, -1, 9.78, 9.68, 0.16, 0.00, 305, 54.0, , 1
C, spectral-norm, -1, 9.77, 9.66, 0.16, 0.00, 306, 66.0, , 1
C, spectral-norm, -1, 9.67, 9.57, 0.16, 0.00, 306, 54.0, , 1
C, spectral-norm, -1, 9.75, 9.66, 0.16, 0.00, 306, 54.0, , 1
C, spectral-norm, -1, 9.77, 9.66, 0.16, 0.00, 305, 54.0, , 1
C++, binary-trees, -1, 23.34, 22.85, 1.02, 0.00, 796, 54.0, , 1
C++, binary-trees, -1, 24.20, 23.68, 1.08, 0.00, 811, 62.2, , 1
C++, binary-trees, -1, 22.97, 22.48, 1.02, 0.00, 769, 54.5, , 1
C++, binary-trees, -1, 23.71, 23.24, 1.05, 0.00, 787, 62.5, , 1
C++, binary-trees, -1, 24.08, 23.53, 1.16, 0.00, 855, 54.5, , 1
C++, binary-trees, -1, 23.50, 22.99, 1.05, 0.00, 788, 62.8, , 1
C++, binary-trees, -1, 23.59, 23.05, 1.12, 0.00, 843, 54.0, , 1
C++, binary-trees, -1, 23.45, 22.93, 1.10, 0.00, 800, 61.0, , 1
C++, binary-trees, -1, 24.19, 23.70, 1.03, 0.00, 817, 54.5, , 1
C++, binary-trees, -1, 24.25, 23.76, 1.03, 0.00, 816, 62.0, , 1
C++, binary-trees, -1, 24.67, 24.14, 1.14, 0.00, 835, 54.8, , 1
C++, binary-trees, -1, 24.27, 23.71, 1.14, 0.00, 826, 61.8, , 1
C++, binary-trees, -1, 23.69, 23.20, 1.04, 0.00, 839, 54.5, , 1
C++, binary-trees, -1, 24.10, 23.56, 1.13, 0.00, 828, 61.5, , 1
C++, binary-trees, -1, 24.37, 23.89, 1.01, 0.00, 818, 54.0, , 1
C++, binary-trees, -1, 24.16, 23.66, 1.04, 0.00, 821, 61.5, , 1
C++, binary-trees, -1, 23.75, 23.28, 1.02, 0.00, 796, 54.8, , 1
C++, binary-trees, -1, 23.52, 23.03, 1.03, 0.00, 792, 61.8, , 1
C++, binary-trees, -1, 23.71, 23.22, 1.03, 0.00, 816, 54.2, , 1
C++, binary-trees, -1, 24.96, 24.42, 1.12, 0.00, 849, 61.8, , 1
C++, fannkuch-redux, -1, 90.18, 88.92, 1.80, 0.00, 3526, 62.5, , 1
C++, fannkuch-redux, -1, 90.27, 89.01, 1.80, 0.00, 3526, 62.5, , 1
C++, fannkuch-redux, -1, 90.08, 88.82, 1.80, 0.00, 3527, 62.2, , 1
C++, fannkuch-redux, -1, 89.97, 88.70, 1.80, 0.00, 3525, 63.0, , 1
C++, fannkuch-redux, -1, 90.19, 88.92, 1.80, 0.00, 3526, 62.2, , 1
C++, fannkuch-redux, -1, 90.16, 88.89, 1.80, 0.00, 3526, 63.0, , 1
C++, fannkuch-redux, -1, 89.97, 88.70, 1.80, 0.00, 3527, 62.2, , 1
C++, fannkuch-redux, -1, 89.89, 88.63, 1.80, 0.00, 3525, 63.8, , 1
C++, fannkuch-redux, -1, 90.01, 88.75, 1.80, 0.00, 3526, 63.0, , 1
C++, fannkuch-redux, -1, 89.99, 88.73, 1.80, 0.00, 3526, 63.2, , 1
C++, fannkuch-redux, -1, 90.12, 88.85, 1.80, 0.00, 3524, 64.2, , 1
C++, fannkuch-redux, -1, 90.44, 89.17, 1.80, 0.00, 3526, 63.0, , 1
C++, fannkuch-redux, -1, 90.43, 89.17, 1.80, 0.00, 3526, 62.8, , 1
C++, fannkuch-redux, -1, 90.24, 88.97, 1.80, 0.00, 3528, 63.0, , 1
C++, fannkuch-redux, -1, 90.34, 89.07, 1.80, 0.00, 3527, 63.2, , 1
C++, fannkuch-redux, -1, 90.27, 89.01, 1.80, 0.00, 3526, 63.2, , 1
C++, fannkuch-redux, -1, 90.28, 89.02, 1.80, 0.00, 3527, 64.0, , 1
C++, fannkuch-redux, -1, 90.19, 88.92, 1.80, 0.00, 3526, 63.2, , 1
C++, fannkuch-redux, -1, 90.34, 89.07, 1.80, 0.00, 3525, 64.0, , 1
C++, fannkuch-redux, -1, 90.20, 88.94, 1.80, 0.00, 3524, 64.0, , 1
C++, fasta, -1, 9.82, 9.59, 0.34, 0.00, 659, 55.5, , 1
C++, fasta, -1, 9.91, 9.68, 0.34, 0.00, 660, 60.0, , 1
C++, fasta, -1, 9.85, 9.61, 0.34, 0.00, 659, 55.2, , 1
C++, fasta, -1, 9.83, 9.60, 0.34, 0.00, 659, 60.8, , 1
C++, fasta, -1, 9.76, 9.53, 0.34, 0.00, 659, 54.8, , 1
C++, fasta, -1, 9.83, 9.59, 0.34, 0.00, 658, 60.0, , 1
C++, fasta, -1, 9.78, 9.55, 0.34, 0.00, 660, 54.8, , 1
C++, fasta, -1, 9.77, 9.54, 0.34, 0.00, 659, 60.8, , 1
C++, fasta, -1, 9.76, 9.52, 0.34, 0.00, 660, 54.8, , 1
C++, fasta, -1, 9.76, 9.54, 0.34, 0.00, 658, 60.0, , 1
C++, fasta, -1, 9.73, 9.50, 0.34, 0.00, 659, 54.5, , 1
C++, fasta, -1, 9.80, 9.57, 0.34, 0.00, 659, 59.8, , 1
C++, fasta, -1, 9.82, 9.59, 0.34, 0.00, 659, 59.8, , 1
C++, fasta, -1, 9.81, 9.58, 0.34, 0.00, 659, 60.0, , 1
C++, fasta, -1, 9.79, 9.56, 0.34, 0.00, 659, 54.8, , 1
C++, fasta, -1, 9.80, 9.57, 0.34, 0.00, 658, 59.8, , 1
C++, fasta, -1, 9.83, 9.60, 0.34, 0.00, 660, 59.8, , 1
C++, fasta, -1, 9.80, 9.56, 0.34, 0.00, 659, 59.8, , 1
C++, fasta, -1, 9.81, 9.58, 0.34, 0.00, 659, 59.8, , 1
C++, fasta, -1, 9.84, 9.59, 0.34, 0.00, 659, 60.2, , 1
C++, k-nucleotide, -1, 38.91, 37.33, 3.67, 0.00, 1752, 61.5, , 1
C++, k-nucleotide, -1, 38.79, 37.22, 3.65, 0.00, 1771, 60.5, , 1
C++, k-nucleotide, -1, 39.04, 37.47, 3.65, 0.00, 1782, 60.2, , 1
C++, k-nucleotide, -1, 39.17, 37.58, 3.74, 0.00, 1786, 60.2, , 1
C++, k-nucleotide, -1, 39.48, 37.90, 3.70, 0.00, 1767, 60.8, , 1
C++, k-nucleotide, -1, 39.49, 37.90, 3.76, 0.00, 1805, 59.8, , 1
C++, k-nucleotide, -1, 38.74, 37.20, 3.59, 0.00, 1747, 60.8, , 1
C++, k-nucleotide, -1, 38.90, 37.33, 3.67, 0.00, 1775, 61.5, , 1
C++, k-nucleotide, -1, 38.81, 37.29, 3.55, 0.00, 1754, 60.0, , 1
C++, k-nucleotide, -1, 39.08, 37.55, 3.58, 0.00, 1761, 60.5, , 1
C++, k-nucleotide, -1, 38.70, 37.15, 3.58, 0.00, 1746, 61.2, , 1
C++, k-nucleotide, -1, 38.64, 37.13, 3.54, 0.00, 1731, 61.0, , 1
C++, k-nucleotide, -1, 38.62, 37.11, 3.52, 0.00, 1742, 60.5, , 1
C++, k-nucleotide, -1, 39.00, 37.45, 3.64, 0.00, 1757, 61.2, , 1
C++, k-nucleotide, -1, 39.22, 37.68, 3.63, 0.00, 1761, 60.0, , 1
C++, k-nucleotide, -1, 39.16, 37.62, 3.62, 0.00, 1748, 60.8, , 1
C++, k-nucleotide, -1, 40.70, 39.12, 3.71, 0.00, 1888, 60.5, , 1
C++, k-nucleotide, -1, 38.88, 37.35, 3.59, 0.00, 1748, 60.5, , 1
C++, k-nucleotide, -1, 38.56, 37.06, 3.49, 0.00, 1735, 60.2, , 1
C++, k-nucleotide, -1, 39.76, 38.17, 3.77, 0.00, 1800, 60.2, , 1
C++, mandelbrot, -1, 22.08, 21.80, 0.39, 0.00, 742, 54.8, , 1
C++, mandelbrot, -1, 22.18, 21.93, 0.38, 0.00, 741, 62.5, , 1
C++, mandelbrot, -1, 22.16, 21.89, 0.39, 0.00, 742, 55.2, , 1
C++, mandelbrot, -1, 22.27, 22.00, 0.39, 0.00, 741, 62.5, , 1
C++, mandelbrot, -1, 22.10, 21.84, 0.39, 0.00, 741, 55.2, , 1
C++, mandelbrot, -1, 22.15, 21.90, 0.39, 0.00, 741, 62.2, , 1
C++, mandelbrot, -1, 22.15, 21.88, 0.39, 0.00, 741, 55.2, , 1
C++, mandelbrot, -1, 22.27, 22.00, 0.39, 0.00, 742, 62.5, , 1
C++, mandelbrot, -1, 22.15, 21.87, 0.39, 0.00, 742, 55.2, , 1
C++, mandelbrot, -1, 22.22, 21.95, 0.39, 0.00, 742, 62.8, , 1
C++, mandelbrot, -1, 22.09, 21.83, 0.39, 0.00, 743, 55.0, , 1
C++, mandelbrot, -1, 22.20, 21.95, 0.39, 0.00, 741, 62.2, , 1
C++, mandelbrot, -1, 22.17, 21.90, 0.39, 0.00, 742, 55.5, , 1
C++, mandelbrot, -1, 22.18, 21.92, 0.39, 0.00, 742, 63.0, , 1
C++, mandelbrot, -1, 22.12, 21.86, 0.39, 0.00, 741, 55.8, , 1
C++, mandelbrot, -1, 22.27, 22.00, 0.39, 0.00, 741, 63.2, , 1
C++, mandelbrot, -1, 22.13, 21.87, 0.39, 0.00, 742, 55.8, , 1
C++, mandelbrot, -1, 22.25, 21.99, 0.39, 0.00, 741, 63.0, , 1
C++, mandelbrot, -1, 22.15, 21.89, 0.39, 0.00, 742, 55.5, , 1
C++, mandelbrot, -1, 22.23, 21.96, 0.39, 0.00, 741, 63.5, , 1
C++, n-body, -1, 21.52, 20.90, 0.88, 0.00, 1713, 59.5, , 1
C++, n-body, -1, 21.31, 20.70, 0.88, 0.00, 1714, 59.5, , 1
C++, n-body, -1, 21.42, 20.81, 0.88, 0.00, 1716, 58.8, , 1
C++, n-body, -1, 21.38, 20.77, 0.88, 0.00, 1715, 59.2, , 1
C++, n-body, -1, 21.09, 20.48, 0.88, 0.00, 1715, 59.2, , 1
C++, n-body, -1, 21.06, 20.44, 0.88, 0.00, 1715, 59.8, , 1
C++, n-body, -1, 21.25, 20.64, 0.88, 0.00, 1714, 59.8, , 1
C++, n-body, -1, 21.24, 20.62, 0.88, 0.00, 1712, 59.5, , 1
C++, n-body, -1, 21.36, 20.75, 0.88, 0.00, 1712, 59.0, , 1
C++, n-body, -1, 21.39, 20.78, 0.88, 0.00, 1713, 60.2, , 1
C++, n-body, -1, 21.14, 20.54, 0.88, 0.00, 1712, 58.8, , 1
C++, n-body, -1, 21.08, 20.46, 0.88, 0.00, 1713, 59.2, , 1
C++, n-body, -1, 21.07, 20.46, 0.88, 0.00, 1714, 59.2, , 1
C++, n-body, -1, 21.26, 20.65, 0.88, 0.00, 1714, 59.0, , 1
C++, n-body, -1, 21.08, 20.47, 0.88, 0.00, 1711, 59.2, , 1
C++, n-body, -1, 21.15, 20.53, 0.88, 0.00, 1712, 58.8, , 1
C++, n-body, -1, 21.14, 20.52, 0.88, 0.00, 1715, 58.8, , 1
C++, n-body, -1, 21.34, 20.72, 0.88, 0.00, 1714, 58.8, , 1
C++, n-body, -1, 21.15, 20.55, 0.88, 0.00, 1712, 59.0, , 1
C++, n-body, -1, 21.17, 20.55, 0.88, 0.00, 1717, 58.2, , 1
C++, regex-redux, -1, 18.65, 18.23, 0.81, 0.00, 1002, 59.8, , 1
C++, regex-redux, -1, 18.66, 18.25, 0.81, 0.00, 995, 59.2, , 1
C++, regex-redux, -1, 18.86, 18.43, 0.83, 0.00, 1024, 58.8, , 1
C++, regex-redux, -1, 18.74, 18.31, 0.83, 0.00, 1025, 58.8, , 1
C++, regex-redux, -1, 18.68, 18.28, 0.81, 0.00, 1007, 59.0, , 1
C++, regex-redux, -1, 18.10, 17.72, 0.76, 0.00, 904, 59.0, , 1
C++, regex-redux, -1, 18.79, 18.36, 0.83, 0.00, 1013, 59.5, , 1
C++, regex-redux, -1, 18.78, 18.36, 0.82, 0.00, 1016, 59.5, , 1
C++, regex-redux, -1, 18.78, 18.35, 0.82, 0.00, 1012, 60.0, , 1
C++, regex-redux, -1, 18.72, 18.30, 0.82, 0.00, 1009, 59.8, , 1
C++, regex-redux, -1, 18.79, 18.35, 0.83, 0.00, 1020, 60.0, , 1
C++, regex-redux, -1, 18.62, 18.22, 0.81, 0.00, 989, 58.5, , 1
C++, regex-redux, -1, 18.67, 18.26, 0.81, 0.00, 995, 59.0, , 1
C++, regex-redux, -1, 18.26, 17.88, 0.77, 0.00, 918, 59.0, , 1
