Language, Program, PowerLimit, PSys, Package, Core, GPU, DRAM, Time(ms), User Time, System Time, Temperature, Memory, Perf
C, binary-trees, -1,  46.68, 25.02, 24.50, 0.00, 1.15, 975, 2634, 195, 52.0, , 1
C, fannkuch-redux, -1,  94.59, 53.50, 52.81, 0.00, 1.01, 1968, 7812, 0, 52.8, , 1
C, fannkuch-redux, -1,  94.94, 53.52, 52.81, 0.00, 1.01, 1967, 7812, 0, 53.5, , 1
C, fannkuch-redux, -1,  94.44, 53.67, 52.96, 0.00, 1.01, 1968, 7811, 0, 53.8, , 1
C, fannkuch-redux, -1,  95.09, 53.81, 53.11, 0.00, 1.01, 1968, 7811, 0, 54.2, , 1
C, fannkuch-redux, -1,  94.91, 53.57, 52.86, 0.00, 1.01, 1968, 7811, 0, 54.8, , 1
C, fannkuch-redux, -1,  94.28, 53.48, 52.78, 0.00, 1.01, 1968, 7814, 0, 54.2, , 1
C, fannkuch-redux, -1,  95.14, 53.72, 53.02, 0.00, 1.01, 1968, 7812, 0, 54.5, , 1
C, fannkuch-redux, -1,  94.79, 53.58, 52.88, 0.00, 1.01, 1969, 7813, 0, 54.2, , 1
C, fannkuch-redux, -1,  95.05, 53.72, 53.02, 0.00, 1.01, 1968, 7811, 0, 54.2, , 1
C, fannkuch-redux, -1,  95.00, 53.79, 53.09, 0.00, 1.01, 1968, 7811, 2, 54.2, , 1
C, fannkuch-redux, -1,  94.74, 53.73, 53.04, 0.00, 1.01, 1968, 7812, 0, 55.2, , 1
C, fannkuch-redux, -1,  94.73, 53.71, 53.00, 0.00, 1.01, 1969, 7814, 0, 54.8, , 1
C, fannkuch-redux, -1,  94.72, 53.67, 52.96, 0.00, 1.01, 1968, 7813, 0, 54.8, , 1
C, fannkuch-redux, -1,  95.35, 53.79, 53.08, 0.00, 1.01, 1968, 7814, 0, 55.0, , 1
C, fannkuch-redux, -1,  95.08, 53.61, 52.91, 0.00, 1.01, 1967, 7813, 0, 54.8, , 1
C, fannkuch-redux, -1,  95.16, 53.53, 52.82, 0.00, 1.01, 1968, 7812, 0, 55.2, , 1
C, fannkuch-redux, -1,  95.39, 53.75, 53.06, 0.00, 1.01, 1969, 7813, 0, 55.2, , 1
C, fannkuch-redux, -1,  96.00, 53.73, 53.02, 0.00, 1.01, 1969, 7814, 0, 55.8, , 1
C, fannkuch-redux, -1,  94.99, 53.05, 52.35, 0.00, 1.03, 2005, 7961, 1, 56.0, , 1
C, fannkuch-redux, -1,  95.36, 53.85, 53.15, 0.00, 1.01, 1968, 7811, 1, 56.0, , 1
C, fasta, -1,  18.76, 6.63, 6.39, 0.00, 0.34, 666, 647, 19, 48.2, , 1
C, fasta, -1,  18.88, 6.58, 6.34, 0.00, 0.34, 664, 653, 11, 51.2, , 1
C, fasta, -1,  18.82, 6.60, 6.37, 0.00, 0.34, 664, 654, 10, 51.2, , 1
C, fasta, -1,  19.32, 6.76, 6.52, 0.00, 0.35, 669, 660, 8, 51.5, , 1
C, fasta, -1,  19.10, 6.54, 6.30, 0.00, 0.34, 664, 653, 10, 51.5, , 1
C, fasta, -1,  18.75, 6.39, 6.15, 0.00, 0.34, 663, 651, 11, 51.0, , 1
C, fasta, -1,  18.83, 6.51, 6.26, 0.00, 0.34, 664, 649, 15, 51.0, , 1
C, fasta, -1,  18.68, 6.37, 6.13, 0.00, 0.34, 664, 654, 9, 50.8, , 1
C, fasta, -1,  18.70, 6.40, 6.16, 0.00, 0.34, 663, 653, 9, 50.8, , 1
C, fasta, -1,  18.77, 6.41, 6.17, 0.00, 0.34, 664, 645, 18, 51.0, , 1
C, fasta, -1,  18.77, 6.46, 6.22, 0.00, 0.34, 664, 651, 13, 51.0, , 1
C, fasta, -1,  19.01, 6.54, 6.30, 0.00, 0.34, 664, 656, 8, 51.5, , 1
C, fasta, -1,  19.05, 6.48, 6.24, 0.00, 0.34, 665, 649, 16, 51.5, , 1
C, fasta, -1,  18.72, 6.56, 6.33, 0.00, 0.34, 664, 652, 11, 51.8, , 1
C, fasta, -1,  18.76, 6.49, 6.25, 0.00, 0.34, 663, 646, 16, 51.8, , 1
C, fasta, -1,  18.71, 6.38, 6.14, 0.00, 0.34, 664, 650, 12, 51.5, , 1
C, fasta, -1,  18.86, 6.39, 6.14, 0.00, 0.34, 664, 648, 15, 51.5, , 1
C, fasta, -1,  18.99, 6.44, 6.20, 0.00, 0.34, 663, 646, 16, 51.0, , 1
C, fasta, -1,  18.57, 6.39, 6.15, 0.00, 0.34, 664, 636, 27, 51.0, , 1
C, fasta, -1,  18.46, 6.43, 6.20, 0.00, 0.34, 664, 651, 12, 51.2, , 1
C, k-nucleotide, -1,  146.86, 79.15, 77.73, 0.00, 3.78, 3034, 9392, 98, 55.2, , 1
C, k-nucleotide, -1,  143.83, 77.79, 76.49, 0.00, 3.46, 2934, 9218, 96, 54.8, , 1
C, k-nucleotide, -1,  137.93, 75.92, 74.77, 0.00, 2.99, 2770, 8978, 111, 56.0, , 1
C, k-nucleotide, -1,  141.12, 76.87, 75.65, 0.00, 3.16, 2879, 9011, 92, 55.2, , 1
C, k-nucleotide, -1,  137.36, 76.09, 74.94, 0.00, 3.02, 2760, 8941, 112, 56.8, , 1
C, k-nucleotide, -1,  141.05, 77.00, 75.79, 0.00, 3.18, 2832, 9053, 104, 56.2, , 1
C, k-nucleotide, -1,  152.04, 80.70, 79.17, 0.00, 4.11, 3107, 9567, 111, 55.8, , 1
C, k-nucleotide, -1,  141.52, 77.09, 75.88, 0.00, 3.23, 2840, 9090, 90, 56.2, , 1
C, k-nucleotide, -1,  143.93, 78.10, 76.83, 0.00, 3.37, 2915, 9199, 89, 56.2, , 1
C, k-nucleotide, -1,  147.09, 79.48, 78.11, 0.00, 3.65, 2992, 9396, 65, 56.8, , 1
C, k-nucleotide, -1,  139.93, 76.66, 75.49, 0.00, 3.04, 2815, 8980, 83, 56.0, , 1
C, k-nucleotide, -1,  141.27, 77.42, 76.20, 0.00, 3.22, 2850, 9081, 105, 56.8, , 1
C, k-nucleotide, -1,  145.24, 78.72, 77.39, 0.00, 3.51, 2962, 9259, 86, 57.2, , 1
C, k-nucleotide, -1,  145.54, 78.76, 77.42, 0.00, 3.54, 2985, 9234, 94, 56.8, , 1
C, k-nucleotide, -1,  150.98, 81.07, 79.56, 0.00, 4.02, 3106, 9609, 97, 56.5, , 1
C, k-nucleotide, -1,  151.76, 81.17, 79.62, 0.00, 4.15, 3124, 9613, 86, 57.2, , 1
C, k-nucleotide, -1,  143.74, 78.17, 76.89, 0.00, 3.37, 2884, 9258, 96, 58.5, , 1
C, k-nucleotide, -1,  145.32, 78.55, 77.23, 0.00, 3.49, 2965, 9177, 102, 57.2, , 1
C, k-nucleotide, -1,  144.85, 78.38, 77.07, 0.00, 3.46, 2964, 9174, 100, 57.0, , 1
C, k-nucleotide, -1,  149.22, 80.39, 78.96, 0.00, 3.85, 3021, 9422, 89, 57.5, , 1
C, mandelbrot, -1,  47.01, 26.72, 26.39, 0.00, 0.49, 944, 3756, 18, 51.2, , 1
C, mandelbrot, -1,  47.29, 26.87, 26.53, 0.00, 0.49, 944, 3756, 16, 61.5, , 1
C, mandelbrot, -1,  46.87, 26.78, 26.45, 0.00, 0.49, 944, 3754, 17, 51.5, , 1
C, mandelbrot, -1,  46.82, 26.88, 26.56, 0.00, 0.49, 944, 3759, 14, 61.8, , 1
C, mandelbrot, -1,  49.45, 28.08, 27.71, 0.00, 0.53, 997, 3805, 7, 58.8, , 1
C, mandelbrot, -1,  47.76, 27.15, 26.81, 0.00, 0.50, 953, 3766, 6, 50.8, , 1
C, mandelbrot, -1,  47.35, 26.93, 26.59, 0.00, 0.49, 944, 3748, 25, 61.5, , 1
C, mandelbrot, -1,  46.85, 26.76, 26.43, 0.00, 0.49, 944, 3759, 13, 51.8, , 1
C, mandelbrot, -1,  47.19, 26.87, 26.53, 0.00, 0.49, 944, 3763, 10, 61.5, , 1
C, mandelbrot, -1,  46.89, 26.83, 26.49, 0.00, 0.49, 945, 3763, 12, 51.5, , 1
C, mandelbrot, -1,  47.31, 26.93, 26.58, 0.00, 0.49, 944, 3758, 15, 61.2, , 1
C, mandelbrot, -1,  46.89, 26.79, 26.46, 0.00, 0.49, 944, 3758, 15, 51.8, , 1
C, mandelbrot, -1,  47.22, 26.94, 26.60, 0.00, 0.49, 944, 3758, 14, 61.8, , 1
C, mandelbrot, -1,  46.96, 26.76, 26.42, 0.00, 0.49, 944, 3765, 8, 51.8, , 1
C, mandelbrot, -1,  47.13, 26.91, 26.56, 0.00, 0.49, 944, 3764, 8, 61.8, , 1
C, mandelbrot, -1,  46.92, 26.74, 26.41, 0.00, 0.49, 944, 3758, 13, 51.8, , 1
C, mandelbrot, -1,  47.14, 26.82, 26.47, 0.00, 0.49, 944, 3757, 16, 61.8, , 1
C, mandelbrot, -1,  46.82, 25.81, 25.45, 0.00, 0.51, 982, 3906, 17, 61.5, , 1
C, mandelbrot, -1,  47.15, 26.82, 26.49, 0.00, 0.49, 945, 3763, 13, 51.5, , 1
C, mandelbrot, -1,  47.24, 26.92, 26.59, 0.00, 0.49, 944, 3758, 14, 62.0, , 1
C, n-body, -1,  52.73, 19.92, 19.30, 0.00, 0.88, 1726, 1726, 0, 56.0, , 1
C, n-body, -1,  52.87, 19.98, 19.36, 0.00, 0.89, 1726, 1725, 1, 55.8, , 1
C, n-body, -1,  53.29, 20.05, 19.44, 0.00, 0.89, 1731, 1730, 1, 55.8, , 1
C, n-body, -1,  52.55, 19.75, 19.14, 0.00, 0.88, 1724, 1723, 1, 54.8, , 1
C, n-body, -1,  52.67, 19.90, 19.29, 0.00, 0.88, 1726, 1725, 1, 55.5, , 1
C, n-body, -1,  52.81, 19.70, 19.08, 0.00, 0.88, 1725, 1724, 0, 55.8, , 1
C, n-body, -1,  52.26, 19.84, 19.22, 0.00, 0.88, 1725, 1724, 1, 55.2, , 1
C, n-body, -1,  52.17, 19.75, 19.13, 0.00, 0.88, 1723, 1723, 0, 54.2, , 1
C, n-body, -1,  53.02, 19.70, 19.09, 0.00, 0.88, 1724, 1722, 1, 55.0, , 1
C, n-body, -1,  52.37, 19.59, 18.97, 0.00, 0.88, 1724, 1724, 0, 55.2, , 1
C, n-body, -1,  53.00, 19.83, 19.21, 0.00, 0.88, 1725, 1725, 0, 54.2, , 1
C, n-body, -1,  52.61, 19.80, 19.19, 0.00, 0.88, 1723, 1722, 0, 55.2, , 1
C, n-body, -1,  52.90, 19.66, 19.05, 0.00, 0.88, 1724, 1724, 0, 55.0, , 1
C, n-body, -1,  52.61, 19.60, 18.99, 0.00, 0.88, 1724, 1723, 1, 55.0, , 1
C, n-body, -1,  52.64, 19.59, 18.97, 0.00, 0.88, 1724, 1724, 0, 54.5, , 1
C, n-body, -1,  52.57, 19.59, 18.96, 0.00, 0.88, 1724, 1723, 0, 54.0, , 1
C, n-body, -1,  52.43, 19.45, 18.84, 0.00, 0.88, 1723, 1721, 1, 54.8, , 1
C, n-body, -1,  52.58, 19.51, 18.89, 0.00, 0.88, 1724, 1723, 0, 54.0, , 1
C, n-body, -1,  52.82, 19.45, 18.82, 0.00, 0.88, 1724, 1723, 1, 54.8, , 1
C, n-body, -1,  52.14, 19.46, 18.84, 0.00, 0.88, 1723, 1722, 0, 54.5, , 1
C, regex-redux, -1,  31.07, 15.90, 15.62, 0.00, 0.60, 704, 1760, 78, 49.8, , 1
C, regex-redux, -1,  30.59, 15.60, 15.33, 0.00, 0.59, 688, 1751, 77, 56.2, , 1
C, regex-redux, -1,  30.86, 15.78, 15.50, 0.00, 0.59, 689, 1749, 76, 50.0, , 1
C, regex-redux, -1,  30.73, 15.79, 15.52, 0.00, 0.59, 688, 1752, 76, 56.5, , 1
C, regex-redux, -1,  30.53, 15.76, 15.48, 0.00, 0.59, 690, 1746, 83, 50.2, , 1
C, regex-redux, -1,  30.61, 15.96, 15.69, 0.00, 0.59, 690, 1757, 74, 55.5, , 1
C, regex-redux, -1,  30.42, 15.70, 15.43, 0.00, 0.59, 687, 1756, 72, 50.0, , 1
C, regex-redux, -1,  30.54, 15.85, 15.58, 0.00, 0.59, 688, 1753, 75, 56.0, , 1
C, regex-redux, -1,  30.46, 15.82, 15.54, 0.00, 0.59, 687, 1755, 72, 50.8, , 1
C, regex-redux, -1,  30.44, 15.84, 15.57, 0.00, 0.59, 687, 1739, 89, 56.5, , 1
C, regex-redux, -1,  30.26, 15.80, 15.52, 0.00, 0.59, 688, 1759, 70, 50.2, , 1
C, regex-redux, -1,  30.34, 15.71, 15.44, 0.00, 0.59, 688, 1753, 75, 56.0, , 1
C, regex-redux, -1,  30.12, 15.69, 15.42, 0.00, 0.59, 687, 1740, 82, 50.5, , 1
C, regex-redux, -1,  30.48, 15.78, 15.50, 0.00, 0.59, 689, 1756, 74, 56.5, , 1
C, regex-redux, -1,  30.81, 15.97, 15.68, 0.00, 0.59, 690, 1759, 73, 50.2, , 1
C, regex-redux, -1,  30.28, 15.79, 15.51, 0.00, 0.59, 688, 1743, 86, 56.2, , 1
C, regex-redux, -1,  30.58, 15.95, 15.66, 0.00, 0.59, 688, 1757, 72, 50.0, , 1
C, regex-redux, -1,  30.69, 15.89, 15.60, 0.00, 0.59, 688, 1742, 80, 56.5, , 1
C, regex-redux, -1,  30.15, 15.80, 15.52, 0.00, 0.59, 688, 1750, 78, 50.2, , 1
C, regex-redux, -1,  30.37, 15.85, 15.56, 0.00, 0.59, 689, 1747, 82, 56.5, , 1
C, reverse-complement, -1,  3.40, 1.43, 1.37, 0.00, 0.15, 95, 46, 80, 50.2, , 1
C, reverse-complement, -1,  3.42, 1.43, 1.37, 0.00, 0.15, 94, 47, 80, 50.2, , 1
C, reverse-complement, -1,  3.36, 1.41, 1.35, 0.00, 0.15, 92, 48, 76, 50.2, , 1
C, reverse-complement, -1,  3.46, 1.45, 1.37, 0.00, 0.15, 93, 50, 75, 50.2, , 1
C, reverse-complement, -1,  3.46, 1.43, 1.36, 0.00, 0.15, 93, 45, 80, 50.2, , 1
C, reverse-complement, -1,  3.50, 1.46, 1.39, 0.00, 0.15, 94, 47, 79, 50.2, , 1
C, reverse-complement, -1,  3.40, 1.43, 1.36, 0.00, 0.15, 92, 46, 77, 50.2, , 1
C, reverse-complement, -1,  3.32, 1.39, 1.33, 0.00, 0.15, 91, 42, 81, 50.2, , 1
C, reverse-complement, -1,  3.41, 1.44, 1.37, 0.00, 0.15, 92, 50, 75, 55.8, , 1
C, reverse-complement, -1,  3.36, 1.40, 1.34, 0.00, 0.15, 92, 42, 82, 50.2, , 1
C, reverse-complement, -1,  3.37, 1.41, 1.35, 0.00, 0.15, 92, 47, 77, 50.2, , 1
C, reverse-complement, -1,  3.45, 1.44, 1.37, 0.00, 0.15, 93, 49, 77, 50.2, , 1
C, reverse-complement, -1,  3.44, 1.43, 1.36, 0.00, 0.15, 93, 45, 81, 50.2, , 1
C, reverse-complement, -1,  3.45, 1.44, 1.37, 0.00, 0.15, 93, 44, 82, 50.2, , 1
C, reverse-complement, -1,  3.44, 1.43, 1.36, 0.00, 0.15, 93, 46, 79, 50.2, , 1
C, reverse-complement, -1,  3.35, 1.40, 1.33, 0.00, 0.15, 93, 44, 81, 50.2, , 1
C, reverse-complement, -1,  3.37, 1.40, 1.33, 0.00, 0.15, 92, 46, 78, 50.2, , 1
C, reverse-complement, -1,  3.41, 1.42, 1.36, 0.00, 0.15, 92, 44, 81, 55.8, , 1
C, reverse-complement, -1,  3.36, 1.39, 1.34, 0.00, 0.15, 92, 48, 77, 50.0, , 1
C, reverse-complement, -1,  3.40, 1.41, 1.34, 0.00, 0.15, 91, 42, 82, 50.0, , 1
C, spectral-norm, -1,  16.37, 9.67, 9.58, 0.00, 0.16, 306, 1222, 0, 61.0, , 1
C, spectral-norm, -1,  16.36, 9.60, 9.49, 0.00, 0.16, 306, 1222, 0, 50.0, , 1
C, spectral-norm, -1,  16.45, 9.63, 9.52, 0.00, 0.16, 305, 1219, 0, 50.0, , 1
C, spectral-norm, -1,  16.48, 9.69, 9.58, 0.00, 0.16, 306, 1220, 1, 62.0, , 1
C, spectral-norm, -1,  16.35, 9.59, 9.49, 0.00, 0.16, 306, 1217, 4, 50.8, , 1
C, spectral-norm, -1,  16.38, 9.65, 9.53, 0.00, 0.16, 306, 1220, 1, 50.8, , 1
C, spectral-norm, -1,  16.50, 9.66, 9.58, 0.00, 0.16, 306, 1221, 0, 61.8, , 1
C, spectral-norm, -1,  16.30, 9.59, 9.49, 0.00, 0.16, 306, 1223, 0, 50.2, , 1
C, spectral-norm, -1,  16.34, 9.65, 9.56, 0.00, 0.16, 306, 1221, 0, 50.2, , 1
C, spectral-norm, -1,  16.24, 9.47, 9.36, 0.00, 0.16, 310, 1236, 1, 61.2, , 1
C, spectral-norm, -1,  16.37, 9.58, 9.47, 0.00, 0.16, 306, 1222, 0, 50.2, , 1
C, spectral-norm, -1,  16.45, 9.63, 9.53, 0.00, 0.16, 306, 1217, 3, 50.2, , 1
C, spectral-norm, -1,  16.47, 9.59, 9.51, 0.00, 0.16, 305, 1219, 0, 61.0, , 1
C, spectral-norm, -1,  16.25, 9.56, 9.45, 0.00, 0.16, 306, 1222, 0, 50.8, , 1
C, spectral-norm, -1,  16.42, 9.66, 9.54, 0.00, 0.16, 306, 1222, 0, 50.8, , 1
C, spectral-norm, -1,  16.37, 9.65, 9.56, 0.00, 0.16, 306, 1221, 0, 50.8, , 1
C, spectral-norm, -1,  16.38, 9.56, 9.47, 0.00, 0.16, 306, 1221, 0, 51.0, , 1
C, spectral-norm, -1,  16.50, 9.63, 9.52, 0.00, 0.16, 306, 1219, 0, 51.0, , 1
C, spectral-norm, -1,  16.48, 9.65, 9.56, 0.00, 0.16, 306, 1220, 1, 54.5, , 1
C, spectral-norm, -1,  16.23, 9.61, 9.50, 0.00, 0.16, 305, 1219, 0, 50.8, , 1
C++, binary-trees, -1,  42.53, 23.42, 22.92, 0.00, 1.04, 846, 2651, 168, 50.5, , 1
C++, binary-trees, -1,  42.28, 23.64, 23.16, 0.00, 1.03, 821, 2640, 163, 59.0, , 1
C++, binary-trees, -1,  41.30, 22.83, 22.36, 0.00, 1.05, 801, 2568, 134, 50.8, , 1
C++, binary-trees, -1,  42.67, 23.65, 23.12, 0.00, 1.11, 828, 2683, 142, 59.2, , 1
C++, binary-trees, -1,  41.51, 23.05, 22.54, 0.00, 1.08, 807, 2578, 123, 51.5, , 1
C++, binary-trees, -1,  42.16, 23.56, 23.03, 0.00, 1.11, 814, 2656, 121, 58.8, , 1
C++, binary-trees, -1,  41.05, 22.89, 22.41, 0.00, 1.03, 804, 2577, 111, 51.8, , 1
C++, binary-trees, -1,  40.73, 22.77, 22.30, 0.00, 1.05, 773, 2550, 99, 59.8, , 1
C++, binary-trees, -1,  42.26, 23.45, 22.96, 0.00, 1.05, 837, 2638, 176, 51.5, , 1
C++, binary-trees, -1,  41.27, 22.89, 22.41, 0.00, 1.03, 787, 2557, 110, 59.5, , 1
C++, binary-trees, -1,  40.93, 22.68, 22.19, 0.00, 1.05, 801, 2579, 128, 51.5, , 1
C++, binary-trees, -1,  40.99, 23.12, 22.64, 0.00, 1.01, 772, 2533, 111, 61.2, , 1
C++, binary-trees, -1,  40.17, 22.43, 21.96, 0.00, 1.04, 765, 2535, 83, 51.8, , 1
C++, binary-trees, -1,  40.45, 22.77, 22.30, 0.00, 1.02, 763, 2518, 95, 60.2, , 1
C++, binary-trees, -1,  42.67, 23.59, 23.08, 0.00, 1.14, 844, 2690, 155, 51.8, , 1
C++, binary-trees, -1,  41.58, 23.28, 22.80, 0.00, 1.07, 778, 2546, 119, 60.2, , 1
C++, binary-trees, -1,  42.39, 23.51, 23.02, 0.00, 1.05, 837, 2638, 160, 52.0, , 1
C++, binary-trees, -1,  42.37, 23.64, 23.16, 0.00, 1.03, 818, 2633, 153, 59.0, , 1
C++, binary-trees, -1,  42.80, 23.56, 23.08, 0.00, 1.04, 838, 2665, 159, 51.8, , 1
C++, binary-trees, -1,  41.86, 23.31, 22.82, 0.00, 1.05, 808, 2580, 133, 59.2, , 1
C++, fannkuch-redux, -1,  164.10, 88.37, 87.10, 0.00, 1.80, 3528, 13998, 0, 59.8, , 1
C++, fannkuch-redux, -1,  163.80, 88.23, 86.95, 0.00, 1.80, 3529, 13999, 0, 59.8, , 1
C++, fannkuch-redux, -1,  165.17, 89.04, 87.76, 0.00, 1.83, 3563, 14010, 0, 58.2, , 1
C++, fannkuch-redux, -1,  164.52, 88.51, 87.24, 0.00, 1.81, 3532, 13995, 2, 59.5, , 1
C++, fannkuch-redux, -1,  164.32, 88.46, 87.20, 0.00, 1.80, 3527, 14000, 1, 60.2, , 1
C++, fannkuch-redux, -1,  163.29, 88.65, 87.38, 0.00, 1.80, 3527, 13990, 3, 60.0, , 1
C++, fannkuch-redux, -1,  163.13, 88.49, 87.22, 0.00, 1.80, 3525, 13990, 1, 60.8, , 1
C++, fannkuch-redux, -1,  162.71, 88.65, 87.39, 0.00, 1.80, 3527, 13991, 3, 60.5, , 1
C++, fannkuch-redux, -1,  163.07, 88.75, 87.49, 0.00, 1.80, 3527, 13995, 0, 60.2, , 1
C++, fannkuch-redux, -1,  162.97, 88.78, 87.52, 0.00, 1.80, 3527, 13998, 1, 61.2, , 1
C++, fannkuch-redux, -1,  163.00, 88.60, 87.33, 0.00, 1.80, 3527, 13995, 1, 60.5, , 1
C++, fannkuch-redux, -1,  163.17, 88.79, 87.53, 0.00, 1.80, 3526, 13992, 2, 61.2, , 1
C++, fannkuch-redux, -1,  162.99, 88.55, 87.29, 0.00, 1.80, 3526, 13997, 0, 62.0, , 1
C++, fannkuch-redux, -1,  163.07, 88.69, 87.43, 0.00, 1.80, 3527, 13996, 0, 61.5, , 1
C++, fannkuch-redux, -1,  163.02, 88.57, 87.31, 0.00, 1.80, 3527, 14001, 1, 61.8, , 1
C++, fannkuch-redux, -1,  163.24, 89.04, 87.78, 0.00, 1.80, 3528, 13997, 2, 61.2, , 1
C++, fannkuch-redux, -1,  163.56, 88.75, 87.50, 0.00, 1.80, 3526, 13996, 1, 61.5, , 1
C++, fannkuch-redux, -1,  163.74, 89.01, 87.75, 0.00, 1.80, 3526, 13993, 0, 61.8, , 1
C++, fannkuch-redux, -1,  163.89, 88.80, 87.54, 0.00, 1.80, 3527, 13997, 0, 61.8, , 1
C++, fannkuch-redux, -1,  163.92, 88.70, 87.44, 0.00, 1.80, 3527, 13999, 1, 61.8, , 1
C++, fasta, -1,  22.33, 9.51, 9.27, 0.00, 0.34, 659, 1307, 5, 54.0, , 1
C++, fasta, -1,  22.41, 9.54, 9.30, 0.00, 0.34, 659, 1309, 3, 60.0, , 1
C++, fasta, -1,  22.17, 9.53, 9.29, 0.00, 0.34, 659, 1307, 3, 53.5, , 1
C++, fasta, -1,  22.48, 9.63, 9.40, 0.00, 0.34, 659, 1307, 4, 59.5, , 1
C++, fasta, -1,  22.31, 9.51, 9.27, 0.00, 0.34, 660, 1308, 5, 53.8, , 1
C++, fasta, -1,  22.19, 9.52, 9.29, 0.00, 0.34, 659, 1305, 5, 58.8, , 1
C++, fasta, -1,  22.31, 9.50, 9.26, 0.00, 0.34, 659, 1306, 6, 53.5, , 1
C++, fasta, -1,  22.30, 9.52, 9.28, 0.00, 0.34, 659, 1306, 5, 58.8, , 1
C++, fasta, -1,  22.17, 9.50, 9.26, 0.00, 0.34, 659, 1304, 7, 53.5, , 1
C++, fasta, -1,  22.27, 9.52, 9.28, 0.00, 0.34, 659, 1305, 7, 58.5, , 1
C++, fasta, -1,  22.18, 9.54, 9.30, 0.00, 0.34, 659, 1300, 11, 53.0, , 1
C++, fasta, -1,  22.24, 9.57, 9.33, 0.00, 0.34, 658, 1308, 3, 59.0, , 1
C++, fasta, -1,  22.20, 9.50, 9.26, 0.00, 0.34, 658, 1304, 6, 52.8, , 1
C++, fasta, -1,  22.39, 9.52, 9.29, 0.00, 0.34, 659, 1306, 6, 58.8, , 1
C++, fasta, -1,  22.37, 9.57, 9.33, 0.00, 0.34, 659, 1308, 4, 52.8, , 1
C++, fasta, -1,  22.40, 9.59, 9.36, 0.00, 0.34, 659, 1304, 8, 57.8, , 1
C++, fasta, -1,  22.31, 9.55, 9.31, 0.00, 0.34, 659, 1303, 8, 53.5, , 1
C++, fasta, -1,  22.35, 9.58, 9.34, 0.00, 0.34, 659, 1306, 7, 58.0, , 1
C++, fasta, -1,  22.20, 9.51, 9.28, 0.00, 0.34, 659, 1308, 4, 53.2, , 1
C++, fasta, -1,  22.63, 9.61, 9.38, 0.00, 0.34, 661, 1306, 8, 57.8, , 1
C++, k-nucleotide, -1,  76.57, 37.33, 35.83, 0.00, 3.44, 1719, 5103, 143, 58.8, , 1
C++, k-nucleotide, -1,  77.24, 37.84, 36.34, 0.00, 3.52, 1730, 5187, 138, 58.5, , 1
C++, k-nucleotide, -1,  77.31, 37.87, 36.34, 0.00, 3.56, 1728, 5228, 160, 59.2, , 1
C++, k-nucleotide, -1,  79.40, 38.78, 37.20, 0.00, 3.72, 1785, 5362, 149, 59.8, , 1
C++, k-nucleotide, -1,  78.38, 38.52, 36.95, 0.00, 3.65, 1743, 5303, 154, 58.8, , 1
C++, k-nucleotide, -1,  77.28, 37.94, 36.41, 0.00, 3.57, 1745, 5250, 141, 59.5, , 1
C++, k-nucleotide, -1,  78.53, 38.48, 36.89, 0.00, 3.71, 1768, 5352, 151, 59.8, , 1
C++, k-nucleotide, -1,  79.07, 38.82, 37.25, 0.00, 3.73, 1790, 5379, 158, 59.8, , 1
