Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time(ms),Temperature,Memory,Perf
C, fannkuch-redux, -1, 47.67, 47.07, 0.99, 0.00, 1968, 50.0, , 1
C, fannkuch-redux, -1, 47.85, 47.25, 0.99, 0.00, 1968, 50.0, , 1
C, fannkuch-redux, -1, 47.75, 47.16, 0.99, 0.00, 1968, 49.5, , 1
C, fannkuch-redux, -1, 47.88, 47.28, 0.99, 0.00, 1968, 49.8, , 1
C, fannkuch-redux, -1, 47.75, 47.16, 0.99, 0.00, 1968, 50.2, , 1
C, fannkuch-redux, -1, 47.84, 47.23, 0.99, 0.00, 1968, 49.8, , 1
C, fannkuch-redux, -1, 47.69, 47.09, 0.99, 0.00, 1968, 49.8, , 1
C, fannkuch-redux, -1, 47.97, 47.38, 0.99, 0.00, 1968, 49.8, , 1
C, fannkuch-redux, -1, 47.83, 47.23, 0.99, 0.00, 1968, 50.2, , 1
C, fannkuch-redux, -1, 47.83, 47.24, 0.99, 0.00, 1968, 50.2, , 1
C, fannkuch-redux, -1, 47.93, 47.32, 0.99, 0.00, 1969, 50.5, , 1
C, fannkuch-redux, -1, 48.05, 47.45, 0.99, 0.00, 1968, 50.2, , 1
C, fasta, -1, 5.51, 5.31, 0.34, 0.00, 663, 44.8, , 1
C, fasta, -1, 5.52, 5.31, 0.34, 0.00, 664, 47.5, , 1
C, fasta, -1, 5.41, 5.21, 0.34, 0.00, 664, 47.5, , 1
C, fasta, -1, 5.54, 5.35, 0.34, 0.00, 664, 47.0, , 1
C, fasta, -1, 5.51, 5.32, 0.34, 0.00, 664, 47.0, , 1
C, fasta, -1, 5.53, 5.32, 0.34, 0.00, 663, 47.0, , 1
C, fasta, -1, 5.49, 5.30, 0.34, 0.00, 664, 47.0, , 1
C, fasta, -1, 5.44, 5.24, 0.34, 0.00, 663, 46.8, , 1
C, fasta, -1, 5.49, 5.29, 0.33, 0.00, 664, 46.8, , 1
C, fasta, -1, 5.48, 5.28, 0.33, 0.00, 664, 46.8, , 1
C, fasta, -1, 5.37, 5.16, 0.34, 0.00, 663, 46.8, , 1
C, fasta, -1, 5.42, 5.22, 0.34, 0.00, 664, 46.8, , 1
C, fasta, -1, 5.46, 5.26, 0.34, 0.00, 664, 46.8, , 1
C, fasta, -1, 5.55, 5.35, 0.34, 0.00, 664, 46.5, , 1
C, fasta, -1, 5.55, 5.35, 0.34, 0.00, 664, 46.5, , 1
C, fasta, -1, 5.42, 5.22, 0.33, 0.00, 662, 47.0, , 1
C, fasta, -1, 5.49, 5.29, 0.34, 0.00, 664, 47.0, , 1
C, fasta, -1, 5.32, 5.12, 0.34, 0.00, 663, 47.0, , 1
C, fasta, -1, 5.46, 5.26, 0.34, 0.00, 664, 47.0, , 1
C, fasta, -1, 5.48, 5.28, 0.34, 0.00, 664, 46.5, , 1
C, k-nucleotide, -1, 68.15, 67.18, 3.14, 0.00, 2872, 49.5, , 1
C, k-nucleotide, -1, 67.53, 66.62, 2.95, 0.00, 2774, 49.8, , 1
C, k-nucleotide, -1, 68.53, 67.53, 3.42, 0.00, 2901, 49.8, , 1
C, k-nucleotide, -1, 68.27, 67.31, 3.13, 0.00, 2857, 49.8, , 1
C, k-nucleotide, -1, 68.09, 67.14, 3.11, 0.00, 2848, 49.8, , 1
C, k-nucleotide, -1, 69.75, 68.70, 3.63, 0.00, 2949, 50.8, , 1
C, k-nucleotide, -1, 70.21, 69.13, 3.70, 0.00, 3023, 50.2, , 1
C, k-nucleotide, -1, 70.40, 69.31, 3.73, 0.00, 3007, 51.2, , 1
C, k-nucleotide, -1, 70.87, 69.75, 3.86, 0.00, 3076, 50.2, , 1
C, k-nucleotide, -1, 69.93, 68.89, 3.47, 0.00, 2984, 51.0, , 1
C, k-nucleotide, -1, 67.40, 66.50, 2.85, 0.00, 2748, 51.0, , 1
C, k-nucleotide, -1, 69.81, 68.76, 3.60, 0.00, 2982, 51.5, , 1
C, k-nucleotide, -1, 69.14, 68.16, 3.24, 0.00, 2864, 51.8, , 1
C, k-nucleotide, -1, 67.85, 66.94, 2.96, 0.00, 2776, 51.0, , 1
C, k-nucleotide, -1, 69.11, 68.13, 3.25, 0.00, 2881, 51.8, , 1
C, k-nucleotide, -1, 70.46, 69.37, 3.75, 0.00, 3007, 51.5, , 1
C, k-nucleotide, -1, 67.93, 67.02, 2.97, 0.00, 2792, 51.5, , 1
C, k-nucleotide, -1, 70.03, 69.02, 3.48, 0.00, 2906, 52.2, , 1
C, k-nucleotide, -1, 70.31, 69.22, 3.83, 0.00, 3010, 52.0, , 1
C, k-nucleotide, -1, 72.45, 71.21, 4.48, 0.00, 3205, 51.5, , 1
C, mandelbrot, -1, 23.25, 22.97, 0.48, 0.00, 944, 47.2, , 1
C, mandelbrot, -1, 23.11, 22.82, 0.48, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 23.78, 23.48, 0.50, 0.00, 966, 47.2, , 1
C, mandelbrot, -1, 23.20, 22.91, 0.48, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 23.06, 22.77, 0.48, 0.00, 944, 47.2, , 1
C, mandelbrot, -1, 23.18, 22.90, 0.48, 0.00, 947, 55.0, , 1
C, mandelbrot, -1, 23.15, 22.85, 0.48, 0.00, 944, 47.2, , 1
C, mandelbrot, -1, 23.08, 22.79, 0.48, 0.00, 945, 54.2, , 1
C, mandelbrot, -1, 23.22, 22.93, 0.48, 0.00, 945, 47.0, , 1
C, mandelbrot, -1, 23.36, 23.08, 0.48, 0.00, 945, 55.0, , 1
C, mandelbrot, -1, 23.21, 22.93, 0.48, 0.00, 944, 47.2, , 1
C, mandelbrot, -1, 23.03, 22.75, 0.49, 0.00, 958, 54.8, , 1
C, mandelbrot, -1, 23.32, 23.03, 0.48, 0.00, 944, 47.8, , 1
C, mandelbrot, -1, 23.35, 23.06, 0.48, 0.00, 944, 54.8, , 1
C, mandelbrot, -1, 23.31, 23.03, 0.48, 0.00, 944, 47.8, , 1
C, mandelbrot, -1, 23.38, 23.09, 0.48, 0.00, 944, 54.2, , 1
C, mandelbrot, -1, 23.02, 22.72, 0.48, 0.00, 944, 47.5, , 1
C, mandelbrot, -1, 23.13, 22.83, 0.48, 0.00, 944, 54.5, , 1
C, mandelbrot, -1, 23.21, 22.92, 0.48, 0.00, 944, 47.5, , 1
C, mandelbrot, -1, 23.07, 22.79, 0.48, 0.00, 944, 54.5, , 1
C, n-body, -1, 16.99, 16.47, 0.87, 0.00, 1724, 50.0, , 1
C, n-body, -1, 16.91, 16.39, 0.87, 0.00, 1723, 49.5, , 1
C, n-body, -1, 16.75, 16.21, 0.87, 0.00, 1723, 50.8, , 1
C, n-body, -1, 16.95, 16.43, 0.87, 0.00, 1724, 50.2, , 1
C, n-body, -1, 16.89, 16.37, 0.87, 0.00, 1723, 49.2, , 1
C, n-body, -1, 16.84, 16.31, 0.87, 0.00, 1722, 50.0, , 1
C, n-body, -1, 16.93, 16.41, 0.87, 0.00, 1722, 50.2, , 1
C, n-body, -1, 16.86, 16.33, 0.87, 0.00, 1722, 49.8, , 1
C, n-body, -1, 16.86, 16.34, 0.87, 0.00, 1723, 49.2, , 1
C, n-body, -1, 16.89, 16.37, 0.87, 0.00, 1722, 49.0, , 1
C, n-body, -1, 16.72, 16.20, 0.87, 0.00, 1722, 49.8, , 1
C, n-body, -1, 16.70, 16.18, 0.87, 0.00, 1723, 50.2, , 1
C, n-body, -1, 16.84, 16.31, 0.88, 0.00, 1724, 50.0, , 1
C, n-body, -1, 16.67, 16.15, 0.87, 0.00, 1722, 49.2, , 1
C, n-body, -1, 16.72, 16.20, 0.87, 0.00, 1724, 49.8, , 1
C, n-body, -1, 16.69, 16.16, 0.87, 0.00, 1723, 49.0, , 1
C, n-body, -1, 16.80, 16.28, 0.87, 0.00, 1722, 49.5, , 1
C, n-body, -1, 16.76, 16.23, 0.87, 0.00, 1723, 49.8, , 1
C, n-body, -1, 16.82, 16.30, 0.87, 0.00, 1723, 49.0, , 1
C, n-body, -1, 16.78, 16.26, 0.87, 0.00, 1723, 49.5, , 1
C, regex-redux, -1, 13.89, 13.67, 0.58, 0.00, 695, 46.2, , 1
C, regex-redux, -1, 13.78, 13.57, 0.57, 0.00, 694, 50.5, , 1
C, regex-redux, -1, 13.84, 13.61, 0.58, 0.00, 696, 46.5, , 1
C, regex-redux, -1, 13.77, 13.55, 0.58, 0.00, 697, 50.8, , 1
C, regex-redux, -1, 13.74, 13.50, 0.58, 0.00, 696, 46.5, , 1
C, regex-redux, -1, 13.88, 13.66, 0.58, 0.00, 696, 50.5, , 1
C, regex-redux, -1, 13.78, 13.55, 0.58, 0.00, 695, 46.2, , 1
C, regex-redux, -1, 13.82, 13.59, 0.58, 0.00, 695, 50.5, , 1
C, regex-redux, -1, 13.77, 13.53, 0.58, 0.00, 696, 46.5, , 1
C, regex-redux, -1, 13.83, 13.62, 0.58, 0.00, 694, 51.0, , 1
C, regex-redux, -1, 13.82, 13.60, 0.58, 0.00, 694, 46.5, , 1
C, regex-redux, -1, 13.73, 13.51, 0.57, 0.00, 694, 50.8, , 1
C, regex-redux, -1, 13.80, 13.58, 0.58, 0.00, 698, 46.0, , 1
C, regex-redux, -1, 13.75, 13.52, 0.58, 0.00, 694, 50.2, , 1
C, regex-redux, -1, 13.81, 13.58, 0.58, 0.00, 697, 46.5, , 1
C, regex-redux, -1, 13.75, 13.53, 0.58, 0.00, 694, 50.2, , 1
C, regex-redux, -1, 13.74, 13.51, 0.58, 0.00, 695, 46.8, , 1
C, regex-redux, -1, 13.77, 13.55, 0.58, 0.00, 695, 50.5, , 1
C, regex-redux, -1, 13.89, 13.65, 0.58, 0.00, 696, 46.5, , 1
C, regex-redux, -1, 13.85, 13.63, 0.58, 0.00, 695, 50.5, , 1
C, reverse-complement, -1, 1.34, 1.29, 0.16, 0.00, 104, 46.2, , 1
C, reverse-complement, -1, 1.33, 1.28, 0.16, 0.00, 104, 46.2, , 1
C, reverse-complement, -1, 1.30, 1.26, 0.15, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.32, 1.27, 0.16, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.32, 1.28, 0.16, 0.00, 104, 46.2, , 1
C, reverse-complement, -1, 1.32, 1.28, 0.15, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.33, 1.28, 0.16, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.33, 1.28, 0.16, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.33, 1.29, 0.15, 0.00, 103, 50.2, , 1
C, reverse-complement, -1, 1.33, 1.29, 0.16, 0.00, 105, 46.5, , 1
C, reverse-complement, -1, 1.32, 1.27, 0.15, 0.00, 102, 46.5, , 1
C, reverse-complement, -1, 1.31, 1.26, 0.16, 0.00, 105, 46.5, , 1
C, reverse-complement, -1, 1.27, 1.23, 0.16, 0.00, 105, 46.5, , 1
C, reverse-complement, -1, 1.35, 1.31, 0.16, 0.00, 105, 46.5, , 1
C, reverse-complement, -1, 1.33, 1.29, 0.16, 0.00, 103, 46.5, , 1
C, reverse-complement, -1, 1.33, 1.29, 0.16, 0.00, 104, 46.5, , 1
C, reverse-complement, -1, 1.31, 1.27, 0.16, 0.00, 104, 50.0, , 1
C, reverse-complement, -1, 1.34, 1.29, 0.16, 0.00, 104, 46.2, , 1
C, reverse-complement, -1, 1.33, 1.27, 0.15, 0.00, 103, 46.2, , 1
C, reverse-complement, -1, 1.32, 1.28, 0.15, 0.00, 103, 46.2, , 1
C, spectral-norm, -1, 8.33, 8.23, 0.16, 0.00, 306, 46.0, , 1
C, spectral-norm, -1, 8.30, 8.23, 0.16, 0.00, 306, 46.0, , 1
C, spectral-norm, -1, 8.36, 8.27, 0.16, 0.00, 306, 46.0, , 1
C, spectral-norm, -1, 8.31, 8.24, 0.16, 0.00, 306, 54.5, , 1
C, spectral-norm, -1, 8.31, 8.23, 0.16, 0.00, 306, 46.8, , 1
C, spectral-norm, -1, 8.09, 8.00, 0.16, 0.00, 316, 46.8, , 1
C, spectral-norm, -1, 8.32, 8.24, 0.16, 0.00, 306, 54.8, , 1
C, spectral-norm, -1, 8.31, 8.23, 0.16, 0.00, 308, 46.8, , 1
C, spectral-norm, -1, 8.32, 8.24, 0.16, 0.00, 306, 46.8, , 1
C, spectral-norm, -1, 8.35, 8.25, 0.16, 0.00, 306, 46.8, , 1
C, spectral-norm, -1, 8.36, 8.27, 0.16, 0.00, 306, 55.0, , 1
C, spectral-norm, -1, 8.29, 8.22, 0.15, 0.00, 305, 46.8, , 1
C, spectral-norm, -1, 8.33, 8.23, 0.16, 0.00, 306, 46.8, , 1
C, spectral-norm, -1, 8.32, 8.23, 0.16, 0.00, 306, 46.8, , 1
C, spectral-norm, -1, 8.30, 8.21, 0.16, 0.00, 305, 54.8, , 1
C, spectral-norm, -1, 8.26, 8.17, 0.16, 0.00, 305, 46.5, , 1
C, spectral-norm, -1, 8.29, 8.22, 0.16, 0.00, 306, 46.5, , 1
C, spectral-norm, -1, 8.31, 8.22, 0.16, 0.00, 306, 46.5, , 1
C, spectral-norm, -1, 8.29, 8.22, 0.16, 0.00, 306, 54.5, , 1
C, spectral-norm, -1, 8.35, 8.25, 0.16, 0.00, 307, 46.8, , 1
C++, binary-trees, -1, 20.19, 19.87, 0.98, 0.00, 775, 46.5, , 1
C++, binary-trees, -1, 20.35, 20.02, 0.97, 0.00, 780, 53.5, , 1
C++, binary-trees, -1, 22.78, 22.37, 1.20, 0.00, 972, 46.5, , 1
C++, binary-trees, -1, 22.02, 21.68, 1.00, 0.00, 869, 52.5, , 1
C++, binary-trees, -1, 20.15, 19.84, 0.98, 0.00, 770, 46.8, , 1
C++, binary-trees, -1, 22.24, 21.87, 1.13, 0.00, 916, 52.8, , 1
C++, binary-trees, -1, 21.96, 21.60, 1.08, 0.00, 876, 46.8, , 1
C++, binary-trees, -1, 20.30, 19.97, 0.97, 0.00, 775, 53.2, , 1
C++, binary-trees, -1, 21.65, 21.29, 1.08, 0.00, 865, 47.0, , 1
C++, binary-trees, -1, 21.95, 21.57, 1.14, 0.00, 905, 52.0, , 1
C++, binary-trees, -1, 21.60, 21.26, 1.01, 0.00, 860, 47.2, , 1
C++, binary-trees, -1, 23.14, 22.74, 1.20, 0.00, 942, 52.2, , 1
C++, binary-trees, -1, 19.80, 19.49, 0.98, 0.00, 780, 47.0, , 1
C++, binary-trees, -1, 21.63, 21.28, 1.03, 0.00, 855, 53.2, , 1
C++, binary-trees, -1, 21.00, 20.66, 1.04, 0.00, 818, 47.0, , 1
C++, binary-trees, -1, 19.88, 19.57, 0.98, 0.00, 756, 54.0, , 1
C++, binary-trees, -1, 21.75, 21.40, 1.09, 0.00, 879, 46.8, , 1
C++, binary-trees, -1, 22.10, 21.74, 1.05, 0.00, 892, 52.8, , 1
C++, binary-trees, -1, 22.98, 22.58, 1.21, 0.00, 948, 47.0, , 1
C++, binary-trees, -1, 21.60, 21.25, 1.04, 0.00, 868, 52.5, , 1
C++, fannkuch-redux, -1, 77.50, 76.43, 1.78, 0.00, 3527, 53.5, , 1
C++, fannkuch-redux, -1, 77.66, 76.59, 1.78, 0.00, 3525, 54.2, , 1
C++, fannkuch-redux, -1, 77.67, 76.59, 1.78, 0.00, 3524, 54.8, , 1
C++, fannkuch-redux, -1, 77.84, 76.76, 1.78, 0.00, 3526, 54.5, , 1
C++, fannkuch-redux, -1, 77.90, 76.82, 1.78, 0.00, 3527, 53.8, , 1
C++, fannkuch-redux, -1, 77.88, 76.81, 1.78, 0.00, 3527, 54.0, , 1
C++, fannkuch-redux, -1, 77.90, 76.83, 1.78, 0.00, 3527, 54.5, , 1
C++, fannkuch-redux, -1, 77.95, 76.87, 1.78, 0.00, 3532, 53.8, , 1
C++, fannkuch-redux, -1, 77.80, 76.72, 1.78, 0.00, 3526, 54.2, , 1
C++, fannkuch-redux, -1, 77.85, 76.77, 1.78, 0.00, 3529, 54.2, , 1
C++, fannkuch-redux, -1, 77.97, 76.90, 1.78, 0.00, 3527, 54.8, , 1
C++, fannkuch-redux, -1, 77.73, 76.65, 1.78, 0.00, 3531, 54.5, , 1
C++, fannkuch-redux, -1, 77.92, 76.85, 1.78, 0.00, 3528, 54.8, , 1
C++, fannkuch-redux, -1, 77.92, 76.84, 1.79, 0.00, 3541, 54.2, , 1
C++, fannkuch-redux, -1, 77.79, 76.71, 1.78, 0.00, 3531, 54.8, , 1
C++, fannkuch-redux, -1, 77.40, 76.33, 1.78, 0.00, 3526, 55.0, , 1
C++, fannkuch-redux, -1, 77.65, 76.58, 1.78, 0.00, 3525, 55.2, , 1
C++, fannkuch-redux, -1, 77.75, 76.69, 1.78, 0.00, 3526, 55.5, , 1
C++, fannkuch-redux, -1, 78.01, 76.92, 1.78, 0.00, 3526, 55.8, , 1
C++, fannkuch-redux, -1, 77.80, 76.73, 1.77, 0.00, 3525, 55.5, , 1
C++, fasta, -1, 7.66, 7.46, 0.33, 0.00, 659, 49.0, , 1
C++, fasta, -1, 7.68, 7.48, 0.33, 0.00, 659, 52.8, , 1
C++, fasta, -1, 7.71, 7.50, 0.33, 0.00, 659, 48.8, , 1
C++, fasta, -1, 7.65, 7.45, 0.33, 0.00, 659, 52.2, , 1
C++, fasta, -1, 7.66, 7.46, 0.33, 0.00, 659, 48.8, , 1
C++, fasta, -1, 7.72, 7.53, 0.33, 0.00, 659, 53.0, , 1
C++, fasta, -1, 7.66, 7.46, 0.33, 0.00, 658, 48.8, , 1
C++, fasta, -1, 7.68, 7.48, 0.33, 0.00, 659, 52.8, , 1
C++, fasta, -1, 7.72, 7.51, 0.33, 0.00, 659, 48.8, , 1
C++, fasta, -1, 7.73, 7.54, 0.33, 0.00, 659, 52.8, , 1
C++, fasta, -1, 7.75, 7.55, 0.33, 0.00, 659, 48.8, , 1
C++, fasta, -1, 7.71, 7.51, 0.33, 0.00, 659, 53.0, , 1
C++, fasta, -1, 7.81, 7.61, 0.33, 0.00, 659, 48.2, , 1
C++, fasta, -1, 7.74, 7.54, 0.33, 0.00, 658, 52.2, , 1
C++, fasta, -1, 7.76, 7.55, 0.33, 0.00, 659, 48.5, , 1
C++, fasta, -1, 7.75, 7.56, 0.33, 0.00, 659, 52.5, , 1
C++, fasta, -1, 7.81, 7.61, 0.33, 0.00, 659, 48.5, , 1
C++, fasta, -1, 7.76, 7.56, 0.33, 0.00, 659, 52.8, , 1
C++, fasta, -1, 7.73, 7.53, 0.33, 0.00, 659, 49.0, , 1
C++, fasta, -1, 7.73, 7.53, 0.33, 0.00, 658, 51.5, , 1
C++, k-nucleotide, -1, 36.57, 35.50, 3.76, 0.00, 2094, 53.2, , 1
C++, k-nucleotide, -1, 37.01, 35.95, 3.81, 0.00, 2084, 52.8, , 1
C++, k-nucleotide, -1, 37.01, 35.93, 3.82, 0.00, 2088, 53.5, , 1
C++, k-nucleotide, -1, 36.52, 35.46, 3.74, 0.00, 2059, 53.0, , 1
C++, k-nucleotide, -1, 36.69, 35.62, 3.79, 0.00, 2093, 52.5, , 1
C++, k-nucleotide, -1, 37.01, 35.94, 3.80, 0.00, 2089, 53.5, , 1
C++, k-nucleotide, -1, 36.93, 35.87, 3.75, 0.00, 2093, 53.2, , 1
C++, k-nucleotide, -1, 38.53, 37.38, 4.25, 0.00, 2263, 52.8, , 1
C++, k-nucleotide, -1, 38.83, 37.69, 4.08, 0.00, 2319, 52.0, , 1
C++, k-nucleotide, -1, 37.09, 36.01, 3.84, 0.00, 2110, 53.0, , 1
C++, k-nucleotide, -1, 37.19, 36.10, 3.89, 0.00, 2131, 53.2, , 1
C++, k-nucleotide, -1, 36.86, 35.80, 3.74, 0.00, 2065, 53.2, , 1
C++, k-nucleotide, -1, 36.93, 35.86, 3.80, 0.00, 2084, 53.0, , 1
C++, k-nucleotide, -1, 36.91, 35.84, 3.80, 0.00, 2089, 52.8, , 1
C++, k-nucleotide, -1, 37.34, 36.25, 3.84, 0.00, 2098, 53.0, , 1
C++, k-nucleotide, -1, 37.18, 36.12, 3.77, 0.00, 2070, 53.0, , 1
C++, k-nucleotide, -1, 36.79, 35.72, 3.76, 0.00, 2082, 53.2, , 1
C++, k-nucleotide, -1, 36.51, 35.46, 3.67, 0.00, 2045, 53.0, , 1
C++, k-nucleotide, -1, 36.73, 35.67, 3.73, 0.00, 2066, 53.2, , 1
C++, k-nucleotide, -1, 36.25, 35.22, 3.65, 0.00, 2037, 53.0, , 1
C++, mandelbrot, -1, 18.81, 18.58, 0.38, 0.00, 741, 48.8, , 1
C++, mandelbrot, -1, 18.80, 18.57, 0.38, 0.00, 741, 55.0, , 1
C++, mandelbrot, -1, 18.75, 18.53, 0.38, 0.00, 742, 48.8, , 1
C++, mandelbrot, -1, 18.78, 18.56, 0.38, 0.00, 742, 55.0, , 1
C++, mandelbrot, -1, 18.81, 18.59, 0.38, 0.00, 742, 48.8, , 1
C++, mandelbrot, -1, 18.78, 18.55, 0.38, 0.00, 741, 55.0, , 1
C++, mandelbrot, -1, 18.78, 18.55, 0.38, 0.00, 742, 48.8, , 1
C++, mandelbrot, -1, 18.78, 18.57, 0.38, 0.00, 741, 54.5, , 1
C++, mandelbrot, -1, 18.80, 18.57, 0.38, 0.00, 741, 49.0, , 1
C++, mandelbrot, -1, 18.81, 18.58, 0.38, 0.00, 741, 54.8, , 1
C++, mandelbrot, -1, 18.80, 18.58, 0.38, 0.00, 743, 49.2, , 1
C++, mandelbrot, -1, 18.79, 18.57, 0.38, 0.00, 742, 54.5, , 1
C++, mandelbrot, -1, 18.84, 18.61, 0.38, 0.00, 742, 49.2, , 1
C++, mandelbrot, -1, 18.81, 18.58, 0.38, 0.00, 741, 55.0, , 1
C++, mandelbrot, -1, 18.90, 18.67, 0.38, 0.00, 742, 48.5, , 1
C++, mandelbrot, -1, 18.84, 18.61, 0.38, 0.00, 742, 54.8, , 1
C++, mandelbrot, -1, 18.92, 18.70, 0.38, 0.00, 742, 49.0, , 1
C++, mandelbrot, -1, 18.87, 18.63, 0.38, 0.00, 741, 54.5, , 1
C++, mandelbrot, -1, 18.87, 18.65, 0.38, 0.00, 742, 49.0, , 1
C++, mandelbrot, -1, 18.85, 18.62, 0.38, 0.00, 741, 55.0, , 1
C++, n-body, -1, 17.64, 17.12, 0.86, 0.00, 1711, 52.0, , 1
C++, n-body, -1, 17.47, 16.95, 0.86, 0.00, 1710, 52.2, , 1
C++, n-body, -1, 17.59, 17.07, 0.86, 0.00, 1712, 51.2, , 1
C++, n-body, -1, 17.57, 17.06, 0.86, 0.00, 1710, 51.0, , 1
C++, n-body, -1, 17.59, 17.07, 0.86, 0.00, 1712, 51.2, , 1
C++, n-body, -1, 17.52, 17.00, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.60, 17.09, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.64, 17.12, 0.87, 0.00, 1712, 51.0, , 1
C++, n-body, -1, 17.63, 17.11, 0.86, 0.00, 1712, 51.5, , 1
C++, n-body, -1, 17.48, 16.95, 0.86, 0.00, 1711, 50.8, , 1
C++, n-body, -1, 17.51, 16.99, 0.86, 0.00, 1711, 50.5, , 1
C++, n-body, -1, 17.52, 17.00, 0.86, 0.00, 1711, 50.8, , 1
C++, n-body, -1, 17.53, 17.02, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.44, 16.92, 0.86, 0.00, 1711, 50.8, , 1
C++, n-body, -1, 17.50, 16.98, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.61, 17.09, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.59, 17.08, 0.86, 0.00, 1711, 51.0, , 1
C++, n-body, -1, 17.50, 16.98, 0.86, 0.00, 1711, 50.8, , 1
C++, n-body, -1, 17.56, 17.05, 0.86, 0.00, 1711, 50.8, , 1
C++, n-body, -1, 17.60, 17.08, 0.86, 0.00, 1711, 51.0, , 1
C++, regex-redux, -1, 15.92, 15.59, 0.81, 0.00, 1029, 51.0, , 1
C++, regex-redux, -1, 16.14, 15.79, 0.82, 0.00, 1054, 51.5, , 1
C++, regex-redux, -1, 15.96, 15.62, 0.81, 0.00, 1031, 51.2, , 1
C++, regex-redux, -1, 16.08, 15.74, 0.81, 0.00, 1029, 51.2, , 1
C++, regex-redux, -1, 16.07, 15.74, 0.82, 0.00, 1035, 49.8, , 1
C++, regex-redux, -1, 16.19, 15.84, 0.83, 0.00, 1057, 50.8, , 1
C++, regex-redux, -1, 16.04, 15.70, 0.81, 0.00, 1019, 51.0, , 1
C++, regex-redux, -1, 16.04, 15.71, 0.82, 0.00, 1041, 51.0, , 1
C++, regex-redux, -1, 16.04, 15.70, 0.81, 0.00, 1020, 51.0, , 1
C++, regex-redux, -1, 15.78, 15.47, 0.79, 0.00, 972, 47.5, , 1
C++, regex-redux, -1, 15.96, 15.62, 0.80, 0.00, 1016, 50.5, , 1
C++, regex-redux, -1, 16.04, 15.71, 0.81, 0.00, 1029, 51.5, , 1
C++, regex-redux, -1, 16.04, 15.70, 0.81, 0.00, 1033, 49.8, , 1
C++, regex-redux, -1, 15.91, 15.58, 0.80, 0.00, 1004, 51.0, , 1
