Language, Program, PowerLimit, PSys, Package, Core, GPU, DRAM, Time(ms), User Time, System Time, Temperature, Memory, Perf
Python, fannkuch-redux, 1,  13671.50, 3327.90, 3020.41, 0.00, 514.34, 1023044, 4029645, 123, 39.5, , 1
Python, fannkuch-redux, 1,  14338.50, 3431.18, 3098.13, 0.00, 538.82, 1058629, 4033493, 4688, 39.5, , 1
Python, fannkuch-redux, 1,  13763.22, 3337.00, 3028.05, 0.00, 517.02, 1028580, 4051975, 138, 39.2, , 1
Python, fannkuch-redux, 1,  13715.26, 3355.50, 3047.47, 0.00, 515.81, 1025884, 4041749, 176, 39.5, , 1
Python, fannkuch-redux, 1,  13621.29, 3376.98, 3071.07, 0.00, 512.88, 1019879, 4025465, 177, 39.2, , 1
Python, fannkuch-redux, 1,  13811.69, 3422.44, 3112.58, 0.00, 517.57, 1029685, 4068611, 128, 39.5, , 1
Python, fannkuch-redux, 1,  13685.58, 3391.03, 3084.54, 0.00, 513.38, 1021423, 4024867, 231, 39.8, , 1
Python, fannkuch-redux, 1,  13639.03, 3305.01, 2998.24, 0.00, 512.28, 1018919, 4019708, 147, 39.5, , 1
Python, fasta, 1,  2098.42, 192.91, 135.58, 0.00, 98.57, 196025, 195888, 118, 38.5, , 1
Python, fasta, 1,  2115.35, 205.47, 147.06, 0.00, 98.99, 196802, 196663, 114, 38.2, , 1
Python, fasta, 1,  2084.25, 206.87, 148.64, 0.00, 98.33, 195493, 195353, 122, 38.2, , 1
Python, fasta, 1,  2092.08, 211.27, 152.85, 0.00, 98.60, 195991, 195859, 124, 38.0, , 1
Python, fasta, 1,  2098.47, 214.84, 156.06, 0.00, 98.60, 195909, 195784, 114, 37.8, , 1
Python, fasta, 1,  2108.77, 212.02, 153.41, 0.00, 98.77, 196241, 196128, 107, 38.2, , 1
Python, fasta, 1,  2093.75, 200.69, 142.95, 0.00, 98.21, 195114, 194972, 127, 38.2, , 1
Python, fasta, 1,  2108.94, 209.45, 150.99, 0.00, 98.57, 195770, 195623, 126, 37.8, , 1
Python, fasta, 1,  2105.33, 205.52, 147.28, 0.00, 98.41, 195470, 195335, 117, 38.2, , 1
Python, fasta, 1,  2101.77, 210.86, 152.44, 0.00, 98.59, 195817, 195693, 116, 38.0, , 1
Python, fasta, 1,  2096.89, 214.94, 156.29, 0.00, 98.52, 195681, 195536, 128, 38.0, , 1
Python, fasta, 1,  2094.99, 218.71, 159.98, 0.00, 98.43, 195495, 195360, 126, 38.2, , 1
Python, fasta, 1,  2114.53, 218.43, 159.74, 0.00, 98.57, 195741, 195609, 123, 37.8, , 1
Python, fasta, 1,  2098.79, 207.64, 149.35, 0.00, 98.64, 195917, 195789, 119, 38.2, , 1
Python, fasta, 1,  2120.89, 204.94, 146.84, 0.00, 98.58, 195803, 195670, 111, 37.8, , 1
Python, fasta, 1,  2132.45, 216.46, 157.84, 0.00, 98.53, 195698, 195562, 117, 38.2, , 1
Python, fasta, 1,  2120.99, 210.44, 151.90, 0.00, 98.64, 195923, 195763, 121, 37.8, , 1
Python, fasta, 1,  2097.89, 214.69, 156.11, 0.00, 98.32, 195306, 195161, 113, 37.8, , 1
Python, fasta, 1,  2123.37, 206.32, 147.73, 0.00, 99.43, 197486, 197341, 120, 38.5, , 1
Python, fasta, 1,  2108.28, 202.59, 144.71, 0.00, 98.44, 195523, 195401, 109, 38.0, , 1
Python, k-nucleotide, 1,  1920.94, 435.03, 393.79, 0.00, 101.78, 138492, 539721, 2218, 39.2, , 1
Python, k-nucleotide, 1,  1896.28, 432.61, 391.85, 0.00, 100.85, 136645, 533669, 2077, 40.0, , 1
Python, k-nucleotide, 1,  1913.76, 437.34, 396.06, 0.00, 101.48, 138012, 536846, 2121, 40.0, , 1
Python, k-nucleotide, 1,  1927.22, 441.29, 399.78, 0.00, 102.19, 139098, 542473, 2109, 39.8, , 1
Python, k-nucleotide, 1,  1894.62, 435.16, 394.08, 0.00, 101.01, 137363, 533097, 2159, 39.5, , 1
Python, k-nucleotide, 1,  1915.49, 436.53, 395.22, 0.00, 101.80, 138292, 537309, 2122, 40.0, , 1
Python, k-nucleotide, 1,  1898.56, 427.02, 386.02, 0.00, 100.75, 136841, 532328, 2177, 39.8, , 1
Python, k-nucleotide, 1,  1898.36, 426.41, 385.32, 0.00, 101.17, 137322, 534343, 2185, 40.2, , 1
Python, k-nucleotide, 1,  1899.96, 434.55, 393.42, 0.00, 101.18, 137698, 535869, 2067, 40.5, , 1
Python, k-nucleotide, 1,  1925.36, 437.52, 395.92, 0.00, 102.24, 139143, 542957, 2218, 40.0, , 1
Python, k-nucleotide, 1,  1917.18, 439.55, 398.11, 0.00, 101.68, 138794, 540589, 2067, 39.5, , 1
Python, k-nucleotide, 1,  1898.73, 432.57, 391.68, 0.00, 100.88, 137005, 534366, 2146, 40.0, , 1
Python, k-nucleotide, 1,  1905.23, 438.31, 397.34, 0.00, 100.87, 137361, 534734, 2067, 40.0, , 1
Python, k-nucleotide, 1,  1907.69, 446.58, 405.52, 0.00, 101.04, 137481, 534202, 2171, 39.5, , 1
Python, k-nucleotide, 1,  1911.98, 444.49, 403.34, 0.00, 101.72, 137686, 535835, 2161, 40.2, , 1
Python, k-nucleotide, 1,  1904.97, 436.44, 395.41, 0.00, 101.17, 137421, 535293, 2206, 40.0, , 1
Python, k-nucleotide, 1,  1905.19, 434.60, 393.62, 0.00, 101.32, 137360, 534596, 2146, 39.8, , 1
Python, k-nucleotide, 1,  1958.27, 454.18, 411.95, 0.00, 103.52, 141555, 550287, 2181, 39.8, , 1
Python, k-nucleotide, 1,  1899.58, 429.75, 388.91, 0.00, 100.61, 136676, 531850, 2120, 40.2, , 1
Python, k-nucleotide, 1,  1912.16, 435.23, 394.10, 0.00, 101.28, 137776, 536564, 2078, 40.2, , 1
Python, mandelbrot, 1,  6979.41, 1764.37, 1610.19, 0.00, 259.07, 515038, 2052606, 3525, 41.0, , 1
Python, mandelbrot, 1,  6987.98, 1759.49, 1604.74, 0.00, 259.30, 515608, 2055426, 3455, 40.8, , 1
Python, mandelbrot, 1,  7002.29, 1760.94, 1606.42, 0.00, 259.10, 515193, 2053613, 3398, 40.5, , 1
Python, mandelbrot, 1,  7026.09, 1756.62, 1601.53, 0.00, 259.83, 516648, 2059433, 3496, 40.8, , 1
Python, mandelbrot, 1,  6975.17, 1762.68, 1607.91, 0.00, 259.45, 515841, 2056240, 3569, 40.8, , 1
Python, mandelbrot, 1,  7017.53, 1759.83, 1604.94, 0.00, 259.79, 516551, 2059325, 3420, 40.8, , 1
Python, mandelbrot, 1,  6964.12, 1739.08, 1584.49, 0.00, 258.86, 514663, 2051410, 3608, 40.5, , 1
Python, mandelbrot, 1,  6942.70, 1737.50, 1582.91, 0.00, 258.90, 514772, 2052070, 3549, 40.8, , 1
Python, mandelbrot, 1,  6977.77, 1755.42, 1601.18, 0.00, 259.15, 515293, 2054126, 3567, 41.0, , 1
Python, mandelbrot, 1,  6932.08, 1757.97, 1604.01, 0.00, 258.53, 514073, 2049307, 3539, 40.8, , 1
Python, mandelbrot, 1,  6980.70, 1769.78, 1615.39, 0.00, 259.72, 516434, 2058815, 3347, 40.8, , 1
Python, mandelbrot, 1,  7049.04, 1777.48, 1622.48, 0.00, 261.05, 519053, 2069086, 3438, 40.8, , 1
Python, mandelbrot, 1,  6957.25, 1734.13, 1579.67, 0.00, 258.63, 514304, 2050056, 3505, 40.8, , 1
Python, mandelbrot, 1,  6992.76, 1754.05, 1599.30, 0.00, 260.09, 517202, 2061681, 3513, 41.0, , 1
Python, mandelbrot, 1,  7059.85, 1790.56, 1635.47, 0.00, 261.20, 519366, 2070121, 3426, 41.2, , 1
Python, mandelbrot, 1,  7006.51, 1749.18, 1594.80, 0.00, 259.14, 515256, 2054048, 3439, 41.0, , 1
Python, mandelbrot, 1,  6960.05, 1709.38, 1554.52, 0.00, 258.51, 514056, 2049098, 3742, 41.0, , 1
Python, mandelbrot, 1,  6970.27, 1765.19, 1611.49, 0.00, 258.87, 514715, 2051481, 3706, 40.5, , 1
Python, mandelbrot, 1,  7034.26, 1768.04, 1614.47, 0.00, 258.68, 514352, 2050418, 3518, 41.0, , 1
Python, mandelbrot, 1,  7014.28, 1767.83, 1614.11, 0.00, 259.13, 515231, 2053808, 3676, 40.8, , 1
Python, n-body, 1,  12018.59, 1346.21, 1005.88, 0.00, 559.37, 1112606, 1112536, 12, 39.0, , 1
Python, n-body, 1,  12019.52, 1310.82, 972.47, 0.00, 559.26, 1112134, 1112106, 9, 39.0, , 1
Python, n-body, 1,  11964.03, 1327.16, 988.99, 0.00, 558.32, 1109972, 1109956, 22, 39.0, , 1
Python, n-body, 1,  12056.95, 1276.54, 938.99, 0.00, 559.16, 1111749, 1111628, 29, 39.2, , 1
Python, n-body, 1,  12134.71, 1312.05, 970.64, 0.00, 562.36, 1118111, 1117988, 28, 39.2, , 1
Python, n-body, 1,  12025.11, 1322.09, 982.57, 0.00, 559.76, 1112931, 1112876, 10, 39.2, , 1
Python, n-body, 1,  12017.41, 1330.11, 987.67, 0.00, 560.84, 1114885, 1114767, 32, 39.2, , 1
Python, n-body, 1,  11992.00, 1335.87, 994.05, 0.00, 560.46, 1114211, 1114087, 21, 39.2, , 1
Python, n-body, 1,  12151.46, 1312.95, 972.83, 0.00, 559.85, 1112976, 1112914, 8, 39.2, , 1
Python, n-body, 1,  12249.96, 1346.10, 999.60, 0.00, 569.78, 1132669, 1132588, 21, 39.0, , 1
Python, n-body, 1,  12168.31, 1327.23, 983.97, 0.00, 563.57, 1120526, 1120422, 23, 38.8, , 1
Python, n-body, 1,  12073.35, 1275.13, 937.59, 0.00, 560.51, 1114451, 1114411, 9, 38.8, , 1
Python, n-body, 1,  12070.41, 1341.06, 999.70, 0.00, 562.18, 1117602, 1117528, 14, 39.0, , 1
Python, n-body, 1,  12146.02, 1354.36, 1009.75, 0.00, 565.22, 1123908, 1123763, 25, 39.0, , 1
Python, n-body, 1,  12025.91, 1303.16, 961.52, 0.00, 561.92, 1117075, 1116952, 19, 39.8, , 1
Python, n-body, 1,  12027.11, 1279.93, 940.71, 0.00, 560.48, 1114191, 1114060, 29, 39.0, , 1
Python, n-body, 1,  12090.45, 1300.58, 960.04, 0.00, 564.59, 1121772, 1121787, 10, 39.2, , 1
Python, n-body, 1,  12163.55, 1296.33, 956.36, 0.00, 564.42, 1121980, 1121960, 8, 39.2, , 1
Python, n-body, 1,  12190.41, 1309.87, 970.08, 0.00, 559.45, 1112105, 1112007, 30, 39.2, , 1
Python, n-body, 1,  12111.84, 1314.36, 973.84, 0.00, 560.06, 1113326, 1113234, 21, 39.2, , 1
Python, regex-redux, 1,  379.68, 53.78, 43.86, 0.00, 17.69, 33042, 57303, 2076, 39.2, , 1
Python, regex-redux, 1,  380.23, 54.70, 44.74, 0.00, 17.65, 32983, 57211, 2129, 39.2, , 1
Python, regex-redux, 1,  379.46, 55.24, 45.28, 0.00, 17.65, 32995, 57227, 2053, 39.2, , 1
Python, regex-redux, 1,  377.41, 53.10, 43.25, 0.00, 17.63, 32925, 57186, 2074, 39.0, , 1
Python, regex-redux, 1,  380.73, 52.83, 43.00, 0.00, 17.61, 32907, 57076, 2165, 39.0, , 1
Python, regex-redux, 1,  379.27, 52.02, 42.17, 0.00, 17.63, 32916, 57214, 2025, 39.2, , 1
Python, regex-redux, 1,  387.05, 51.37, 41.43, 0.00, 17.89, 33396, 57561, 2171, 39.2, , 1
Python, regex-redux, 1,  378.99, 53.07, 43.23, 0.00, 17.63, 32929, 57156, 2128, 39.0, , 1
Python, regex-redux, 1,  379.02, 54.11, 44.20, 0.00, 17.64, 32942, 57265, 2069, 39.0, , 1
Python, regex-redux, 1,  378.70, 54.91, 44.99, 0.00, 17.65, 32935, 57147, 2132, 39.0, , 1
Python, regex-redux, 1,  377.73, 55.00, 45.03, 0.00, 17.69, 33015, 57238, 2067, 39.0, , 1
Python, regex-redux, 1,  379.13, 53.17, 43.27, 0.00, 17.66, 32973, 57343, 2037, 39.2, , 1
Python, regex-redux, 1,  379.90, 54.49, 44.54, 0.00, 17.72, 33095, 57413, 2129, 39.5, , 1
Python, regex-redux, 1,  381.70, 53.50, 43.61, 0.00, 17.67, 32982, 57210, 2111, 39.2, , 1
Python, regex-redux, 1,  378.77, 52.43, 42.58, 0.00, 17.61, 32839, 57159, 2016, 39.2, , 1
Python, regex-redux, 1,  382.10, 53.23, 43.42, 0.00, 17.64, 32923, 57306, 2102, 39.2, , 1
Python, regex-redux, 1,  379.10, 53.36, 43.48, 0.00, 17.66, 32947, 57253, 2092, 39.2, , 1
Python, regex-redux, 1,  377.99, 53.04, 43.15, 0.00, 17.65, 32947, 57272, 2041, 39.5, , 1
Python, regex-redux, 1,  380.35, 53.33, 43.47, 0.00, 17.64, 32929, 57100, 2211, 39.2, , 1
Python, regex-redux, 1,  379.25, 53.26, 43.40, 0.00, 17.63, 32911, 57234, 2015, 39.2, , 1
Python, reverse-complement, 1,  72.53, 9.59, 7.68, 0.00, 3.67, 6286, 7665, 1959, 39.2, , 1
Python, reverse-complement, 1,  72.31, 9.54, 7.64, 0.00, 3.66, 6267, 7510, 2075, 39.2, , 1
Python, reverse-complement, 1,  73.60, 9.55, 7.64, 0.00, 3.67, 6282, 7562, 2052, 39.0, , 1
Python, reverse-complement, 1,  72.95, 9.31, 7.41, 0.00, 3.66, 6268, 7604, 1980, 39.8, , 1
Python, reverse-complement, 1,  73.46, 9.56, 7.65, 0.00, 3.69, 6305, 7556, 2089, 39.2, , 1
Python, reverse-complement, 1,  73.16, 9.44, 7.54, 0.00, 3.68, 6293, 7565, 2053, 39.0, , 1
Python, reverse-complement, 1,  72.87, 9.00, 7.10, 0.00, 3.68, 6295, 7618, 2011, 39.2, , 1
Python, reverse-complement, 1,  72.11, 8.89, 7.01, 0.00, 3.67, 6284, 7631, 1997, 39.2, , 1
Python, reverse-complement, 1,  73.18, 9.44, 7.54, 0.00, 3.67, 6284, 7695, 1922, 39.2, , 1
Python, reverse-complement, 1,  73.27, 9.15, 7.26, 0.00, 3.67, 6281, 7722, 1904, 39.2, , 1
Python, reverse-complement, 1,  73.51, 9.39, 7.48, 0.00, 3.70, 6329, 7582, 2086, 39.2, , 1
Python, reverse-complement, 1,  73.67, 9.32, 7.43, 0.00, 3.68, 6302, 7613, 2026, 39.0, , 1
Python, reverse-complement, 1,  72.91, 9.22, 7.32, 0.00, 3.68, 6298, 7559, 2077, 39.0, , 1
Python, reverse-complement, 1,  73.24, 9.11, 7.23, 0.00, 3.66, 6263, 7515, 2074, 39.2, , 1
Python, reverse-complement, 1,  73.35, 9.17, 7.27, 0.00, 3.70, 6334, 7460, 2191, 38.8, , 1
Python, reverse-complement, 1,  73.34, 9.08, 7.19, 0.00, 3.68, 6290, 7465, 2159, 39.2, , 1
Python, reverse-complement, 1,  73.13, 8.96, 7.08, 0.00, 3.66, 6268, 7627, 1970, 38.8, , 1
Python, reverse-complement, 1,  73.30, 9.28, 7.38, 0.00, 3.66, 6261, 7405, 2172, 39.0, , 1
Python, reverse-complement, 1,  73.18, 9.05, 7.17, 0.00, 3.67, 6273, 7449, 2145, 39.2, , 1
Python, reverse-complement, 1,  73.43, 9.11, 7.22, 0.00, 3.67, 6275, 7655, 1952, 39.5, , 1
Python, spectral-norm, 1,  4825.91, 1196.74, 1088.59, 0.00, 180.72, 358995, 1430311, 344, 40.8, , 1
Python, spectral-norm, 1,  4957.56, 1202.36, 1090.99, 0.00, 185.81, 368961, 1469805, 386, 40.8, , 1
Python, spectral-norm, 1,  4822.67, 1188.64, 1080.50, 0.00, 180.56, 358643, 1429368, 389, 41.0, , 1
Python, spectral-norm, 1,  4816.65, 1193.31, 1085.18, 0.00, 180.56, 358626, 1429341, 364, 40.5, , 1
Python, spectral-norm, 1,  4841.44, 1213.23, 1104.44, 0.00, 181.79, 361104, 1439277, 382, 41.2, , 1
Python, spectral-norm, 1,  5138.12, 1272.45, 1156.82, 0.00, 193.29, 383979, 1509772, 385, 40.5, , 1
Python, spectral-norm, 1,  4822.57, 1205.66, 1097.36, 0.00, 181.13, 359762, 1431240, 387, 40.5, , 1
Python, spectral-norm, 1,  4825.38, 1203.20, 1094.94, 0.00, 180.88, 359301, 1431149, 379, 40.5, , 1
Python, spectral-norm, 1,  4824.92, 1212.89, 1105.03, 0.00, 180.53, 358591, 1429158, 400, 41.0, , 1
Python, spectral-norm, 1,  4861.65, 1190.20, 1081.42, 0.00, 181.69, 360822, 1437304, 331, 40.5, , 1
Python, spectral-norm, 1,  4849.55, 1186.26, 1077.36, 0.00, 181.66, 360838, 1437852, 387, 40.5, , 1
Python, spectral-norm, 1,  4825.14, 1159.99, 1051.61, 0.00, 180.55, 358615, 1428722, 407, 40.8, , 1
Python, spectral-norm, 1,  4855.61, 1163.99, 1055.06, 0.00, 181.63, 360785, 1437963, 378, 41.0, , 1
Python, spectral-norm, 1,  5174.32, 1230.48, 1113.14, 0.00, 195.43, 388193, 1513478, 386, 40.5, , 1
Python, spectral-norm, 1,  4863.14, 1183.45, 1074.27, 0.00, 181.73, 360958, 1438107, 407, 40.8, , 1
Python, spectral-norm, 1,  4873.20, 1195.54, 1086.61, 0.00, 181.86, 361165, 1439487, 398, 41.2, , 1
Python, spectral-norm, 1,  4821.24, 1174.07, 1065.53, 0.00, 180.58, 358627, 1428762, 408, 40.8, , 1
Python, spectral-norm, 1,  4834.15, 1170.37, 1062.01, 0.00, 180.74, 358966, 1430152, 406, 40.8, , 1
Python, spectral-norm, 1,  4861.42, 1187.62, 1078.73, 0.00, 181.75, 361058, 1438248, 406, 40.5, , 1
Python, spectral-norm, 1,  4866.62, 1187.02, 1078.08, 0.00, 181.76, 361039, 1438662, 347, 40.8, , 1
C, binary-trees, 2,  50.46, 10.61, 9.45, 0.00, 2.73, 3746, 11278, 596, 40.2, , 1
C, binary-trees, 2,  51.46, 10.72, 9.55, 0.00, 2.75, 3780, 11365, 580, 40.0, , 1
C, binary-trees, 2,  54.03, 11.26, 10.01, 0.00, 2.90, 4043, 11592, 581, 39.2, , 1
C, binary-trees, 2,  51.23, 10.82, 9.64, 0.00, 2.76, 3782, 11329, 588, 39.5, , 1
C, binary-trees, 2,  50.86, 10.75, 9.57, 0.00, 2.77, 3758, 11313, 573, 39.8, , 1
C, binary-trees, 2,  51.15, 11.07, 9.89, 0.00, 2.78, 3804, 11367, 580, 40.0, , 1
C, binary-trees, 2,  50.96, 11.01, 9.82, 0.00, 2.76, 3806, 11381, 571, 39.5, , 1
C, binary-trees, 2,  51.12, 10.94, 9.75, 0.00, 2.79, 3801, 11382, 582, 39.8, , 1
C, binary-trees, 2,  51.21, 11.03, 9.85, 0.00, 2.79, 3816, 11344, 616, 39.8, , 1
C, binary-trees, 2,  51.28, 11.11, 9.91, 0.00, 2.78, 3823, 11382, 614, 39.8, , 1
C, binary-trees, 2,  51.42, 10.97, 9.79, 0.00, 2.78, 3800, 11378, 583, 39.5, , 1
C, binary-trees, 2,  51.38, 10.88, 9.71, 0.00, 2.75, 3768, 11337, 574, 39.2, , 1
C, binary-trees, 2,  51.24, 10.81, 9.64, 0.00, 2.76, 3759, 11306, 568, 39.8, , 1
C, binary-trees, 2,  50.60, 10.82, 9.65, 0.00, 2.76, 3763, 11305, 580, 39.5, , 1
C, binary-trees, 2,  51.46, 11.00, 9.82, 0.00, 2.77, 3792, 11362, 589, 39.5, , 1
C, binary-trees, 2,  51.46, 11.02, 9.84, 0.00, 2.79, 3821, 11385, 598, 39.5, , 1
C, binary-trees, 2,  51.01, 10.75, 9.57, 0.00, 2.76, 3774, 11338, 577, 39.8, , 1
C, binary-trees, 2,  50.70, 10.83, 9.67, 0.00, 2.75, 3750, 11300, 588, 39.5, , 1
C, binary-trees, 2,  51.21, 10.94, 9.76, 0.00, 2.78, 3792, 11344, 608, 39.8, , 1
C, binary-trees, 2,  50.73, 10.85, 9.67, 0.00, 2.77, 3769, 11308, 587, 39.5, , 1
C, fannkuch-redux, 2,  114.05, 22.80, 20.18, 0.00, 4.47, 8899, 35332, 0, 39.5, , 1
C, fannkuch-redux, 2,  114.10, 22.99, 20.36, 0.00, 4.49, 8927, 35359, 1, 39.2, , 1
C, fannkuch-redux, 2,  114.38, 22.85, 20.22, 0.00, 4.48, 8901, 35331, 1, 39.8, , 1
C, fannkuch-redux, 2,  113.65, 22.81, 20.15, 0.00, 4.50, 8935, 35366, 3, 39.5, , 1
C, fannkuch-redux, 2,  113.51, 22.88, 20.25, 0.00, 4.48, 8904, 35352, 35352, 39.2, , 1
C, fannkuch-redux, 2,  114.07, 23.19, 20.56, 0.00, 4.47, 8894, 35347, 3, 39.5, , 1
C, fannkuch-redux, 2,  113.37, 23.50, 20.86, 0.00, 4.47, 8886, 35329, 3, 39.5, , 1
C, fannkuch-redux, 2,  113.45, 23.40, 20.75, 0.00, 4.48, 8913, 35350, 1, 39.5, , 1
C, fannkuch-redux, 2,  113.78, 22.68, 20.08, 0.00, 4.48, 8911, 35349, 2, 39.5, , 1
C, fannkuch-redux, 2,  113.81, 22.95, 20.31, 0.00, 4.48, 8909, 35366, 0, 39.5, , 1
C, fannkuch-redux, 2,  113.60, 23.81, 21.15, 0.00, 4.49, 8911, 35369, 0, 39.5, , 1
C, fannkuch-redux, 2,  113.36, 23.73, 21.08, 0.00, 4.48, 8912, 35359, 3, 39.8, , 1
C, fannkuch-redux, 2,  113.56, 23.87, 21.19, 0.00, 4.48, 8903, 35340, 1, 39.2, , 1
C, fannkuch-redux, 2,  114.11, 23.26, 20.61, 0.00, 4.48, 8918, 35365, 4, 39.5, , 1
C, fannkuch-redux, 2,  114.21, 23.11, 20.45, 0.00, 4.49, 8927, 35364, 5, 39.5, , 1
C, fannkuch-redux, 2,  114.76, 23.06, 20.40, 0.00, 4.53, 8987, 35371, 2, 39.5, , 1
C, fannkuch-redux, 2,  113.79, 22.95, 20.32, 0.00, 4.48, 8896, 35350, 2, 39.8, , 1
C, fannkuch-redux, 2,  113.75, 23.36, 20.72, 0.00, 4.48, 8901, 35331, 3, 39.8, , 1
C, fannkuch-redux, 2,  113.22, 23.40, 20.76, 0.00, 4.47, 8886, 35340, 0, 39.5, , 1
C, fannkuch-redux, 2,  113.64, 22.99, 20.36, 0.00, 4.47, 8897, 35345, 3, 39.5, , 1
C, fasta, 2,  17.79, 2.87, 2.43, 0.00, 0.73, 1458, 1427, 31, 39.5, , 1
C, fasta, 2,  17.80, 2.92, 2.48, 0.00, 0.75, 1484, 1444, 39, 39.5, , 1
C, fasta, 2,  18.10, 2.92, 2.48, 0.00, 0.75, 1480, 1452, 27, 39.2, , 1
C, fasta, 2,  17.48, 2.85, 2.42, 0.00, 0.73, 1450, 1421, 28, 39.2, , 1
C, fasta, 2,  17.38, 2.84, 2.41, 0.00, 0.73, 1443, 1414, 29, 39.5, , 1
C, fasta, 2,  17.63, 2.85, 2.42, 0.00, 0.73, 1448, 1423, 25, 39.2, , 1
C, fasta, 2,  17.35, 2.82, 2.38, 0.00, 0.72, 1430, 1389, 40, 39.8, , 1
C, fasta, 2,  17.50, 2.86, 2.42, 0.00, 0.73, 1450, 1414, 35, 39.5, , 1
C, fasta, 2,  17.23, 2.81, 2.37, 0.00, 0.72, 1423, 1389, 34, 39.2, , 1
C, fasta, 2,  17.33, 2.81, 2.38, 0.00, 0.72, 1422, 1391, 30, 39.2, , 1
C, fasta, 2,  17.22, 2.82, 2.38, 0.00, 0.72, 1426, 1399, 27, 39.5, , 1
C, fasta, 2,  17.67, 2.87, 2.43, 0.00, 0.73, 1457, 1422, 35, 39.8, , 1
C, fasta, 2,  17.94, 2.91, 2.46, 0.00, 0.75, 1477, 1444, 33, 39.8, , 1
C, fasta, 2,  17.95, 2.93, 2.49, 0.00, 0.75, 1492, 1465, 26, 39.2, , 1
C, fasta, 2,  17.52, 2.85, 2.41, 0.00, 0.73, 1446, 1418, 27, 39.2, , 1
C, fasta, 2,  17.72, 2.91, 2.47, 0.00, 0.74, 1480, 1444, 36, 39.5, , 1
C, fasta, 2,  17.87, 2.94, 2.49, 0.00, 0.75, 1495, 1451, 42, 39.2, , 1
C, fasta, 2,  18.31, 3.01, 2.56, 0.00, 0.77, 1532, 1500, 32, 39.5, , 1
C, fasta, 2,  18.19, 2.99, 2.54, 0.00, 0.77, 1521, 1498, 23, 39.0, , 1
C, fasta, 2,  18.03, 2.93, 2.48, 0.00, 0.75, 1489, 1454, 34, 39.2, , 1
C, k-nucleotide, 2,  145.94, 32.18, 29.06, 0.00, 8.38, 10630, 36936, 241, 39.2, , 1
C, k-nucleotide, 2,  152.76, 31.88, 28.56, 0.00, 8.75, 11250, 37257, 488, 39.8, , 1
C, k-nucleotide, 2,  145.16, 31.71, 28.61, 0.00, 8.08, 10586, 36435, 256, 39.8, , 1
C, k-nucleotide, 2,  146.11, 31.07, 27.95, 0.00, 8.27, 10618, 36639, 271, 39.5, , 1
C, k-nucleotide, 2,  146.46, 31.38, 28.24, 0.00, 8.50, 10598, 36888, 286, 39.8, , 1
C, k-nucleotide, 2,  147.45, 31.14, 28.00, 0.00, 8.52, 10645, 37079, 213, 39.2, , 1
C, k-nucleotide, 2,  147.31, 32.24, 29.10, 0.00, 8.44, 10652, 37068, 264, 39.5, , 1
C, k-nucleotide, 2,  148.32, 32.41, 29.24, 0.00, 8.52, 10710, 36998, 258, 39.5, , 1
C, k-nucleotide, 2,  147.69, 32.39, 29.23, 0.00, 8.92, 10600, 36957, 244, 39.0, , 1
C, k-nucleotide, 2,  145.45, 31.77, 28.67, 0.00, 7.97, 10605, 36502, 258, 39.8, , 1
C, k-nucleotide, 2,  144.80, 31.51, 28.43, 0.00, 8.01, 10546, 36430, 212, 39.5, , 1
C, k-nucleotide, 2,  145.28, 31.83, 28.71, 0.00, 8.51, 10539, 36622, 250, 40.0, , 1
C, k-nucleotide, 2,  145.08, 31.66, 28.55, 0.00, 7.76, 10600, 36348, 236, 39.5, , 1
C, k-nucleotide, 2,  147.05, 31.68, 28.54, 0.00, 8.64, 10620, 37001, 223, 39.5, , 1
C, k-nucleotide, 2,  146.59, 31.64, 28.50, 0.00, 8.41, 10639, 36939, 239, 39.2, , 1
C, k-nucleotide, 2,  145.26, 31.67, 28.58, 0.00, 8.33, 10543, 36510, 255, 39.2, , 1
C, k-nucleotide, 2,  144.44, 31.17, 28.09, 0.00, 8.08, 10538, 36404, 278, 39.5, , 1
C, k-nucleotide, 2,  147.12, 31.86, 28.67, 0.00, 9.16, 10580, 37010, 203, 39.5, , 1
C, k-nucleotide, 2,  145.91, 31.50, 28.35, 0.00, 8.83, 10541, 36707, 236, 39.2, , 1
C, k-nucleotide, 2,  146.77, 31.74, 28.59, 0.00, 8.56, 10658, 37109, 251, 39.5, , 1
C, mandelbrot, 2,  54.27, 10.98, 9.67, 0.00, 2.16, 4278, 17005, 69, 39.5, , 1
C, mandelbrot, 2,  54.30, 11.03, 9.73, 0.00, 2.17, 4281, 17024, 62, 39.8, , 1
C, mandelbrot, 2,  54.42, 10.79, 9.49, 0.00, 2.16, 4275, 17013, 64, 39.5, , 1
C, mandelbrot, 2,  54.34, 10.85, 9.56, 0.00, 2.16, 4272, 17006, 57, 39.5, , 1
C, mandelbrot, 2,  54.30, 10.76, 9.46, 0.00, 2.16, 4279, 17022, 59, 39.5, , 1
C, mandelbrot, 2,  54.44, 10.97, 9.66, 0.00, 2.16, 4277, 17033, 53, 39.8, , 1
C, mandelbrot, 2,  54.11, 11.02, 9.70, 0.00, 2.16, 4274, 17012, 66, 39.8, , 1
C, mandelbrot, 2,  54.33, 10.99, 9.69, 0.00, 2.16, 4276, 17027, 58, 39.5, , 1
C, mandelbrot, 2,  54.58, 10.78, 9.48, 0.00, 2.16, 4273, 17000, 70, 39.8, , 1
