Language, Program, PowerLimit, PSys, Package, Core, GPU, DRAM, Time(ms), User Time, System Time, Temperature, Memory, Perf
C, fannkuch-redux, -1,  147.52, 70.01, 67.78, 0.00, 3.73, 7414, 7406, 0, 45.0, , 1
C, fannkuch-redux, -1,  147.14, 69.81, 67.59, 0.00, 3.73, 7414, 7406, 0, 44.0, , 1
C, fannkuch-redux, -1,  147.07, 70.19, 67.96, 0.00, 3.74, 7421, 7407, 7407, 45.0, , 1
C, fannkuch-redux, -1,  147.27, 69.83, 67.61, 0.00, 3.74, 7418, 7406, 0, 45.0, , 1
C, fannkuch-redux, -1,  147.49, 69.49, 67.26, 0.00, 3.74, 7427, 7407, 7407, 45.0, , 1
C, fannkuch-redux, -1,  148.12, 69.33, 67.11, 0.00, 3.74, 7421, 7407, 0, 46.0, , 1
C, fannkuch-redux, -1,  148.21, 69.27, 67.06, 0.00, 3.73, 7416, 7407, 7407, 45.0, , 1
C, fannkuch-redux, -1,  147.41, 69.63, 67.42, 0.00, 3.73, 7414, 7406, 0, 46.0, , 1
C, fannkuch-redux, -1,  149.07, 69.44, 67.21, 0.00, 3.73, 7414, 7405, 1, 46.0, , 1
C, fasta, -1,  12.62, 5.52, 5.32, 0.00, 0.33, 662, 651, 9, 46.0, , 1
C, fasta, -1,  12.62, 5.53, 5.33, 0.00, 0.33, 662, 648, 12, 45.0, , 1
C, fasta, -1,  12.63, 5.53, 5.33, 0.00, 0.34, 661, 639, 21, 45.0, , 1
C, fasta, -1,  12.60, 5.53, 5.33, 0.00, 0.33, 661, 654, 6, 45.0, , 1
C, fasta, -1,  12.61, 5.56, 5.36, 0.00, 0.34, 661, 650, 10, 45.0, , 1
C, fasta, -1,  12.56, 5.52, 5.33, 0.00, 0.33, 662, 648, 12, 44.0, , 1
C, fasta, -1,  12.53, 5.49, 5.29, 0.00, 0.34, 662, 649, 11, 44.0, , 1
C, fasta, -1,  12.62, 5.54, 5.34, 0.00, 0.33, 662, 641, 20, 44.0, , 1
C, fasta, -1,  12.59, 5.55, 5.35, 0.00, 0.33, 662, 652, 9, 44.0, , 1
C, fasta, -1,  12.61, 5.54, 5.33, 0.00, 0.34, 662, 653, 9, 44.0, , 1
C, fasta, -1,  12.74, 5.55, 5.35, 0.00, 0.34, 662, 646, 16, 44.0, , 1
C, fasta, -1,  12.60, 5.53, 5.33, 0.00, 0.33, 662, 658, 3, 44.0, , 1
C, fasta, -1,  12.60, 5.54, 5.34, 0.00, 0.33, 661, 653, 7, 44.0, , 1
C, fasta, -1,  12.44, 5.51, 5.32, 0.00, 0.33, 662, 648, 13, 44.0, , 1
C, fasta, -1,  12.68, 5.54, 5.34, 0.00, 0.34, 662, 654, 6, 44.0, , 1
C, fasta, -1,  12.57, 5.52, 5.32, 0.00, 0.33, 661, 645, 15, 44.0, , 1
C, fasta, -1,  12.56, 5.49, 5.29, 0.00, 0.33, 662, 643, 17, 44.0, , 1
C, fasta, -1,  12.60, 5.48, 5.28, 0.00, 0.33, 661, 647, 13, 45.0, , 1
C, fasta, -1,  12.60, 5.55, 5.35, 0.00, 0.34, 664, 646, 14, 45.0, , 1
C, fasta, -1,  12.65, 5.53, 5.33, 0.00, 0.33, 662, 652, 8, 44.0, , 1
C, k-nucleotide, -1,  164.35, 83.96, 81.74, 0.00, 4.04, 7450, 7335, 95, 47.0, , 1
C, k-nucleotide, -1,  165.27, 83.71, 81.49, 0.00, 4.05, 7446, 7333, 99, 47.0, , 1
C, k-nucleotide, -1,  164.82, 83.87, 81.65, 0.00, 4.04, 7449, 7339, 94, 47.0, , 1
C, k-nucleotide, -1,  164.48, 83.89, 81.67, 0.00, 4.04, 7438, 7319, 110, 47.0, , 1
C, k-nucleotide, -1,  164.85, 84.21, 81.98, 0.00, 4.04, 7441, 7328, 97, 48.0, , 1
C, k-nucleotide, -1,  166.18, 84.89, 82.66, 0.00, 4.06, 7477, 7370, 98, 47.0, , 1
C, k-nucleotide, -1,  165.69, 84.13, 81.91, 0.00, 4.05, 7456, 7347, 97, 48.0, , 1
C, k-nucleotide, -1,  165.39, 83.89, 81.67, 0.00, 4.05, 7443, 7325, 104, 47.0, , 1
C, k-nucleotide, -1,  166.08, 83.82, 81.60, 0.00, 4.05, 7453, 7332, 100, 48.0, , 1
C, k-nucleotide, -1,  170.44, 86.48, 84.17, 0.00, 4.18, 7723, 7606, 101, 48.0, , 1
C, k-nucleotide, -1,  164.80, 83.77, 81.54, 0.00, 4.05, 7443, 7345, 85, 48.0, , 1
C, k-nucleotide, -1,  164.72, 83.71, 81.50, 0.00, 4.04, 7437, 7333, 96, 48.0, , 1
C, k-nucleotide, -1,  165.47, 84.07, 81.85, 0.00, 4.04, 7440, 7330, 101, 48.0, , 1
C, k-nucleotide, -1,  164.67, 84.09, 81.87, 0.00, 4.04, 7436, 7324, 103, 48.0, , 1
C, k-nucleotide, -1,  165.03, 84.09, 81.87, 0.00, 4.04, 7443, 7331, 96, 49.0, , 1
C, k-nucleotide, -1,  165.80, 83.99, 81.76, 0.00, 4.06, 7469, 7359, 101, 48.0, , 1
C, k-nucleotide, -1,  166.83, 84.13, 81.89, 0.00, 4.07, 7492, 7335, 96, 48.0, , 1
C, k-nucleotide, -1,  165.90, 83.93, 81.70, 0.00, 4.05, 7458, 7338, 104, 49.0, , 1
C, k-nucleotide, -1,  165.12, 83.68, 81.45, 0.00, 4.04, 7439, 7333, 94, 49.0, , 1
C, k-nucleotide, -1,  165.44, 83.64, 81.42, 0.00, 4.04, 7443, 7338, 97, 48.0, , 1
C, mandelbrot, -1,  70.60, 32.58, 31.49, 0.00, 1.80, 3571, 3556, 11, 47.0, , 1
C, mandelbrot, -1,  70.98, 32.77, 31.69, 0.00, 1.81, 3573, 3555, 13, 47.0, , 1
C, mandelbrot, -1,  71.19, 32.79, 31.70, 0.00, 1.81, 3577, 3558, 9, 47.0, , 1
C, mandelbrot, -1,  70.94, 32.61, 31.53, 0.00, 1.81, 3573, 3553, 15, 47.0, , 1
C, mandelbrot, -1,  70.98, 32.66, 31.59, 0.00, 1.81, 3578, 3559, 8, 47.0, , 1
C, mandelbrot, -1,  70.86, 32.58, 31.50, 0.00, 1.80, 3572, 3551, 17, 47.0, , 1
C, mandelbrot, -1,  70.99, 32.66, 31.58, 0.00, 1.81, 3576, 3551, 16, 48.0, , 1
C, mandelbrot, -1,  70.88, 32.70, 31.62, 0.00, 1.81, 3581, 3561, 7, 48.0, , 1
C, mandelbrot, -1,  71.08, 32.67, 31.59, 0.00, 1.81, 3574, 3558, 9, 48.0, , 1
C, mandelbrot, -1,  71.13, 32.52, 31.44, 0.00, 1.80, 3573, 3560, 8, 48.0, , 1
C, mandelbrot, -1,  71.12, 32.57, 31.49, 0.00, 1.81, 3577, 3557, 9, 47.0, , 1
C, mandelbrot, -1,  71.08, 32.44, 31.36, 0.00, 1.80, 3572, 3552, 15, 48.0, , 1
C, mandelbrot, -1,  71.22, 32.56, 31.48, 0.00, 1.81, 3576, 3559, 10, 48.0, , 1
C, mandelbrot, -1,  70.84, 32.49, 31.41, 0.00, 1.80, 3571, 3553, 14, 47.0, , 1
C, mandelbrot, -1,  71.00, 32.61, 31.53, 0.00, 1.80, 3571, 3557, 11, 48.0, , 1
C, mandelbrot, -1,  70.98, 32.66, 31.58, 0.00, 1.81, 3573, 3549, 19, 48.0, , 1
C, mandelbrot, -1,  71.08, 32.56, 31.48, 0.00, 1.81, 3572, 3552, 16, 48.0, , 1
C, mandelbrot, -1,  71.18, 32.49, 31.41, 0.00, 1.80, 3572, 3552, 16, 47.0, , 1
C, mandelbrot, -1,  71.03, 32.31, 31.23, 0.00, 1.80, 3571, 3554, 13, 47.0, , 1
C, mandelbrot, -1,  70.91, 32.41, 31.33, 0.00, 1.80, 3571, 3563, 4, 48.0, , 1
C, n-body, -1,  35.44, 16.86, 16.35, 0.00, 0.87, 1725, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.26, 16.73, 16.21, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.35, 16.74, 16.22, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.40, 16.83, 16.32, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.33, 16.72, 16.20, 0.00, 0.87, 1720, 1718, 0, 48.0, , 1
C, n-body, -1,  35.32, 16.64, 16.13, 0.00, 0.87, 1719, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.35, 16.74, 16.23, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.34, 16.72, 16.22, 0.00, 0.87, 1720, 1718, 0, 48.0, , 1
C, n-body, -1,  35.59, 16.73, 16.22, 0.00, 0.87, 1728, 1718, 0, 48.0, , 1
C, n-body, -1,  35.42, 16.65, 16.14, 0.00, 0.87, 1720, 1718, 0, 48.0, , 1
C, n-body, -1,  35.42, 16.66, 16.16, 0.00, 0.87, 1724, 1718, 0, 49.0, , 1
C, n-body, -1,  35.54, 16.63, 16.12, 0.00, 0.87, 1720, 1718, 0, 48.0, , 1
C, n-body, -1,  35.68, 16.68, 16.17, 0.00, 0.87, 1726, 1718, 0, 48.0, , 1
C, n-body, -1,  35.40, 16.68, 16.16, 0.00, 0.87, 1721, 1718, 0, 48.0, , 1
C, n-body, -1,  35.56, 16.85, 16.33, 0.00, 0.87, 1721, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.42, 16.72, 16.21, 0.00, 0.87, 1720, 1718, 0, 48.0, , 1
C, n-body, -1,  35.38, 16.79, 16.27, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.67, 16.74, 16.22, 0.00, 0.87, 1726, 1717, 2, 48.0, , 1
C, n-body, -1,  35.36, 16.69, 16.18, 0.00, 0.87, 1720, 1719, 1719, 48.0, , 1
C, n-body, -1,  35.41, 16.80, 16.30, 0.00, 0.87, 1719, 1719, 1719, 48.0, , 1
C, regex-redux, -1,  36.26, 17.45, 16.93, 0.00, 1.09, 1683, 1609, 72, 48.0, , 1
C, regex-redux, -1,  36.30, 17.45, 16.94, 0.00, 1.09, 1684, 1608, 73, 50.0, , 1
C, regex-redux, -1,  36.35, 17.38, 16.87, 0.00, 1.09, 1685, 1596, 85, 49.0, , 1
C, regex-redux, -1,  36.37, 17.42, 16.90, 0.00, 1.09, 1683, 1607, 74, 49.0, , 1
C, regex-redux, -1,  36.34, 17.35, 16.84, 0.00, 1.09, 1686, 1608, 74, 49.0, , 1
C, regex-redux, -1,  36.27, 17.41, 16.89, 0.00, 1.09, 1683, 1612, 69, 49.0, , 1
C, regex-redux, -1,  36.35, 17.43, 16.92, 0.00, 1.09, 1685, 1607, 75, 49.0, , 1
C, regex-redux, -1,  36.25, 17.39, 16.88, 0.00, 1.09, 1684, 1597, 84, 48.0, , 1
C, regex-redux, -1,  36.22, 17.44, 16.92, 0.00, 1.09, 1684, 1608, 73, 49.0, , 1
C, regex-redux, -1,  36.19, 17.38, 16.87, 0.00, 1.09, 1683, 1609, 72, 49.0, , 1
C, regex-redux, -1,  36.28, 17.46, 16.95, 0.00, 1.09, 1685, 1610, 73, 49.0, , 1
C, regex-redux, -1,  36.21, 17.43, 16.92, 0.00, 1.09, 1684, 1602, 79, 50.0, , 1
C, regex-redux, -1,  36.32, 17.41, 16.90, 0.00, 1.09, 1686, 1600, 82, 49.0, , 1
C, regex-redux, -1,  36.29, 17.46, 16.95, 0.00, 1.09, 1687, 1605, 76, 49.0, , 1
C, regex-redux, -1,  36.53, 17.51, 17.00, 0.00, 1.09, 1689, 1609, 77, 49.0, , 1
C, regex-redux, -1,  36.25, 17.43, 16.92, 0.00, 1.09, 1684, 1604, 78, 49.0, , 1
C, regex-redux, -1,  36.24, 17.34, 16.83, 0.00, 1.09, 1684, 1607, 75, 48.0, , 1
C, regex-redux, -1,  36.26, 17.34, 16.83, 0.00, 1.09, 1684, 1605, 76, 49.0, , 1
C, regex-redux, -1,  36.31, 17.38, 16.86, 0.00, 1.09, 1688, 1609, 72, 49.0, , 1
C, regex-redux, -1,  36.16, 17.39, 16.89, 0.00, 1.09, 1685, 1599, 83, 49.0, , 1
C, reverse-complement, -1,  2.72, 1.26, 1.22, 0.00, 0.16, 117, 33, 83, 49.0, , 1
C, reverse-complement, -1,  2.76, 1.26, 1.21, 0.00, 0.16, 118, 35, 82, 49.0, , 1
C, reverse-complement, -1,  2.79, 1.26, 1.21, 0.00, 0.16, 117, 35, 81, 49.0, , 1
C, reverse-complement, -1,  2.73, 1.26, 1.21, 0.00, 0.16, 117, 36, 80, 49.0, , 1
C, reverse-complement, -1,  2.75, 1.27, 1.22, 0.00, 0.16, 116, 38, 79, 49.0, , 1
C, reverse-complement, -1,  2.76, 1.27, 1.22, 0.00, 0.16, 116, 35, 82, 49.0, , 1
C, reverse-complement, -1,  2.72, 1.27, 1.23, 0.00, 0.16, 117, 38, 78, 48.0, , 1
C, reverse-complement, -1,  2.75, 1.29, 1.24, 0.00, 0.16, 117, 35, 81, 48.0, , 1
C, reverse-complement, -1,  2.71, 1.27, 1.22, 0.00, 0.16, 116, 43, 74, 48.0, , 1
C, reverse-complement, -1,  2.72, 1.26, 1.22, 0.00, 0.16, 116, 36, 79, 48.0, , 1
C, reverse-complement, -1,  2.74, 1.28, 1.24, 0.00, 0.16, 117, 41, 75, 48.0, , 1
C, reverse-complement, -1,  2.72, 1.27, 1.23, 0.00, 0.16, 117, 38, 78, 48.0, , 1
C, reverse-complement, -1,  2.74, 1.28, 1.23, 0.00, 0.16, 116, 39, 78, 48.0, , 1
C, reverse-complement, -1,  2.74, 1.29, 1.23, 0.00, 0.16, 116, 40, 77, 50.0, , 1
C, reverse-complement, -1,  2.72, 1.27, 1.22, 0.00, 0.16, 117, 35, 81, 50.0, , 1
C, reverse-complement, -1,  2.74, 1.28, 1.23, 0.00, 0.16, 116, 40, 76, 50.0, , 1
C, reverse-complement, -1,  2.72, 1.27, 1.22, 0.00, 0.16, 116, 38, 77, 50.0, , 1
C, reverse-complement, -1,  2.72, 1.28, 1.23, 0.00, 0.16, 117, 38, 78, 50.0, , 1
C, reverse-complement, -1,  2.77, 1.29, 1.24, 0.00, 0.16, 117, 38, 78, 50.0, , 1
C, reverse-complement, -1,  2.75, 1.29, 1.24, 0.00, 0.16, 117, 39, 77, 50.0, , 1
C, spectral-norm, -1,  23.78, 11.33, 10.99, 0.00, 0.58, 1154, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.73, 11.24, 10.89, 0.00, 0.58, 1151, 1149, 0, 49.0, , 1
C, spectral-norm, -1,  23.83, 11.27, 10.92, 0.00, 0.59, 1156, 1150, 1150, 48.0, , 1
C, spectral-norm, -1,  23.63, 11.24, 10.89, 0.00, 0.58, 1150, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.66, 11.28, 10.94, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.63, 11.16, 10.82, 0.00, 0.58, 1151, 1148, 1, 48.0, , 1
C, spectral-norm, -1,  23.64, 11.28, 10.94, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.62, 11.22, 10.87, 0.00, 0.58, 1150, 1150, 1150, 49.0, , 1
C, spectral-norm, -1,  23.68, 11.23, 10.89, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.75, 11.25, 10.91, 0.00, 0.58, 1150, 1150, 1150, 48.0, , 1
C, spectral-norm, -1,  23.82, 11.29, 10.95, 0.00, 0.59, 1158, 1149, 1, 48.0, , 1
C, spectral-norm, -1,  23.70, 11.25, 10.90, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.87, 11.23, 10.87, 0.00, 0.58, 1153, 1149, 1, 48.0, , 1
C, spectral-norm, -1,  23.73, 11.23, 10.89, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.65, 11.28, 10.93, 0.00, 0.58, 1150, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.66, 11.25, 10.90, 0.00, 0.58, 1150, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.64, 11.25, 10.90, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.67, 11.21, 10.87, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C, spectral-norm, -1,  23.66, 11.22, 10.87, 0.00, 0.58, 1151, 1148, 1, 48.0, , 1
C, spectral-norm, -1,  23.70, 11.20, 10.85, 0.00, 0.58, 1151, 1149, 0, 48.0, , 1
C++, binary-trees, -1,  54.33, 26.85, 26.05, 0.00, 1.73, 2435, 2357, 76, 48.0, , 1
C++, binary-trees, -1,  54.50, 26.95, 26.15, 0.00, 1.73, 2435, 2350, 83, 49.0, , 1
C++, binary-trees, -1,  54.43, 27.13, 26.33, 0.00, 1.73, 2440, 2353, 84, 49.0, , 1
C++, binary-trees, -1,  54.39, 26.96, 26.16, 0.00, 1.74, 2437, 2353, 80, 49.0, , 1
C++, binary-trees, -1,  54.12, 26.89, 26.09, 0.00, 1.73, 2433, 2364, 66, 49.0, , 1
C++, binary-trees, -1,  54.53, 27.00, 26.21, 0.00, 1.73, 2438, 2350, 83, 49.0, , 1
C++, binary-trees, -1,  55.06, 27.05, 26.25, 0.00, 1.73, 2443, 2355, 84, 49.0, , 1
C++, binary-trees, -1,  54.57, 26.99, 26.18, 0.00, 1.74, 2445, 2362, 80, 49.0, , 1
C++, binary-trees, -1,  54.62, 27.07, 26.27, 0.00, 1.73, 2444, 2366, 75, 49.0, , 1
C++, binary-trees, -1,  54.29, 26.93, 26.13, 0.00, 1.73, 2438, 2358, 77, 49.0, , 1
C++, binary-trees, -1,  54.86, 27.02, 26.21, 0.00, 1.76, 2448, 2357, 79, 49.0, , 1
C++, binary-trees, -1,  54.46, 27.04, 26.25, 0.00, 1.73, 2438, 2351, 84, 50.0, , 1
C++, binary-trees, -1,  54.37, 27.03, 26.24, 0.00, 1.73, 2436, 2346, 83, 50.0, , 1
C++, binary-trees, -1,  54.74, 27.23, 26.42, 0.00, 1.74, 2448, 2345, 94, 49.0, , 1
C++, binary-trees, -1,  54.33, 27.03, 26.22, 0.00, 1.74, 2437, 2345, 87, 49.0, , 1
C++, binary-trees, -1,  54.45, 26.86, 26.06, 0.00, 1.73, 2435, 2358, 74, 49.0, , 1
C++, binary-trees, -1,  54.42, 27.08, 26.29, 0.00, 1.73, 2441, 2346, 89, 50.0, , 1
C++, binary-trees, -1,  54.29, 27.19, 26.38, 0.00, 1.73, 2439, 2347, 84, 50.0, , 1
C++, binary-trees, -1,  55.04, 27.18, 26.36, 0.00, 1.79, 2457, 2357, 80, 50.0, , 1
C++, binary-trees, -1,  54.41, 27.00, 26.20, 0.00, 1.74, 2439, 2360, 76, 50.0, , 1
C++, fannkuch-redux, -1,  254.92, 115.89, 111.89, 0.00, 6.67, 13259, 13242, 13242, 48.0, , 1
C++, fannkuch-redux, -1,  255.78, 116.10, 112.11, 0.00, 6.69, 13275, 13243, 0, 48.0, , 1
C++, fannkuch-redux, -1,  255.41, 116.12, 112.11, 0.00, 6.68, 13275, 13245, 0, 48.0, , 1
C++, fannkuch-redux, -1,  254.63, 115.84, 111.84, 0.00, 6.67, 13247, 13237, 13237, 48.0, , 1
C++, fannkuch-redux, -1,  255.07, 115.44, 111.45, 0.00, 6.67, 13248, 13235, 0, 48.0, , 1
C++, fannkuch-redux, -1,  255.14, 115.88, 111.88, 0.00, 6.68, 13268, 13243, 0, 48.0, , 1
C++, fannkuch-redux, -1,  255.79, 116.02, 112.02, 0.00, 6.69, 13280, 13237, 0, 48.0, , 1
C++, fannkuch-redux, -1,  255.21, 116.38, 112.38, 0.00, 6.67, 13261, 13243, 0, 48.0, , 1
C++, fannkuch-redux, -1,  255.13, 116.13, 112.12, 0.00, 6.67, 13249, 13238, 13238, 48.0, , 1
C++, fannkuch-redux, -1,  257.38, 115.98, 111.97, 0.00, 6.68, 13260, 13241, 0, 49.0, , 1
C++, fannkuch-redux, -1,  256.07, 116.34, 112.33, 0.00, 6.68, 13266, 13240, 0, 49.0, , 1
C++, fannkuch-redux, -1,  255.85, 116.23, 112.22, 0.00, 6.68, 13265, 13237, 0, 48.0, , 1
C++, fannkuch-redux, -1,  256.47, 116.29, 112.29, 0.00, 6.67, 13258, 13243, 0, 48.0, , 1
C++, fannkuch-redux, -1,  256.10, 115.59, 111.59, 0.00, 6.67, 13251, 13234, 2, 48.0, , 1
C++, fannkuch-redux, -1,  255.84, 115.28, 111.28, 0.00, 6.67, 13263, 13244, 1, 48.0, , 1
C++, fannkuch-redux, -1,  256.41, 115.25, 111.25, 0.00, 6.68, 13270, 13244, 1, 48.0, , 1
C++, fannkuch-redux, -1,  255.35, 115.25, 111.25, 0.00, 6.67, 13262, 13241, 13241, 48.0, , 1
C++, fannkuch-redux, -1,  256.34, 115.11, 111.11, 0.00, 6.68, 13266, 13244, 13244, 49.0, , 1
C++, fannkuch-redux, -1,  257.69, 115.19, 111.18, 0.00, 6.67, 13262, 13240, 13240, 48.0, , 1
C++, fannkuch-redux, -1,  257.86, 116.16, 112.15, 0.00, 6.68, 13273, 13243, 1, 49.0, , 1
C++, fasta, -1,  19.32, 8.54, 8.25, 0.00, 0.50, 992, 980, 5, 48.0, , 1
C++, fasta, -1,  19.32, 8.42, 8.12, 0.00, 0.50, 987, 975, 10, 49.0, , 1
C++, fasta, -1,  19.20, 8.49, 8.18, 0.00, 0.50, 988, 982, 3, 48.0, , 1
C++, fasta, -1,  19.21, 8.51, 8.21, 0.00, 0.50, 987, 980, 5, 48.0, , 1
C++, fasta, -1,  19.27, 8.46, 8.16, 0.00, 0.50, 987, 982, 3, 48.0, , 1
C++, fasta, -1,  19.22, 8.49, 8.20, 0.00, 0.50, 986, 981, 4, 48.0, , 1
C++, fasta, -1,  19.26, 8.50, 8.20, 0.00, 0.50, 987, 978, 7, 48.0, , 1
C++, fasta, -1,  19.20, 8.44, 8.14, 0.00, 0.50, 987, 980, 5, 48.0, , 1
C++, fasta, -1,  19.25, 8.48, 8.18, 0.00, 0.50, 988, 980, 5, 48.0, , 1
C++, fasta, -1,  19.18, 8.47, 8.16, 0.00, 0.50, 989, 975, 10, 48.0, , 1
C++, fasta, -1,  19.12, 8.45, 8.15, 0.00, 0.50, 987, 982, 3, 48.0, , 1
C++, fasta, -1,  19.07, 8.38, 8.09, 0.00, 0.50, 987, 974, 11, 48.0, , 1
C++, fasta, -1,  19.19, 8.47, 8.17, 0.00, 0.50, 987, 981, 4, 49.0, , 1
C++, fasta, -1,  19.04, 8.48, 8.19, 0.00, 0.50, 987, 983, 2, 48.0, , 1
C++, fasta, -1,  19.22, 8.49, 8.19, 0.00, 0.50, 986, 980, 5, 49.0, , 1
C++, fasta, -1,  19.12, 8.46, 8.16, 0.00, 0.50, 985, 977, 9, 49.0, , 1
C++, fasta, -1,  19.12, 8.40, 8.10, 0.00, 0.50, 987, 978, 7, 48.0, , 1
C++, fasta, -1,  19.18, 8.49, 8.20, 0.00, 0.50, 986, 982, 3, 48.0, , 1
C++, fasta, -1,  19.06, 8.59, 8.29, 0.00, 0.50, 986, 979, 6, 48.0, , 1
C++, fasta, -1,  19.11, 8.55, 8.26, 0.00, 0.50, 985, 981, 5, 49.0, , 1
C++, k-nucleotide, -1,  79.84, 37.26, 36.07, 0.00, 2.94, 3756, 3612, 138, 50.0, , 1
C++, k-nucleotide, -1,  80.37, 37.35, 36.14, 0.00, 2.95, 3752, 3591, 153, 50.0, , 1
C++, k-nucleotide, -1,  79.50, 37.20, 36.00, 0.00, 2.92, 3741, 3581, 153, 50.0, , 1
C++, k-nucleotide, -1,  79.85, 37.11, 35.91, 0.00, 2.94, 3747, 3597, 141, 50.0, , 1
C++, k-nucleotide, -1,  80.02, 37.08, 35.89, 0.00, 2.95, 3753, 3603, 144, 50.0, , 1
C++, k-nucleotide, -1,  79.87, 36.98, 35.80, 0.00, 2.94, 3745, 3579, 159, 50.0, , 1
