,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,slope_individual,power,lang
35, spectral-norm,2552.650764465332,10.21945683810664,79578.5625,272.8816063675784,0.03207711579943822,-1,Python
36, binary-trees,10.792503356933594,0.08908030577435241,4276.0625,253.230494991717,0.002523934894995944,2,C
37, fannkuch-redux,23.671524047851562,0.275243054665776,8934.5625,9.27340788221892,0.00264943292386746,2,C
38, fasta,2.9238510131835938,0.03648464771384272,1494.9375,14.527855786384995,0.001955834951751223,2,C
39, k-nucleotide,32.78778076171875,0.24943906655736053,11249.25,49.19540120783649,0.002914663711955797,2,C
40, mandelbrot,11.320354461669922,0.07321691305460173,4291.6875,6.68691586233893,0.00263773969136148,2,C
41, n-body,8.504714965820312,0.08999293706709087,4331.75,40.780663309956104,0.0019633439062319647,2,C
42, regex-redux,6.816509246826172,0.05631984820658543,3129.5,2.207940216581962,0.002178146428127871,2,C
43, reverse-complement,0.5428085327148438,0.005432209271468702,276.375,7.140334375923861,0.001964029064549412,2,C
44, spectral-norm,4.210559844970703,0.023666359392914255,1398.0,4.330127018922194,0.0030118453826686003,2,C
45, binary-trees,10.328559875488281,0.10066797298787604,3470.0625,53.646375401792056,0.002976476612593658,2,C++
46, fannkuch-redux,41.26642608642578,0.379912593965555,16007.875,16.343481116335038,0.002577882828696862,2,C++
47, fasta,4.187732696533203,0.025434421572101115,2132.875,17.338090292762924,0.001963421530344349,2,C++
48, k-nucleotide,15.537849426269531,0.10870116266939932,6283.5,29.778347838656195,0.002472801691138622,2,C++
49, mandelbrot,9.452339172363281,0.05165990023107854,3375.625,4.9355217555999085,0.002800174537267404,2,C++
50, n-body,8.898670196533203,0.055821277135697005,4524.8125,28.1740544428735,0.0019666384400531963,2,C++
51, regex-redux,8.32114028930664,0.11025918192939389,4235.6875,61.81698669257504,0.0019645312099409225,2,C++
52, reverse-complement,0.7671928405761719,0.00808190859146804,389.0625,4.436619630980325,0.0019719012769829317,2,C++
53, spectral-norm,3.946441650390625,0.02058082028365227,1609.75,5.153882032022076,0.002451586675192188,2,C++
54, binary-trees,19.90017318725586,0.23840319136744506,6801.3125,83.14424119414404,0.002925931309178318,2,Java
55, fannkuch-redux,115.21907043457031,2.8950559460107352,36679.875,689.6528904999964,0.0031412067362435207,2,Java
56, fasta,9.827285766601562,0.10238091330056634,4425.4375,14.216929828552999,0.002220635986069527,2,Java
57, k-nucleotide,44.612911224365234,0.6870429288356295,16937.0,106.53931199327317,0.0026340503763573973,2,Java
58, mandelbrot,37.096500396728516,0.43195104951231283,14383.0,150.9975165358689,0.002579190738839499,2,Java
59, n-body,19.907379150390625,0.23943972678450984,10132.1875,121.5757062235297,0.0019647661623307527,2,Java
60, regex-redux,48.17428207397461,0.6692270680894494,18885.875,270.1513175518491,0.002550810172892419,2,Java
61, reverse-complement,4.191783905029297,0.03348015622063041,2139.625,19.921329649398405,0.0019591208295983162,2,Java
62, spectral-norm,6.53466796875,0.046488619859002524,2525.0,9.810708435174291,0.0025879873143564358,2,Java
63, binary-trees,368.4031219482422,2.736069204255294,114341.5,226.1830011296163,0.0032219546004577707,2,Python
64, fannkuch-redux,3578.8297576904297,28.089271256510106,1021808.75,4343.280550171725,0.003502445793002291,2,Python
65, fasta,217.15674591064453,2.007277892502488,110430.4375,1014.5904942851328,0.0019664573538490646,2,Python
66, k-nucleotide,450.5161666870117,2.015528954399762,137541.1875,774.1036928885884,0.0032755000511175006,2,Python
67, mandelbrot,1786.451759338379,20.96644705258112,517218.4375,4161.238351872403,0.0034539599322353605,2,Python
68, n-body,1315.8862419128418,19.31071779372109,671462.0625,9986.243415749175,0.001959732820963123,2,Python
69, regex-redux,55.322147369384766,0.47912792058112963,25456.9375,174.01704972142815,0.0021731658558451802,2,Python
70, reverse-complement,9.677371978759766,0.12400896346260618,4922.6875,59.89962306851354,0.0019658716867076704,2,Python
71, spectral-norm,1210.5752983093262,11.806276075347498,359964.5,1168.4261315975434,0.003363040795159873,2,Python
72, binary-trees,14.721290588378906,0.058836477409105935,1486.1875,5.72515010720243,0.009905406005890176,10,C
73, fannkuch-redux,30.676387786865234,0.04968788657374484,3079.625,4.794202227691277,0.00996107895827097,10,C
74, fasta,5.395454406738281,0.021926225507789915,667.0625,1.8864235340983213,0.008088379134996018,10,C
75, k-nucleotide,42.8064079284668,0.33841440172805975,4298.9375,32.84712458876728,0.009957439001722355,10,C
76, mandelbrot,14.141624450683594,0.025037993259110367,1418.6875,2.0530084632071053,0.009968103934575862,10,C
77, n-body,16.63747787475586,0.04114362616616658,1728.625,3.2379584617471546,0.00962468891445852,10,C
78, regex-redux,9.487022399902344,0.023932094860054633,954.0,3.181980515339464,0.009944467924425937,10,C
79, reverse-complement,1.0039138793945312,0.028951185931382677,115.1875,2.9414866564375233,0.008715475892736028,10,C
80, spectral-norm,4.946956634521484,0.006199706976494658,495.9375,3.815572532399299,0.00997495981756065,10,C
81, binary-trees,12.907325744628906,0.32269571884613046,1313.9375,29.88199447409761,0.009823393992963064,10,C++
82, fannkuch-redux,50.18873977661133,0.0874666710338482,5037.0625,8.764051217901457,0.0099638906161302,10,C++
83, fasta,7.054962158203125,0.016443609095085354,708.75,2.1937410968480306,0.009954091228505291,10,C++
84, k-nucleotide,23.532455444335938,0.19024539307071936,2384.875,21.719446931264155,0.009867374786660072,10,C++
85, mandelbrot,11.26382064819336,0.02443989311127598,1132.5625,4.137764342008858,0.009945429632530972,10,C++
86, n-body,17.067996978759766,0.03625230406731879,1719.0625,2.9889118003045856,0.009928665757504318,10,C++
87, regex-redux,12.315040588378906,0.07217380088126069,1249.75,7.066647012551285,0.009854003271357397,10,C++
88, reverse-complement,1.5952072143554688,0.008725996381373956,164.375,2.2878756522153907,0.009704682672884981,10,C++
89, spectral-norm,4.879352569580078,0.017293826029586574,488.5625,2.6450129961873534,0.00998716145750048,10,C++
90, binary-trees,31.184078216552734,0.3555697684460072,3160.6875,37.56281197873769,0.009866232652406394,10,Java
91, fannkuch-redux,130.99180603027344,2.8897732985765083,13160.0625,294.6810709797119,0.009953737380067416,10,Java
92, fasta,13.014663696289062,0.07344703796264196,1355.3125,17.484703135884235,0.009602703211465299,10,Java
93, k-nucleotide,55.959564208984375,0.5813602978161567,5668.125,55.92615108337065,0.009872676451028227,10,Java
94, mandelbrot,46.248085021972656,0.2225764646914686,4666.625,26.73451654696602,0.009910392418926453,10,Java
95, n-body,37.57942199707031,0.20486918943677562,4064.375,13.387844299961065,0.009246051852270107,10,Java
96, regex-redux,60.772953033447266,0.6195496141175946,6167.9375,65.91705844278854,0.009853042939142504,10,Java
97, reverse-complement,7.547039031982422,0.03805043766075674,793.625,5.8829733128750465,0.009509578241590703,10,Java
98, spectral-norm,7.950153350830078,0.030292656541106435,819.5,8.374067112222113,0.009701224345125171,10,Java
99, binary-trees,440.4966812133789,1.9870382958583084,44888.75,210.6191764773569,0.009813075240753616,10,Python
100, fannkuch-redux,4012.0222091674805,14.605557283717552,402820.5,1477.24232101575,0.009959826297736785,10,Python
101, fasta,424.24918365478516,0.5893647944080752,42576.9375,57.213928319509755,0.009964295427654589,10,Python
102, k-nucleotide,547.850715637207,2.5822265565629787,54987.125,257.1322313032732,0.009963254409776962,10,Python
103, mandelbrot,2101.6531944274902,8.255413612202439,210913.0,830.5133954368225,0.009964550285793149,10,Python
104, n-body,2474.463653564453,20.990412687236148,248430.4375,2110.8821606365786,0.00996038842287372,10,Python
105, regex-redux,86.09552764892578,0.17821986558767322,8673.9375,15.097469779734617,0.009925772193876862,10,Python
106, reverse-complement,15.756732940673828,0.03140116221247277,1586.75,5.55090082779363,0.009930192494516356,10,Python
107, spectral-norm,1461.3574981689453,7.928807664478655,146726.0625,840.9494982421655,0.009959767700908251,10,Python
108, binary-trees,16.643611907958984,0.07869287119263654,1199.0,5.755432216610669,0.013881244293543774,15,C
109, fannkuch-redux,36.39408493041992,0.0240368669735677,2437.25,3.344772040064913,0.014932438170241018,15,C
110, fasta,5.392425537109375,0.042879190093188115,666.1875,1.2854352375751958,0.008094456196054978,15,C
111, k-nucleotide,51.4556884765625,0.5739591207811858,3549.9375,39.36284534621449,0.014494815324653604,15,C
112, mandelbrot,17.537029266357422,0.020002040185632713,1172.375,2.8912583765550943,0.014958549326245801,15,C
113, n-body,16.578750610351562,0.06023972613379956,1726.6875,2.9094404530768454,0.009601477169639301,15,C
114, regex-redux,10.804302215576172,0.021487362813725767,809.875,1.899835519196333,0.01334070346112199,15,C
115, reverse-complement,1.160064697265625,0.03432440773566877,108.8125,2.098176291449315,0.010661134495261343,15,C
116, spectral-norm,5.989837646484375,0.01869688009711197,400.0625,1.71277370075559,0.014972254701413841,15,C
117, binary-trees,15.340023040771484,0.21124832497229057,1094.5625,25.507275310193364,0.014014752963646649,15,C++
118, fannkuch-redux,62.57787322998047,0.06191095243202931,4184.0625,5.2970363176025135,0.014956247242955972,15,C++
119, fasta,7.744422912597656,0.01933783939669949,662.75,2.839454172900137,0.011685285420743352,15,C++
120, k-nucleotide,30.307483673095703,0.24735716634379432,2210.625,19.776485405652846,0.013709916278471339,15,C++
121, mandelbrot,13.857807159423828,0.01944463979927551,935.0,1.9685019685029528,0.01482118412772602,15,C++
122, n-body,17.146610260009766,0.024640326759513855,1714.4375,3.316035848720577,0.010001303786232957,15,C++
123, regex-redux,13.500877380371094,0.049499370019712254,1117.375,8.56500875656295,0.012082673570082643,15,C++
124, reverse-complement,1.6511573791503906,0.012313057473820239,161.75,0.5590169943749475,0.010208082714994687,15,C++
125, spectral-norm,6.146587371826172,0.011318601492751608,410.625,1.653594569415369,0.01496885813534532,15,C++
126, binary-trees,42.45697784423828,0.4947808253976021,2944.875,39.06544988861641,0.014417242784239835,15,Java
127, fannkuch-redux,161.85626220703125,1.6240541149288208,10842.3125,111.17706527764618,0.01492820486469388,15,Java
128, fasta,16.193557739257812,0.10868494836348129,1156.75,27.925123097311495,0.013999185424039605,15,Java
129, k-nucleotide,65.58278274536133,0.2602360521733433,4652.5625,26.162876251475105,0.014096056258322446,15,Java
130, mandelbrot,57.559932708740234,0.2217565368304683,3883.4375,18.169234814653038,0.014821902685118592,15,Java
131, n-body,37.34060287475586,0.21984366048451257,4062.375,13.738063000292291,0.009191815840427301,15,Java
132, regex-redux,70.96576690673828,0.563624988422604,5167.75,51.725839770853405,0.01373243034332897,15,Java
133, reverse-complement,7.958606719970703,0.03432461271604479,760.125,4.3857011982122085,0.010470128886657725,15,Java
134, spectral-norm,9.615535736083984,0.14686476982020588,682.1875,21.86669485198895,0.014095150872867042,15,Java
135, binary-trees,532.6322021484375,2.1527171660200763,37364.3125,171.60154382682575,0.014255105112624178,15,Python
136, fannkuch-redux,4600.27498626709,11.480107739207696,307785.125,820.0429771511979,0.014946385034907356,15,Python
137, fasta,437.70816802978516,2.2287313365549104,41172.3125,106.10414621375547,0.010631129063488605,15,Python
138, k-nucleotide,663.4134407043457,2.7337607881909904,44567.6875,179.83489606789334,0.014885525319309999,15,Python
139, mandelbrot,2390.682918548584,10.970160089635137,159796.0,734.034995759739,0.01496084331615675,15,Python
140, n-body,2669.207321166992,16.63010187262801,234451.0,1763.5098879790837,0.01138492615159241,15,Python
141, regex-redux,93.41738891601562,0.28597118496512125,7731.5,20.685139593437604,0.01208269920662428,15,Python
142, reverse-complement,17.594581604003906,0.09189051527871926,1441.125,3.461845606031557,0.012208921227515938,15,Python
143, spectral-norm,1651.3108253479004,9.04741140338105,110434.625,609.3981534062932,0.014952835900406239,15,Python
144, binary-trees,20.5484619140625,0.053442400761963334,1034.6875,5.168640416008837,0.019859582641196014,25,C
145, fannkuch-redux,47.484310150146484,0.05525533658093965,1971.5,1.8708286933869707,0.024085371620667758,25,C
146, fasta,5.359210968017578,0.022416804521535834,667.75,2.75,0.008025774568352793,25,C
147, k-nucleotide,66.79909133911133,0.5523198736668788,3129.625,47.0742432228071,0.02134411993101772,25,C
148, mandelbrot,23.172218322753906,0.03767241362431308,948.0625,3.091697551507909,0.024441656876792308,25,C
149, n-body,16.417312622070312,0.1187205462020511,1727.9375,3.7494791304926607,0.00950110326448168,25,C
150, regex-redux,13.219375610351562,0.0484225668306895,717.5,3.48209706929603,0.018424216878538763,25,C
151, reverse-complement,1.3392372131347656,0.007948773766172474,106.4375,1.539835624344365,0.012582381333033616,25,C
152, spectral-norm,7.992061614990234,0.026061086783423112,321.5625,2.78318050977654,0.024853835926111515,25,C
153, binary-trees,20.351364135742188,0.6150777888091191,941.375,37.39631499225559,0.02161876418615556,25,C++
154, fannkuch-redux,77.2353515625,0.08902331931377096,3529.5,3.6571847095819483,0.02188280253931152,25,C++
155, fasta,7.683292388916016,0.029892800948958475,662.5625,2.1203994317109216,0.01159632848058261,25,C++
156, k-nucleotide,36.380313873291016,0.2708553588583867,2115.3125,27.808988542376007,0.0171985528725855,25,C++
157, mandelbrot,18.491981506347656,0.014719376059573998,759.3125,1.4456291882775472,0.024353584994778375,25,C++
158, n-body,16.93134307861328,0.11959985239116841,1718.0625,1.9515618744994994,0.009854905207821766,25,C++
159, regex-redux,15.365821838378906,0.040876276009761466,1041.125,8.88731539892672,0.01475886357390218,25,C++
160, reverse-complement,1.6070022583007812,0.00866368391806778,161.75,1.0307764064044151,0.009935098969402048,25,C++
161, spectral-norm,7.303802490234375,0.019539580952577466,355.9375,1.9515618744994994,0.020519901640693592,25,C++
162, binary-trees,58.8990364074707,0.4915407920044657,2811.0,23.53720459187964,0.020953054573984598,25,Java
163, fannkuch-redux,218.32675170898438,3.986656227035966,8830.0,161.70111316871012,0.02472556644495859,25,Java
164, fasta,19.292510986328125,0.29077900717458116,1072.8125,21.952274227286793,0.01798311539651908,25,Java
165, k-nucleotide,84.67158126831055,0.6104385700079501,3906.0,32.0,0.02167731215266527,25,Java
166, mandelbrot,72.24563217163086,1.0629936618013298,3254.8125,33.88439675942306,0.022196557304493228,25,Java
167, n-body,37.078243255615234,0.29018361046577623,4076.6875,12.09710063403624,0.009095188987533441,25,Java
168, regex-redux,90.53655624389648,0.6352493212916156,4458.625,53.805059009353386,0.02030593652614797,25,Java
169, reverse-complement,8.082557678222656,0.03582679107421864,754.5625,5.171662571166066,0.010711581450473164,25,Java
170, spectral-norm,11.997867584228516,0.09030620481225068,571.875,7.631145064798598,0.020979877742913253,25,Java
171, binary-trees,700.1531753540039,1.1034729786614084,32073.5625,192.88564252880514,0.021829604221670226,25,Python
172, fannkuch-redux,6114.6424560546875,20.38725625169639,245969.9375,915.8888762255768,0.024859308085382132,25,Python
173, fasta,435.32580947875977,1.9221910545927143,41137.875,112.82224680886301,0.010582117075292776,25,Python
174, k-nucleotide,910.9031066894531,5.051923594528221,37108.0625,210.21788362018586,0.024547309811431224,25,Python
175, mandelbrot,3187.765552520752,8.967178606911414,127776.625,362.0971684161587,0.024947955484978194,25,Python
176, n-body,2699.884048461914,22.97418736616012,234983.75,2063.2879858371684,0.011489662789286127,25,Python
177, regex-redux,106.89411544799805,0.32637599538440604,7229.9375,12.631650476085854,0.01478492939226626,25,Python
178, reverse-complement,19.70087432861328,0.06582503257645327,1369.0625,3.848193569715536,0.014390047443862703,25,Python
179, spectral-norm,2212.154155731201,4.915098130820265,88770.5625,197.48416669128187,0.024919906931210458,25,Python
