;nome;consumo_medio;desvio_consumo;tempo_medio;desvio_tempo;slope_individual;power;lang
0; binary-trees;22,481250000000003;0,12419113293629316;975,375;6,081478027585071;0,023048827374086894;-1;C
1; fannkuch-redux;47,75;0,0940744386111342;1968,375;0,5994789404140899;0,02425858893757541;-1;C
2; fasta;5,478125;0,038926011547550016;663,6875;0,582961190818051;0,00825407288821923;-1;C
3; k-nucleotide;69,24812500000002;0,9432206710918709;2916,1875;77,53484599681617;0,023746115433249754;-1;C
4; mandelbrot;23,200625;0,09503083381197952;944,375;0,7806247497997998;0,02456717405691595;-1;C
5; n-body;16,816875000000003;0,07015329197550191;1722,75;0,6614378277661477;0,009761645624727908;-1;C
6; regex-redux;13,7975;0,03897114317029991;695,3125;1,2103072956898178;0,019843595505617977;-1;C
7; reverse-complement;1,3250000000000002;0,007905694150420955;103,5;0,7905694150420949;0,01280193236714976;-1;C
8; spectral-norm;8,314375;0,01836053852696053;306,0625;0,6584783595532961;0,027165611598938124;-1;C
9; binary-trees;21,454375;0,7854216124954799;854,6875;55,79170945355591;0,02510201096892139;-1;C++
10; fannkuch-redux;77,81312500000001;0,09537549147972992;3528,125;4,044672421840859;0,022055093002657223;-1;C++
11; fasta;7,718125000000001;0,03186274274132723;658,8125;0,3903123748998999;0,01171520728583626;-1;C++
12; k-nucleotide;36,9225;0,21827448316282894;2087,1875;17,241732620302404;0,01769007336427609;-1;C++
13; mandelbrot;18,814999999999998;0,029154759474226605;741,5;0,6123724356957945;0,02537424140256237;-1;C++
14; n-body;17,55625;0,045672064766112644;1711,125;0,4841229182759271;0,010260062824165387;-1;C++
15; regex-redux;15,99;0,06254998001598373;1024,9375;10,274171195283833;0,015600951277516923;-1;C++
16; reverse-complement;1,6162500000000002;0,00780624749799798;158,25;0,5590169943749475;0,010213270142180096;-1;C++
17; spectral-norm;7,352499999999999;0,024622144504490365;353,0625;1,0879309490955758;0,02082492476544521;-1;C++
18; binary-trees;59,98375;0,5551337113705134;2779,8125;17,241732620302404;0,021578343863120266;-1;Java
19; fannkuch-redux;232,4975;5,005376484341615;8077,4375;159,12101084944754;0,02878357152252803;-1;Java
20; fasta;19,295625;0,320136079464655;1073,5625;23,640454601170426;0,017973452873027887;-1;Java
21; k-nucleotide;88,28625;0,9576525661741848;3763,125;32,324284601519025;0,023460886895864473;-1;Java
22; mandelbrot;73,05375000000001;0,501832579153646;3261,4375;22,3494092483448;0,022399248797501103;-1;Java
23; n-body;37,588125000000005;0,1419603267642056;4057,0;10,954451150103322;0,009265004929751049;-1;Java
24; regex-redux;94,93062499999999;0,7195872840559367;4279,875;27,597271151329437;0,022180700370922048;-1;Java
25; reverse-complement;8,181249999999999;0,03314268395890715;751,0625;10,662250876339385;0,010892901722559705;-1;Java
