,experiment,language,benchmark,power_limit,mean_PSys,mean_user_time,mean_system_time,mean_cpu_time_ms
295,single,C,fannkuch-redux,10,147.18785714285713,7406.428571428572,0.07142857142857142,7406.5
296,single,C,fannkuch-redux,15,149.62142857142857,7406.214285714285,0.21428571428571427,7406.428571428571
297,single,C,fannkuch-redux,25,150.32999999999998,7406.357142857143,0.21428571428571427,7406.571428571428
298,single,C,fasta,-1,12.602142857142857,648.5714285714286,11.785714285714286,660.3571428571429
299,single,C,fasta,2,18.34357142857143,1485.857142857143,31.5,1517.357142857143
300,single,C,fasta,10,12.526428571428571,646.6428571428571,13.785714285714286,660.4285714285714
301,single,C,fasta,15,12.635,647.2857142857143,13.0,660.2857142857143
302,single,C,fasta,25,12.661428571428573,645.7142857142857,14.5,660.2142857142857
303,single,C,k-nucleotide,-1,165.31285714285715,7336.5,97.5,7434.0
304,single,C,k-nucleotide,2,253.5207142857143,20845.071428571428,233.07142857142858,21078.142857142855
305,single,C,k-nucleotide,10,164.23428571428573,7749.214285714285,100.85714285714286,7850.071428571428
306,single,C,k-nucleotide,15,166.98071428571433,7348.928571428572,99.14285714285714,7448.071428571428
307,single,C,k-nucleotide,25,167.6764285714286,7361.214285714285,101.71428571428571,7462.928571428571
308,single,C,mandelbrot,-1,71.01285714285716,3555.785714285714,11.642857142857142,3567.4285714285716
309,single,C,mandelbrot,2,102.98785714285715,8525.857142857143,31.357142857142858,8557.214285714286
310,single,C,mandelbrot,10,70.64928571428571,3556.1428571428573,11.285714285714286,3567.4285714285716
311,single,C,mandelbrot,15,71.07428571428572,3555.0,12.928571428571429,3567.9285714285716
312,single,C,mandelbrot,25,71.3,3557.0714285714284,10.642857142857142,3567.714285714286
313,single,C,n-body,-1,35.41357142857144,1718.5714285714287,0.0,1718.5714285714287
314,single,C,n-body,2,51.38357142857143,4241.928571428572,0.9285714285714286,4242.857142857143
315,single,C,n-body,10,35.26714285714286,1718.2142857142858,0.0,1718.2142857142858
316,single,C,n-body,15,35.550714285714285,1718.5,0.0,1718.5
317,single,C,n-body,25,35.58214285714286,1718.7142857142858,0.0,1718.7142857142858
318,single,C,regex-redux,-1,36.28142857142858,1606.357142857143,75.14285714285714,1681.5
319,single,C,regex-redux,2,52.12714285714286,4085.4285714285716,186.5,4271.928571428572
320,single,C,regex-redux,10,36.23357142857143,1632.2142857142858,78.07142857142857,1710.2857142857144
321,single,C,regex-redux,15,36.43071428571428,1605.0,78.07142857142857,1683.0714285714287
322,single,C,regex-redux,25,36.489285714285714,1605.142857142857,78.07142857142857,1683.2142857142858
323,single,C,reverse-complement,-1,2.735714285714286,37.857142857142854,78.35714285714286,116.21428571428572
324,single,C,reverse-complement,2,3.6385714285714283,106.28571428571429,172.71428571428572,279.0
325,single,C,reverse-complement,10,2.719285714285714,39.07142857142857,81.21428571428571,120.28571428571428
326,single,C,reverse-complement,15,2.777142857142857,37.0,80.14285714285714,117.14285714285714
327,single,C,reverse-complement,25,2.795714285714286,36.642857142857146,80.71428571428571,117.35714285714286
328,single,C,spectral-norm,-1,23.689285714285713,1149.0,0.07142857142857142,1149.0714285714287
329,single,C,spectral-norm,2,35.017857142857146,2905.1428571428573,1.3571428571428572,2906.5
330,single,C,spectral-norm,10,23.712857142857143,1149.0,0.2857142857142857,1149.2857142857142
331,single,C,spectral-norm,15,23.695,1149.2142857142858,0.14285714285714285,1149.357142857143
332,single,C,spectral-norm,25,23.820714285714285,1149.0,0.21428571428571427,1149.2142857142858
333,single,C++,binary-trees,-1,54.46785714285714,2353.0,82.0,2435.0
334,single,C++,binary-trees,2,82.91499999999999,6627.214285714285,218.64285714285714,6845.857142857142
335,single,C++,binary-trees,10,54.26642857142857,2460.0,81.14285714285714,2541.1428571428573
336,single,C++,binary-trees,15,54.66285714285715,2352.785714285714,80.85714285714286,2433.642857142857
337,single,C++,binary-trees,25,54.978571428571435,2355.5714285714284,78.5,2434.0714285714284
338,single,C++,fannkuch-redux,-1,255.77785714285716,13241.142857142857,0.2857142857142857,13241.42857142857
339,single,C++,fannkuch-redux,2,359.7314285714286,30076.428571428572,2.0,30078.428571428572
340,single,C++,fannkuch-redux,10,256.6821428571429,13240.5,0.7142857142857143,13241.214285714286
341,single,C++,fannkuch-redux,15,257.2242857142857,13240.0,0.8571428571428571,13240.857142857143
342,single,C++,fannkuch-redux,25,257.69,13240.714285714286,0.5714285714285714,13241.285714285716
343,single,C++,fasta,-1,19.184285714285714,979.7857142857143,5.357142857142857,985.1428571428572
344,single,C++,fasta,2,27.670714285714286,2271.214285714286,12.142857142857142,2283.357142857143
345,single,C++,fasta,10,19.05,979.8571428571429,5.142857142857143,985.0
346,single,C++,fasta,15,19.032857142857146,980.2142857142857,4.785714285714286,985.0
347,single,C++,fasta,25,19.03,980.4285714285714,4.5,984.9285714285714
348,single,C++,k-nucleotide,-1,80.06285714285714,3587.285714285714,153.07142857142858,3740.3571428571427
349,single,C++,k-nucleotide,2,116.89571428571426,9003.42857142857,357.2857142857143,9360.714285714284
350,single,C++,k-nucleotide,10,80.15857142857143,3605.4285714285716,155.21428571428572,3760.6428571428573
351,single,C++,k-nucleotide,15,80.06642857142857,3585.785714285714,156.0,3741.785714285714
352,single,C++,k-nucleotide,25,80.19357142857142,3586.285714285714,158.64285714285714,3744.9285714285716
353,single,C++,mandelbrot,-1,56.741428571428564,2696.785714285714,11.857142857142858,2708.642857142857
354,single,C++,mandelbrot,2,79.52142857142856,6569.571428571428,31.5,6601.071428571428
355,single,C++,mandelbrot,10,56.619285714285716,2698.9285714285716,10.357142857142858,2709.285714285714
356,single,C++,mandelbrot,15,56.809999999999995,2697.3571428571427,11.428571428571429,2708.785714285714
357,single,C++,mandelbrot,25,56.79785714285714,2697.0,11.857142857142858,2708.8571428571427
358,single,C++,n-body,-1,36.19,1706.142857142857,0.21428571428571427,1706.357142857143
359,single,C++,n-body,2,52.43642857142857,4374.071428571428,0.8571428571428571,4374.928571428572
360,single,C++,n-body,10,36.19571428571429,1711.7142857142858,0.0,1711.7142857142858
361,single,C++,n-body,15,36.250714285714274,1706.642857142857,0.07142857142857142,1706.7142857142858
362,single,C++,n-body,25,36.15214285714286,1706.857142857143,0.07142857142857142,1706.9285714285716
363,single,C++,regex-redux,-1,40.55357142857143,1708.357142857143,150.64285714285714,1859.0
364,single,C++,regex-redux,2,57.59499999999999,4320.142857142857,370.85714285714283,4691.0
365,single,C++,regex-redux,10,40.521428571428565,1744.857142857143,153.85714285714286,1898.7142857142858
366,single,C++,regex-redux,15,40.545714285714276,1707.642857142857,152.78571428571428,1860.4285714285713
367,single,C++,regex-redux,25,40.419999999999995,1704.857142857143,155.28571428571428,1860.142857142857
368,single,C++,reverse-complement,-1,3.603571428571428,70.35714285714286,86.28571428571429,156.64285714285717
369,single,C++,reverse-complement,2,4.720714285714286,169.0,197.35714285714286,366.3571428571429
370,single,C++,reverse-complement,10,3.597857142857143,73.78571428571429,86.14285714285714,159.92857142857144
371,single,C++,reverse-complement,15,3.5850000000000004,72.42857142857143,84.78571428571429,157.21428571428572
372,single,C++,reverse-complement,25,3.6021428571428564,73.71428571428571,83.85714285714286,157.57142857142856
373,single,C++,spectral-norm,-1,25.293571428571425,1326.142857142857,0.21428571428571427,1326.357142857143
374,single,C++,spectral-norm,2,34.997142857142855,2897.785714285714,0.8571428571428571,2898.642857142857
375,single,C++,spectral-norm,10,25.20928571428571,1325.9285714285713,0.21428571428571427,1326.142857142857
376,single,C++,spectral-norm,15,25.04928571428572,1326.0714285714287,0.0,1326.0714285714287
377,single,C++,spectral-norm,25,25.187857142857148,1326.0714285714287,0.07142857142857142,1326.1428571428573
378,single,Java,binary-trees,-1,136.90428571428572,5404.785714285715,175.14285714285714,5579.928571428572
379,single,Java,binary-trees,2,204.65857142857143,15355.642857142857,488.85714285714283,15844.5
380,single,Java,binary-trees,10,135.33642857142857,5750.285714285715,183.21428571428572,5933.5
381,single,Java,binary-trees,15,137.87714285714284,5440.785714285715,180.5,5621.285714285715
382,single,Java,binary-trees,25,138.15142857142854,5455.642857142857,170.5,5626.142857142857
383,single,Java,fannkuch-redux,-1,608.952857142857,28849.928571428572,16.5,28866.428571428572
384,single,Java,fannkuch-redux,2,947.4685714285714,79038.42857142857,42.42857142857143,79080.85714285713
385,single,Java,fannkuch-redux,10,618.1735714285714,29391.714285714286,16.214285714285715,29407.928571428572
386,single,Java,fannkuch-redux,15,619.5085714285714,29204.214285714286,16.0,29220.214285714286
387,single,Java,fannkuch-redux,25,618.0178571428571,29146.714285714286,16.357142857142858,29163.071428571428
388,single,Java,fasta,-1,55.166428571428575,2750.0714285714284,25.071428571428573,2775.142857142857
389,single,Java,fasta,2,80.9307142857143,6656.0,65.21428571428571,6721.214285714285
390,single,Java,fasta,10,54.78142857142857,2748.285714285714,26.357142857142858,2774.642857142857
391,single,Java,fasta,15,55.50071428571429,2748.714285714286,24.714285714285715,2773.4285714285716
392,single,Java,fasta,25,55.38,2749.9285714285716,25.857142857142858,2775.785714285714
393,single,Java,k-nucleotide,-1,221.20928571428573,10160.07142857143,178.92857142857142,10339.0
394,single,Java,k-nucleotide,2,331.7114285714286,27092.714285714286,464.7142857142857,27557.428571428572
395,single,Java,k-nucleotide,10,222.20642857142857,10259.857142857143,184.0,10443.857142857143
396,single,Java,k-nucleotide,15,223.07071428571427,10150.142857142857,178.71428571428572,10328.857142857143
397,single,Java,k-nucleotide,25,222.38499999999996,10165.142857142857,183.57142857142858,10348.714285714286
398,single,Java,mandelbrot,-1,229.30500000000004,11703.214285714286,38.0,11741.214285714286
399,single,Java,mandelbrot,2,329.89785714285716,27437.285714285714,98.78571428571429,27536.071428571428
400,single,Java,mandelbrot,10,229.52714285714288,11660.642857142857,39.785714285714285,11700.42857142857
401,single,Java,mandelbrot,15,231.0192857142857,11663.285714285714,39.857142857142854,11703.142857142857
402,single,Java,mandelbrot,25,230.4264285714286,11679.0,40.07142857142857,11719.07142857143
403,single,Java,n-body,-1,80.65785714285714,3986.8571428571427,13.428571428571429,4000.285714285714
404,single,Java,n-body,2,119.95928571428571,10103.857142857143,35.5,10139.357142857143
405,single,Java,n-body,10,80.89285714285714,3989.0714285714284,13.357142857142858,4002.428571428571
406,single,Java,n-body,15,81.55857142857143,3986.285714285714,13.857142857142858,4000.142857142857
407,single,Java,n-body,25,81.26999999999998,3989.5,13.357142857142858,4002.8571428571427
408,single,Java,regex-redux,-1,250.86000000000004,11406.57142857143,262.14285714285717,11668.714285714286
409,single,Java,regex-redux,2,366.7778571428571,29592.428571428572,683.1428571428571,30275.57142857143
410,single,Java,regex-redux,10,250.96071428571432,11546.285714285714,269.64285714285717,11815.92857142857
411,single,Java,regex-redux,15,252.8842857142857,11452.92857142857,271.5,11724.42857142857
412,single,Java,regex-redux,25,251.0907142857143,11407.0,266.85714285714283,11673.857142857143
413,single,Java,reverse-complement,-1,17.91785714285714,508.85714285714283,306.35714285714283,815.2142857142857
414,single,Java,reverse-complement,2,25.512142857142855,1280.9285714285713,755.6428571428571,2036.5714285714284
415,single,Java,reverse-complement,10,18.165714285714284,512.5714285714286,321.92857142857144,834.5
416,single,Java,reverse-complement,15,18.209285714285713,506.42857142857144,317.57142857142856,824.0
417,single,Java,reverse-complement,25,18.10571428571429,507.92857142857144,315.64285714285717,823.5714285714287
418,single,Java,spectral-norm,-1,34.068571428571424,1656.4285714285713,17.214285714285715,1673.642857142857
419,single,Java,spectral-norm,2,49.504999999999995,4087.714285714286,39.0,4126.714285714286
420,single,Java,spectral-norm,10,34.137857142857136,1665.0714285714287,17.285714285714285,1682.357142857143
421,single,Java,spectral-norm,15,34.25142857142857,1661.7142857142858,16.785714285714285,1678.5
422,single,Java,spectral-norm,25,33.89214285714285,1651.5,16.642857142857142,1668.142857142857
423,single,Python,binary-trees,-1,1919.3721428571428,84670.85714285714,1535.4285714285713,86206.28571428571
424,single,Python,binary-trees,2,2782.257142857143,226209.57142857142,3948.3571428571427,230157.92857142855
425,single,Python,binary-trees,10,1912.8914285714288,88772.0,1587.642857142857,90359.64285714286
426,single,Python,binary-trees,15,1931.1321428571428,84648.28571428571,1546.2142857142858,86194.5
427,single,Python,binary-trees,25,1921.5607142857148,84709.0,1520.857142857143,86229.85714285714
428,single,Python,fannkuch-redux,-1,18866.657857142858,846387.8571428572,13.928571428571429,846401.7857142857
429,single,Python,fannkuch-redux,2,28582.63,2392968.3571428573,70.21428571428571,2393038.5714285714
430,single,Python,fannkuch-redux,10,18627.107857142855,888711.5,16.285714285714285,888727.7857142857
431,single,Python,fannkuch-redux,15,19047.009285714284,845524.6428571428,12.071428571428571,845536.7142857143
432,single,Python,fannkuch-redux,25,18838.58571428571,844373.7857142857,13.142857142857142,844386.9285714285
433,single,Python,fasta,-1,898.9907142857144,40956.142857142855,23.071428571428573,40979.21428571428
434,single,Python,fasta,2,1355.560714285714,112494.35714285714,68.92857142857143,112563.28571428571
435,single,Python,fasta,10,896.6007142857142,42863.28571428572,25.5,42888.78571428572
436,single,Python,fasta,15,907.6442857142857,41019.57142857143,26.714285714285715,41046.28571428571
437,single,Python,fasta,25,900.3599999999999,40996.857142857145,26.214285714285715,41023.07142857143
438,single,Python,k-nucleotide,-1,3000.2292857142857,136330.92857142858,715.7142857142857,137046.64285714287
439,single,Python,k-nucleotide,2,4246.881428571429,343792.5,1797.5714285714287,345590.0714285714
440,single,Python,k-nucleotide,10,3037.367142857143,140381.0,723.2142857142857,141104.2142857143
441,single,Python,k-nucleotide,15,3059.8950000000004,137797.0,728.9285714285714,138525.92857142858
442,single,Python,k-nucleotide,25,3036.1507142857145,138027.7142857143,713.5714285714286,138741.2857142857
443,single,Python,mandelbrot,-1,9782.842857142858,428319.4285714286,10.928571428571429,428330.35714285716
444,single,Python,mandelbrot,2,14759.317142857142,1230365.0,57.785714285714285,1230422.7857142857
445,single,Python,mandelbrot,10,9643.516428571427,457405.64285714284,13.428571428571429,457419.0714285714
446,single,Python,mandelbrot,15,9879.975714285714,427864.64285714284,11.428571428571429,427876.0714285714
447,single,Python,mandelbrot,25,9764.484285714283,427999.64285714284,11.928571428571429,428011.5714285714
448,single,Python,n-body,-1,5306.552142857144,233713.64285714287,4.0,233717.64285714287
449,single,Python,n-body,2,8143.293571428571,679291.7142857143,33.214285714285715,679324.9285714286
450,single,Python,n-body,10,5251.558571428571,251223.64285714287,5.285714285714286,251228.92857142858
451,single,Python,n-body,15,5368.102857142857,233862.85714285713,4.357142857142857,233867.21428571426
452,single,Python,n-body,25,5326.582142857143,233445.35714285713,4.428571428571429,233449.7857142857
453,single,Python,regex-redux,-1,273.0414285714286,12044.214285714286,439.85714285714283,12484.07142857143
454,single,Python,regex-redux,2,407.06928571428574,32579.14285714286,1133.7857142857142,33712.92857142857
455,single,Python,regex-redux,10,271.05,12391.142857142857,455.92857142857144,12847.071428571428
456,single,Python,regex-redux,15,274.51142857142855,12047.42857142857,440.0,12487.42857142857
457,single,Python,regex-redux,25,273.49642857142857,12028.714285714286,452.2857142857143,12481.0
458,single,Python,reverse-complement,-1,44.18714285714286,1561.642857142857,409.57142857142856,1971.2142857142858
459,single,Python,reverse-complement,2,65.23714285714286,4281.357142857143,1068.5,5349.857142857143
460,single,Python,reverse-complement,10,43.910000000000004,1635.4285714285713,422.2142857142857,2057.642857142857
461,single,Python,reverse-complement,15,44.435,1561.4285714285713,413.2857142857143,1974.7142857142856
462,single,Python,reverse-complement,25,44.25,1557.2857142857142,418.85714285714283,1976.142857142857
463,single,Python,spectral-norm,-1,6804.577142857144,300863.4285714286,56.642857142857146,300920.0714285714
464,single,Python,spectral-norm,2,9988.797142857142,828173.4285714285,180.0,828353.4285714285
465,single,Python,spectral-norm,10,6748.706428571429,316399.5714285714,56.357142857142854,316455.9285714286
466,single,Python,spectral-norm,15,6840.065000000001,300712.71428571426,59.285714285714285,300772.0
467,single,Python,spectral-norm,25,6874.967142857144,301187.71428571426,59.142857142857146,301246.8571428571
