,experiment,language,benchmark,power_limit,mean_PSys,mean_user_time,mean_system_time,mean_cpu_time_ms
117,mult,C++,n-body,10,35.27928571428572,1715.5714285714287,0.14285714285714285,1715.7142857142858
118,mult,C++,n-body,15,35.26357142857143,1711.0,0.5,1711.5
119,mult,C++,n-body,25,35.502857142857145,1710.7142857142858,0.2857142857142857,1711.0
120,mult,C++,regex-redux,-1,28.892857142857146,1774.642857142857,156.21428571428572,1930.857142857143
121,mult,C++,regex-redux,1,55.013571428571424,8050.5,679.9285714285714,8730.42857142857
122,mult,C++,regex-redux,2,40.96214285714285,6855.642857142857,492.42857142857144,7348.071428571428
123,mult,C++,regex-redux,4,31.584285714285716,4924.357142857143,344.14285714285717,5268.5
124,mult,C++,regex-redux,8,26.71857142857143,3028.4285714285716,221.5,3249.9285714285716
125,mult,C++,regex-redux,10,26.268571428571427,2608.3571428571427,197.21428571428572,2805.5714285714284
126,mult,C++,regex-redux,15,26.967142857142854,2127.3571428571427,184.78571428571428,2312.142857142857
127,mult,C++,regex-redux,25,28.49285714285714,1828.0,166.92857142857142,1994.9285714285713
128,mult,C++,reverse-complement,-1,3.603571428571428,73.0,85.21428571428571,158.21428571428572
129,mult,C++,reverse-complement,1,7.347857142857142,292.42857142857144,335.35714285714283,627.7857142857142
130,mult,C++,reverse-complement,2,4.8671428571428565,178.85714285714286,208.35714285714286,387.2142857142857
131,mult,C++,reverse-complement,4,3.6114285714285717,110.42857142857143,124.78571428571429,235.21428571428572
132,mult,C++,reverse-complement,8,3.491428571428571,79.64285714285714,94.42857142857143,174.07142857142856
133,mult,C++,reverse-complement,10,3.5621428571428573,74.85714285714286,87.64285714285714,162.5
134,mult,C++,reverse-complement,15,3.591428571428571,72.07142857142857,88.57142857142857,160.64285714285714
135,mult,C++,reverse-complement,25,3.601428571428571,70.35714285714286,89.71428571428571,160.07142857142856
136,mult,C++,spectral-norm,-1,12.344285714285714,1406.2142857142858,0.42857142857142855,1406.642857142857
137,mult,C++,spectral-norm,1,20.139285714285716,6366.285714285715,3.2857142857142856,6369.571428571429
138,mult,C++,spectral-norm,2,19.45071428571428,6360.428571428572,2.0714285714285716,6362.5
139,mult,C++,spectral-norm,4,13.374285714285715,3760.1428571428573,1.4285714285714286,3761.571428571429
140,mult,C++,spectral-norm,8,10.894285714285715,2333.3571428571427,0.5714285714285714,2333.928571428571
141,mult,C++,spectral-norm,10,11.107142857142858,1959.857142857143,0.35714285714285715,1960.2142857142858
142,mult,C++,spectral-norm,15,11.457857142857142,1625.0,0.5,1625.5
143,mult,C++,spectral-norm,25,12.225,1407.0714285714287,0.14285714285714285,1407.2142857142858
144,mult,Java,binary-trees,-1,107.53785714285713,9056.285714285714,498.7857142857143,9555.071428571428
145,mult,Java,binary-trees,1,97.36571428571429,17376.14285714286,2322.714285714286,19698.857142857145
146,mult,Java,binary-trees,2,93.85214285714287,17111.14285714286,2239.285714285714,19350.428571428572
147,mult,Java,binary-trees,4,80.55714285714286,15158.42857142857,1789.0714285714287,16947.5
148,mult,Java,binary-trees,8,70.58714285714287,10315.285714285714,937.5,11252.785714285714
149,mult,Java,binary-trees,10,77.67357142857144,9870.642857142857,862.0714285714286,10732.714285714286
150,mult,Java,binary-trees,15,87.9257142857143,9416.857142857143,623.2142857142857,10040.07142857143
151,mult,Java,binary-trees,25,105.57642857142858,9132.0,518.7142857142857,9650.714285714286
152,mult,Java,fannkuch-redux,-1,355.23857142857145,31908.285714285714,18.357142857142858,31926.642857142855
153,mult,Java,fannkuch-redux,1,489.18499999999995,145782.64285714287,99.0,145881.64285714287
154,mult,Java,fannkuch-redux,2,479.35714285714283,145036.14285714287,67.5,145103.64285714287
155,mult,Java,fannkuch-redux,4,391.31500000000005,110716.0,40.57142857142857,110756.57142857143
156,mult,Java,fannkuch-redux,8,306.8678571428572,65533.0,27.642857142857142,65560.64285714286
157,mult,Java,fannkuch-redux,10,306.21714285714285,53392.21428571428,26.071428571428573,53418.28571428571
158,mult,Java,fannkuch-redux,15,299.0828571428571,42033.28571428572,22.857142857142858,42056.14285714286
159,mult,Java,fannkuch-redux,25,332.8178571428571,34029.42857142857,21.428571428571427,34050.857142857145
160,mult,Java,fasta,-1,34.51785714285715,3356.5714285714284,43.07142857142857,3399.642857142857
161,mult,Java,fasta,1,55.790000000000006,14246.714285714286,167.78571428571428,14414.5
162,mult,Java,fasta,2,53.56214285714287,14139.642857142857,141.71428571428572,14281.357142857143
163,mult,Java,fasta,4,36.395,8101.571428571428,87.5,8189.071428571428
164,mult,Java,fasta,8,30.29571428571429,4978.642857142857,56.785714285714285,5035.428571428572
165,mult,Java,fasta,10,30.238571428571426,4290.5,46.357142857142854,4336.857142857143
166,mult,Java,fasta,15,31.55785714285714,3646.9285714285716,44.0,3690.9285714285716
167,mult,Java,fasta,25,34.385000000000005,3327.9285714285716,43.714285714285715,3371.6428571428573
168,mult,Java,k-nucleotide,-1,143.71357142857144,12229.285714285714,199.0,12428.285714285714
169,mult,Java,k-nucleotide,1,218.83500000000004,55518.5,811.5714285714286,56330.07142857143
170,mult,Java,k-nucleotide,2,204.6657142857143,54533.92857142857,573.5,55107.42857142857
171,mult,Java,k-nucleotide,4,161.45785714285714,39969.0,348.2142857142857,40317.21428571428
172,mult,Java,k-nucleotide,8,128.27357142857142,23562.14285714286,249.35714285714286,23811.5
173,mult,Java,k-nucleotide,10,124.81857142857142,20002.785714285714,221.35714285714286,20224.142857142855
174,mult,Java,k-nucleotide,15,128.74928571428572,15796.142857142857,209.92857142857142,16006.071428571428
175,mult,Java,k-nucleotide,25,139.92499999999998,12827.57142857143,199.78571428571428,13027.357142857143
176,mult,Java,mandelbrot,-1,120.17500000000003,12772.714285714286,58.714285714285715,12831.428571428572
177,mult,Java,mandelbrot,1,182.19,56433.357142857145,233.92857142857142,56667.28571428572
178,mult,Java,mandelbrot,2,180.41428571428574,56599.0,211.07142857142858,56810.07142857143
179,mult,Java,mandelbrot,4,129.79071428571427,36365.28571428572,114.92857142857143,36480.21428571429
180,mult,Java,mandelbrot,8,105.14499999999998,22080.285714285714,82.35714285714286,22162.642857142855
181,mult,Java,mandelbrot,10,104.72500000000001,18852.5,65.35714285714286,18917.85714285714
182,mult,Java,mandelbrot,15,109.10785714285716,15286.285714285714,62.07142857142857,15348.357142857143
183,mult,Java,mandelbrot,25,118.68857142857142,12737.57142857143,59.785714285714285,12797.357142857143
184,mult,Java,n-body,-1,82.1857142857143,4051.714285714286,17.214285714285715,4068.9285714285716
185,mult,Java,n-body,1,194.06714285714284,17881.714285714286,76.57142857142857,17958.285714285714
186,mult,Java,n-body,2,115.29357142857143,9614.92857142857,43.214285714285715,9658.142857142857
187,mult,Java,n-body,4,85.90071428571427,6114.857142857143,26.571428571428573,6141.428571428572
188,mult,Java,n-body,8,80.38642857142858,4344.928571428572,19.785714285714285,4364.714285714286
189,mult,Java,n-body,10,80.43214285714285,4058.9285714285716,18.5,4077.4285714285716
190,mult,Java,n-body,15,80.5185714285714,4050.785714285714,18.214285714285715,4069.0
191,mult,Java,n-body,25,80.66214285714285,4048.8571428571427,17.5,4066.3571428571427
192,mult,Java,regex-redux,-1,156.26428571428573,12661.5,280.2142857142857,12941.714285714286
193,mult,Java,regex-redux,1,236.38285714285715,56258.28571428572,1277.0,57535.28571428572
194,mult,Java,regex-redux,2,226.95857142857145,55910.642857142855,998.1428571428571,56908.78571428571
195,mult,Java,regex-redux,4,170.05857142857144,40293.21428571428,580.1428571428571,40873.35714285714
196,mult,Java,regex-redux,8,137.2835714285714,23897.571428571428,383.2857142857143,24280.85714285714
197,mult,Java,regex-redux,10,136.87214285714288,20257.714285714286,343.5,20601.214285714286
198,mult,Java,regex-redux,15,139.44857142857146,16189.785714285714,315.2142857142857,16505.0
199,mult,Java,regex-redux,25,150.92785714285714,13304.714285714286,291.5,13596.214285714286
200,mult,Java,reverse-complement,-1,17.49,551.2142857142857,321.2857142857143,872.5
201,mult,Java,reverse-complement,1,36.94214285714286,2393.8571428571427,1398.7142857142858,3792.5714285714284
202,mult,Java,reverse-complement,2,25.115714285714287,1778.857142857143,783.0,2561.857142857143
203,mult,Java,reverse-complement,4,18.26714285714286,1032.5714285714287,496.7142857142857,1529.2857142857144
204,mult,Java,reverse-complement,8,16.835,698.4285714285714,352.57142857142856,1051.0
205,mult,Java,reverse-complement,10,16.952142857142864,623.5,335.07142857142856,958.5714285714286
206,mult,Java,reverse-complement,15,17.26214285714286,568.8571428571429,327.2142857142857,896.0714285714287
207,mult,Java,reverse-complement,25,17.372142857142855,553.4285714285714,327.35714285714283,880.7857142857142
208,mult,Java,spectral-norm,-1,20.049285714285713,2006.5,30.714285714285715,2037.2142857142858
209,mult,Java,spectral-norm,1,31.849285714285713,9140.42857142857,142.57142857142858,9283.0
210,mult,Java,spectral-norm,2,30.88214285714286,9088.142857142857,118.07142857142857,9206.214285714286
211,mult,Java,spectral-norm,4,22.716428571428573,5944.071428571428,80.21428571428571,6024.285714285714
212,mult,Java,spectral-norm,8,17.922142857142852,3486.9285714285716,47.92857142857143,3534.857142857143
213,mult,Java,spectral-norm,10,17.774285714285718,2977.9285714285716,42.357142857142854,3020.285714285714
214,mult,Java,spectral-norm,15,18.574285714285715,2443.714285714286,35.357142857142854,2479.0714285714284
215,mult,Java,spectral-norm,25,19.81142857142857,2051.5,32.07142857142857,2083.5714285714284
216,mult,Python,binary-trees,-1,1258.6992857142857,103187.0,2065.785714285714,105252.78571428571
217,mult,Python,binary-trees,1,1554.5814285714284,401698.4285714286,8496.857142857143,410195.28571428574
218,mult,Python,binary-trees,2,1507.035,398501.85714285716,8338.857142857143,406840.7142857143
219,mult,Python,binary-trees,4,1307.2857142857144,329561.85714285716,7158.142857142857,336720.0
220,mult,Python,binary-trees,8,1042.0985714285714,193260.42857142858,4012.0714285714284,197272.5
221,mult,Python,binary-trees,10,1049.5442857142857,161589.07142857142,3370.4285714285716,164959.5
222,mult,Python,binary-trees,15,1064.7492857142859,131933.42857142858,2734.0714285714284,134667.5
223,mult,Python,binary-trees,25,1180.4271428571428,111035.64285714286,2257.5714285714284,113293.21428571429
224,mult,Python,fannkuch-redux,-1,10494.442857142858,890864.8571428572,19.571428571428573,890884.4285714286
225,mult,Python,fannkuch-redux,1,13730.452857142856,4034526.5,139.0,4034665.5
226,mult,Python,fannkuch-redux,2,13716.948571428573,4035010.3571428573,131.92857142857142,4035142.285714286
227,mult,Python,fannkuch-redux,4,12043.81142857143,3363259.0714285714,105.78571428571429,3363364.8571428573
228,mult,Python,fannkuch-redux,8,8965.919285714284,1919218.857142857,32.57142857142857,1919251.4285714284
229,mult,Python,fannkuch-redux,10,8589.644285714287,1610584.7142857143,98.07142857142857,1610682.7857142857
230,mult,Python,fannkuch-redux,15,8852.782142857142,1226429.357142857,77.0,1226506.357142857
231,mult,Python,fannkuch-redux,25,9788.743571428571,973217.5714285715,21.142857142857142,973238.7142857143
232,mult,Python,fasta,-1,891.5164285714284,41088.92857142857,25.428571428571427,41114.357142857145
233,mult,Python,fasta,1,2104.9507142857137,195688.57142857142,117.21428571428571,195805.7857142857
234,mult,Python,fasta,2,1379.0185714285715,117054.0,75.07142857142857,117129.07142857143
235,mult,Python,fasta,4,952.4892857142856,66837.85714285714,40.785714285714285,66878.64285714286
236,mult,Python,fasta,8,872.0400000000001,47242.92857142857,26.5,47269.42857142857
237,mult,Python,fasta,10,878.9907142857145,42553.0,27.285714285714285,42580.28571428572
238,mult,Python,fasta,15,884.9542857142859,41131.21428571428,24.214285714285715,41155.428571428565
239,mult,Python,fasta,25,878.5714285714286,41182.57142857143,24.071428571428573,41206.642857142855
240,mult,Python,k-nucleotide,-1,1585.3778571428572,136971.0,501.07142857142856,137472.07142857142
241,mult,Python,k-nucleotide,1,1907.9585714285713,535721.5714285715,2133.3571428571427,537854.9285714286
242,mult,Python,k-nucleotide,2,1914.5564285714286,534854.0,2127.714285714286,536981.7142857143
243,mult,Python,k-nucleotide,4,1651.3735714285717,441997.0,1284.142857142857,443281.14285714284
244,mult,Python,k-nucleotide,8,1302.6457142857143,262321.4285714286,788.9285714285714,263110.35714285716
245,mult,Python,k-nucleotide,10,1314.3521428571428,218267.7857142857,685.6428571428571,218953.42857142858
246,mult,Python,k-nucleotide,15,1324.0992857142853,176698.35714285713,593.0,177291.35714285713
247,mult,Python,k-nucleotide,25,1501.0814285714284,145626.14285714287,534.7857142857143,146160.92857142858
248,mult,Python,mandelbrot,-1,5516.795,455981.5,1047.4285714285713,457028.9285714286
249,mult,Python,mandelbrot,1,6989.637857142857,2055079.2857142857,3532.9285714285716,2058612.2142857143
250,mult,Python,mandelbrot,2,7135.62642857143,2055800.5,3552.1428571428573,2059352.642857143
251,mult,Python,mandelbrot,4,6418.235000000001,1805996.7857142857,3209.1428571428573,1809205.9285714286
252,mult,Python,mandelbrot,8,4720.946428571428,1009389.0,1924.2142857142858,1011313.2142857143
253,mult,Python,mandelbrot,10,4512.039285714286,849952.5714285715,1702.9285714285713,851655.5
254,mult,Python,mandelbrot,15,4605.847857142858,644928.7857142857,1354.2857142857142,646283.0714285714
255,mult,Python,mandelbrot,25,5086.146428571429,510983.78571428574,1162.2142857142858,512146.0
256,mult,Python,n-body,-1,5303.171428571428,234471.64285714287,3.0,234474.64285714287
257,mult,Python,n-body,1,12079.641428571427,1115981.642857143,16.5,1115998.142857143
258,mult,Python,n-body,2,8040.495,680590.5,8.571428571428571,680599.0714285715
259,mult,Python,n-body,4,5797.238571428572,410975.5,4.214285714285714,410979.71428571426
260,mult,Python,n-body,8,5112.177857142859,274634.4285714286,2.642857142857143,274637.0714285714
261,mult,Python,n-body,10,5137.265714285714,246942.07142857142,2.0714285714285716,246944.14285714284
262,mult,Python,n-body,15,5250.601428571428,234033.42857142858,3.0714285714285716,234036.5
263,mult,Python,n-body,25,5218.974285714286,234097.64285714287,2.5714285714285716,234100.2142857143
264,mult,Python,regex-redux,-1,197.48642857142858,12456.357142857143,455.07142857142856,12911.428571428572
265,mult,Python,regex-redux,1,379.46999999999997,57221.5,2091.214285714286,59312.71428571428
266,mult,Python,regex-redux,2,304.93071428571426,50476.57142857143,1302.7857142857142,51779.357142857145
267,mult,Python,regex-redux,4,227.8035714285714,36824.07142857143,776.4285714285714,37600.5
268,mult,Python,regex-redux,8,184.27357142857144,20956.35714285714,526.7857142857143,21483.142857142855
269,mult,Python,regex-redux,10,182.79571428571427,18224.35714285714,491.57142857142856,18715.92857142857
270,mult,Python,regex-redux,15,187.41285714285715,14952.714285714286,479.92857142857144,15432.642857142857
271,mult,Python,regex-redux,25,194.05357142857147,13008.714285714286,469.92857142857144,13478.642857142857
272,mult,Python,reverse-complement,-1,36.45428571428572,1646.2142857142858,444.7142857142857,2090.9285714285716
273,mult,Python,reverse-complement,1,73.19785714285715,7563.928571428572,2049.9285714285716,9613.857142857143
274,mult,Python,reverse-complement,2,57.25500000000001,6294.071428571428,1742.642857142857,8036.714285714285
275,mult,Python,reverse-complement,4,41.17214285714285,4021.3571428571427,999.5,5020.857142857143
276,mult,Python,reverse-complement,8,34.16357142857143,2431.0714285714284,622.2142857142857,3053.285714285714
277,mult,Python,reverse-complement,10,34.405714285714296,2111.5,553.3571428571429,2664.857142857143
278,mult,Python,reverse-complement,15,35.47428571428571,1833.7857142857142,490.35714285714283,2324.142857142857
279,mult,Python,reverse-complement,25,36.471428571428575,1646.7142857142858,460.35714285714283,2107.0714285714284
280,mult,Python,spectral-norm,-1,3805.7114285714283,316839.78571428574,112.92857142857143,316952.7142857143
281,mult,Python,spectral-norm,1,4845.057142857143,1434697.142857143,382.92857142857144,1435080.0714285716
282,mult,Python,spectral-norm,2,4823.125,1435075.642857143,352.07142857142856,1435427.7142857143
283,mult,Python,spectral-norm,4,4556.860714285715,1286335.642857143,310.0,1286645.642857143
284,mult,Python,spectral-norm,8,3220.4007142857145,680185.7142857143,144.0,680329.7142857143
285,mult,Python,spectral-norm,10,3087.012857142857,578955.8571428572,173.64285714285714,579129.5
286,mult,Python,spectral-norm,15,3159.310714285714,444550.0,114.71428571428571,444664.71428571426
287,mult,Python,spectral-norm,25,3522.0999999999995,354714.0714285714,111.35714285714286,354825.4285714286
288,single,C,binary-trees,-1,58.31428571428571,2409.9285714285716,194.78571428571428,2604.714285714286
289,single,C,binary-trees,2,86.41714285714286,6463.857142857143,476.2142857142857,6940.071428571428
290,single,C,binary-trees,10,57.76428571428571,2550.4285714285716,189.85714285714286,2740.285714285714
291,single,C,binary-trees,15,59.22857142857142,2415.1428571428573,187.64285714285714,2602.7857142857147
292,single,C,binary-trees,25,59.40642857142857,2413.285714285714,190.5,2603.785714285714
293,single,C,fannkuch-redux,-1,147.49928571428572,7406.285714285715,0.14285714285714285,7406.428571428572
294,single,C,fannkuch-redux,2,212.45214285714286,17653.428571428572,1.1428571428571428,17654.57142857143
